Id,Label,timeset,type,color,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
姚苏凤(1945),姚苏凤,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
姜庆湘(1945),姜庆湘,,author,"#B4B4B4",130,205,0.158448,2,0.557726,0.603503,780.408612
姜鹏翊(1945),姜鹏翊,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
存真(1945),存真,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
孙亚夫(1945),孙亚夫,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
孙宝毅(1945),孙宝毅,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
孙起孟(1945),孙起孟,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
孟昌(1945),孟昌,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
安约吾(1945),安约吾,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
安逸(1945),安逸,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
宣谛之(1945),宣谛之,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
宦乡(1945),宦乡,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
宧乡(1945),宧乡,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
寿生(1945),寿生,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
尊立(1945),尊立,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
小羽(1945),小羽,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
少之(1945),少之,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
尔咸(1945),尔咸,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
尚钺(1945),尚钺,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
尚铖(1945),尚铖,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
尚青禾(1945),尚青禾,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
左舜生(1945),左舜生,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
巴尔契斯基(1945),巴尔契斯基,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
庄圻泰(1945),庄圻泰,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
庄永(1945),庄永,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张东皋(1945),张东皋,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张东荪(1945),张东荪,,author,"#B4B4B4",222,396,0.317139,2,0.60735,0.676752,1152.208481
张凤举(1945),张凤举,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
张刚(1945),张刚,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
张君劢(1945),张君劢,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
张宏(1945),张宏,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张志让(1945),张志让,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张志龢(1945),张志龢,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
张恨水(1945),张恨水,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张时俊(1945),张时俊,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
张明养(1945),张明养,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
张栋举(1945),张栋举,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
张淦(1945),张淦,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张珏(1945),张珏,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张竞存(1945),张竞存,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张西曼(1945),张西曼,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
张远昕(1945),张远昕,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
张雪澄(1945),张雪澄,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
张鸿增(1945),张鸿增,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
彭松(1945),彭松,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
徐修(1945),徐修,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
徐如免(1945),徐如免,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
徐撤(1945),徐撤,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
徐相任(1945),徐相任,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
徐系(1945),徐系,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
徐调孚(1945),徐调孚,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
徐郎(1945),徐郎,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
徐铸成(1945),徐铸成,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
慕英(1945),慕英,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
戎戈(1945),戎戈,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
戚陈德珍(1945),戚陈德珍,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
戴寒波(1945),戴寒波,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
房龙(1945),房龙,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
托尔斯泰(1945),托尔斯泰,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
抱贞(1945),抱贞,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
拉铁摩尔(1945),拉铁摩尔,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
振寰(1945),振寰,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
敏之(1945),敏之,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
文宜(1945),文宜,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
斯诺(1945),斯诺,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
新武(1945),新武,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
方与严(1945),方与严,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
方扬(1945),方扬,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
方治平(1945),方治平,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
方禺(1945),方禺,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
施佑铭(1945),施佑铭,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
施复亮(1945),施复亮,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
施艾(1945),施艾,,author,"#B4B4B4",130,205,0.158448,2,0.557726,0.603503,780.408612
施贻(1945),施贻,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
明养(1945),明养,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
明子(1945),明子,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
易水(1945),易水,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
春光(1945),春光,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
晓敷(1945),晓敷,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
晶远(1945),晶远,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
曹介植(1945),曹介植,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
曹樸(1945),曹樸,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
曾守约(1945),曾守约,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
曾琦(1945),曾琦,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
曾瑞(1945),曾瑞,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
月伶(1945),月伶,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
朝华(1945),朝华,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
木林(1945),木林,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
朱健飞(1945),朱健飞,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
朱彬元(1945),朱彬元,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
朱洗(1945),朱洗,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
朱自珍(1945),朱自珍,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
李健吾(1945),李健吾,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
李兆(1945),李兆,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
李公朴(1945),李公朴,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
李善卷(1945),李善卷,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
李时中(1945),李时中,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
李自强(1945),李自强,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
杜迈之(1945),杜迈之,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
来秋(1945),来秋,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
杨佑贤(1945),杨佑贤,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
杨作雨(1945),杨作雨,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
杨动(1945),杨动,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
杨学纯(1945),杨学纯,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
杨宗亿(1945),杨宗亿,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
杨愚(1945),杨愚,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
杨穗(1945),杨穗,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
杨荣国(1945),杨荣国,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
杨蔚(1945),杨蔚,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
杨霁云(1945),杨霁云,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
林松(1945),林松,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
林汉达(1945),林汉达,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
林焕平(1945),林焕平,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
林谷(1945),林谷,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
林陵蓉(1945),林陵蓉,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
柏有仁(1945),柏有仁,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
柯灵(1945),柯灵,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
柳蕴(1945),柳蕴,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
树鹃(1945),树鹃,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
桑弧(1945),桑弧,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
梁纯夫(1945),梁纯夫,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
梅兰芳(1945),梅兰芳,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
梅湜(1945),梅湜,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
梧轩(1945),梧轩,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
欧罗(1945),欧罗,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
正非(1945),正非,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
民语(1945),民语,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
永先(1945),永先,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
汝德(1945),汝德,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
江同(1945),江同,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
汤心仪(1945),汤心仪,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
汪大煊(1945),汪大煊,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
沈兹九(1945),沈兹九,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
沈来秋(1945),沈来秋,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
沈若谷(1945),沈若谷,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
沈钧儒(1945),沈钧儒,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
沙溪(1945),沙溪,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
洛明(1945),洛明,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
洪谦(1945),洪谦,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
济之(1945),济之,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
浩川(1945),浩川,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
海魂(1945),海魂,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
涵先(1945),涵先,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
深公(1945),深公,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
清涟(1945),清涟,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
渠之(1945),渠之,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
游牧(1945),游牧,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
湘渔(1945),湘渔,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
潘光旦(1945),潘光旦,,author,"#B4B4B4",222,396,0.317139,2,0.60735,0.676752,1152.208481
潘大逵(1945),潘大逵,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
潘安业(1945),潘安业,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
潘梓年(1945),潘梓年,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
潘焕昆(1945),潘焕昆,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
潘立桐(1945),潘立桐,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
灕流(1945),灕流,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
炎火(1945),炎火,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
焦敏之(1945),焦敏之,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
爱思金(1945),爱思金,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
独郑步(1945),独郑步,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
王__(1945),王__,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
王善淳(1945),王善淳,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
王子敬(1945),王子敬,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
王琦(1945),王琦,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
王碎若(1945),王碎若,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
王绍鏊(1945),王绍鏊,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
王若飞(1945),王若飞,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
王赣愚(1945),王赣愚,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
王铁猴(1945),王铁猴,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
王雨桐(1945),王雨桐,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
甘敏(1945),甘敏,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
田禾(1945),田禾,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
申迟(1945),申迟,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
白英(1945),白英,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
直心(1945),直心,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
瞿荆洲(1945),瞿荆洲,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
知廉(1945),知廉,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
石城(1945),石城,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
石如(1945),石如,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
石梅(1945),石梅,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
石渊(1945),石渊,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
祝公健(1945),祝公健,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
秉志(1945),秉志,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
秋原(1945),秋原,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
程力方(1945),程力方,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
程及(1945),程及,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
程启钧(1945),程启钧,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
程澄之(1945),程澄之,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
穆欣(1945),穆欣,,author,"#B4B4B4",221,441,0.266554,2,0.606763,0.675955,2324.004899
穆涛(1945),穆涛,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
立垒(1945),立垒,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
章乃器(1945),章乃器,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
章榴(1945),章榴,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
章锡琛(1945),章锡琛,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
童润之(1945),童润之,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
竹云龙(1945),竹云龙,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
笪移今(1945),笪移今,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
简樸(1945),简樸,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
箫明(1945),箫明,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
纪鲁(1945),纪鲁,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
绀弩(1945),绀弩,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
罗任一(1945),罗任一,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
罗努生(1945),罗努生,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
罗守信(1945),罗守信,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
罗尔鲍(1945),罗尔鲍,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
罗斯福(1945),罗斯福,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
罗贝慈(1945),罗贝慈,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
翁文灏(1945),翁文灏,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
耀羣(1945),耀羣,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
老圣(1945),老圣,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
老舍(1945),老舍,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
耿介怀(1945),耿介怀,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
耿济之(1945),耿济之,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
肇世(1945),肇世,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
肯明斯(1945),肯明斯,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
胡大庆(1945),胡大庆,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
胡思濂(1945),胡思濂,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
胡经纬(1945),胡经纬,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
胡绳(1945),胡绳,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
舒湮(1945),舒湮,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
舜生(1945),舜生,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
艾艾(1945),艾艾,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
艾芜(1945),艾芜,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
艾莤(1945),艾莤,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
花西里(1945),花西里,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
苏东(1945),苏东,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
苦人(1945),苦人,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
范樸斋(1945),范樸斋,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
荃麟(1945),荃麟,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
草草(1945),草草,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
莊稼(1945),莊稼,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
莫同尧(1945),莫同尧,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
莫启欧(1945),莫启欧,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
莫白水(1945),莫白水,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
莫闻(1945),莫闻,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
葛一虹(1945),葛一虹,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
董浩(1945),董浩,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
董渭川(1945),董渭川,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
蒋畴余(1945),蒋畴余,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
蒲作(1945),蒲作,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
蓝光(1945),蓝光,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
蔡楚生(1945),蔡楚生,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
薛光前(1945),薛光前,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
薛汕(1945),薛汕,,author,"#B4B4B4",271,492,0.754539,2,0.637563,0.715764,1013.107042
虞人平(1945),虞人平,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
虞德林(1945),虞德林,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
衍棣(1945),衍棣,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
观察者(1945),观察者,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
言复(1945),言复,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
警予(1945),警予,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
许寿裳(1945),许寿裳,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
许癀平(1945),许癀平,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
诸慧(1945),诸慧,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
调孚(1945),调孚,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
谈兵(1945),谈兵,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
谢尚光(1945),谢尚光,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
谷荣(1945),谷荣,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
贝塞尔(1945),贝塞尔,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
费哲(1945),费哲,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
贺湄(1945),贺湄,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
辛海(1945),辛海,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
辛笛(1945),辛笛,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
迻山(1945),迻山,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
退知(1945),退知,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
邓初氏(1945),邓初氏,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
邵冲霄(1945),邵冲霄,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
邵力子(1945),邵力子,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
邵嘉陵(1945),邵嘉陵,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
郑光昭(1945),郑光昭,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
郑初民(1945),郑初民,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
郑独步(1945),郑独步,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
郭沬若(1945),郭沬若,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
金向凡(1945),金向凡,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
钟宣(1945),钟宣,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
钟百频(1945),钟百频,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
钱端升(1945),钱端升,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
铁僧(1945),铁僧,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
闻一多(1945),闻一多,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
闻家駰(1945),闻家駰,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
闻家驷(1945),闻家驷,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
闾方(1945),闾方,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
阿凌(1945),阿凌,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
阿希敦(1945),阿希敦,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
阿特里(1945),阿特里,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
陆平(1945),陆平,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
陆诒(1945),陆诒,,author,"#B4B4B4",276,537,0.730091,2,0.640816,0.719745,4862.940861
陆青(1945),陆青,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
陈亦丹(1945),陈亦丹,,author,"#B4B4B4",221,441,0.266554,2,0.606763,0.675955,2324.004899
陈元良(1945),陈元良,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
陈兆珂(1945),陈兆珂,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
