"","Source","Target","Type","Id","Weight","place"
"4312","阅人","《周报(上海1945)》","Directed",6338,1,"上海"
"4313","阅兵典礼","《时代杂志》","Directed",6339,1,"上海"
"4314","队伍","《民主(重庆)》","Directed",6340,1,"重庆"
"4315","队伍","《民主周刊(昆明)》","Directed",6341,1,"昆明"
"4316","防御工事","《周报(上海1945)》","Directed",6342,1,"上海"
"4317","防止","《再生》","Directed",6343,2,"上海"
"4318","防线","《中央周刊》","Directed",6344,1,"重庆"
"4319","阳光","《国讯》","Directed",6345,2,"上海"
"4320","阴谋","《国讯》","Directed",6346,9,"上海"
"4321","阴谋","《时代杂志》","Directed",6349,13,"上海"
"4322","阴谋","《民主(上海)》","Directed",6350,1,"上海"
"4323","阴谋","《民主周刊(昆明)》","Directed",6351,1,"昆明"
"4324","阵线","《时代杂志》","Directed",6352,5,"上海"
"4325","阵线","《民主周刊(昆明)》","Directed",6353,1,"昆明"
"4326","阵营","《民主(重庆)》","Directed",6354,1,"重庆"
"4327","阶下","《周报(上海1945)》","Directed",6355,1,"上海"
"4328","阶段","《再生》","Directed",6356,1,"重庆"
"4329","阶段","《时代杂志》","Directed",6357,6,"上海"
"4330","阶段","《民主周刊(昆明)》","Directed",6358,2,"昆明"
"4331","阻滞","《国讯》","Directed",6360,1,"上海"
"4332","阻碍","《民主周刊(昆明)》","Directed",6361,1,"昆明"
"4333","阿刺伯","《民主周刊(昆明)》","Directed",6362,1,"昆明"
"4334","阿根廷","《中华论坛》","Directed",6363,1,"重庆"
"4335","阿登","《中央周刊》","Directed",6364,1,"重庆"
"4336","陆军","《周报(上海1945)》","Directed",6365,1,"上海"
"4337","陈嘉庚","《民主(重庆)》","Directed",6366,1,"重庆"
"4338","陈着","《中央周刊》","Directed",6367,1,"重庆"
"4339","陈迹","《民主(上海)》","Directed",6368,1,"上海"
"4340","陋巷","《民主(上海)》","Directed",6369,1,"上海"
"4341","降书","《周报(上海1945)》","Directed",6370,1,"上海"
"4342","限度","《周报(上海1945)》","Directed",6371,1,"上海"
"4343","陕北","《中央周刊》","Directed",6372,2,"重庆"
"4344","陜北","《中央周刊》","Directed",6374,1,"重庆"
"4345","院长","《再生》","Directed",6375,2,"上海"
"4346","院长","《国讯》","Directed",6376,1,"上海"
"4347","院长","《时代杂志》","Directed",6377,1,"上海"
"4348","险阻","《国讯》","Directed",6378,1,"上海"
"4349","陪都","《中央周刊》","Directed",6379,1,"重庆"
"4350","陪都","《周报(上海1945)》","Directed",6380,10,"上海"
"4351","陪都","《国讯》","Directed",6383,3,"上海"
"4352","陶行知","《民主(重庆)》","Directed",6388,1,"重庆"
"4353","陷落","《时代杂志》","Directed",6389,2,"上海"
"4354","隆中","《中央周刊》","Directed",6390,1,"重庆"
"4355","随军","《中央周刊》","Directed",6391,1,"重庆"
"4356","随笔","《再生》","Directed",6392,1,"重庆"
"4357","随笔","《周报(上海1945)》","Directed",6393,1,"上海"
"4358","随笔","《文萃》","Directed",6394,7,"上海"
"4359","障碍","《再生》","Directed",6395,1,"重庆"
"4360","隧道","《周报(上海1945)》","Directed",6396,1,"上海"
"4361","难产","《民主周刊(昆明)》","Directed",6397,2,"昆明"
"4362","难兄难弟","《周报(上海1945)》","Directed",6399,1,"上海"
"4363","难民","《周报(上海1945)》","Directed",6400,2,"上海"
"4364","难民","《国讯》","Directed",6401,2,"上海"
"4365","难题","《民主周刊(昆明)》","Directed",6402,1,"昆明"
"4366","集中","《时代杂志》","Directed",6403,1,"上海"
"4367","集会","《民主(重庆)》","Directed",6404,1,"重庆"
"4368","集会","《民主周刊(昆明)》","Directed",6405,1,"昆明"
"4369","集体","《民主周刊(昆明)》","Directed",6406,1,"昆明"
"4370","集体主义","《民主周刊(昆明)》","Directed",6407,1,"昆明"
"4371","集团","《民主周刊(昆明)》","Directed",6408,1,"昆明"
"4372","集谣","《文萃》","Directed",6409,1,"上海"
"4373","集谣","《民主(重庆)》","Directed",6410,1,"重庆"
"4374","雨坛","《中央周刊》","Directed",6411,1,"重庆"
"4375","雪地","《周报(上海1945)》","Directed",6412,1,"上海"
"4376","需求","《国讯》","Directed",6413,1,"上海"
"4377","需要","《中央周刊》","Directed",6414,3,"南京"
"4378","需要","《再生》","Directed",6415,5,"上海"
"4379","需要","《周报(上海1945)》","Directed",6416,2,"上海"
"4380","需要","《国讯》","Directed",6418,6,"上海"
"4381","需要","《民主(上海)》","Directed",6420,7,"上海"
"4382","需要","《民主周刊(昆明)》","Directed",6424,1,"昆明"
"4383","青年","《国讯》","Directed",6434,31,"上海"
"4384","青年","《文萃》","Directed",6441,3,"上海"
"4385","青年","《民主(上海)》","Directed",6442,3,"上海"
"4386","青年","《民主(重庆)》","Directed",6444,1,"重庆"
"4387","青年人","《民主(上海)》","Directed",6450,1,"上海"
"4388","青年党","《再生》","Directed",6451,2,"上海"
"4389","青年运动","《中央周刊》","Directed",6452,1,"重庆"
"4390","静下来","《时代杂志》","Directed",6453,1,"上海"
"4391","非礼勿视","《民主(上海)》","Directed",6454,1,"上海"
"4392","革命","《国讯》","Directed",6456,3,"上海"
"4393","革命事业","《民主周刊(昆明)》","Directed",6462,1,"昆明"
"4394","革命史","《中央周刊》","Directed",6463,2,"重庆"
"4395","革新","《中央周刊》","Directed",6465,6,"南京"
"4396","革新","《周报(上海1945)》","Directed",6466,1,"上海"
"4397","韬奋","《周报(上海1945)》","Directed",6467,1,"上海"
"4398","韬奋","《国讯》","Directed",6468,3,"上海"
"4399","顺民","《民主(上海)》","Directed",6469,1,"上海"
"4400","颁布","《时代杂志》","Directed",6470,2,"上海"
"4401","预测","《文萃》","Directed",6472,1,"上海"
"4402","领导者","《时代杂志》","Directed",6473,1,"上海"
"4403","领袖","《国讯》","Directed",6474,9,"上海"
"4404","领袖","《时代杂志》","Directed",6475,8,"上海"
"4405","颇速","《中央周刊》","Directed",6476,1,"重庆"
"4406","颓风","《文萃》","Directed",6477,1,"上海"
"4407","题词","《中央周刊》","Directed",6478,8,"南京"
"4408","题词","《民主(重庆)》","Directed",6480,1,"重庆"
"4409","题赠","《民主(重庆)》","Directed",6481,1,"重庆"
"4410","风光","《周报(上海1945)》","Directed",6482,1,"上海"
"4411","风尚","《中央周刊》","Directed",6483,2,"南京"
"4412","风暴","《时代杂志》","Directed",6484,2,"上海"
"4413","风气","《文萃》","Directed",6485,1,"上海"
"4414","风气","《民主(上海)》","Directed",6486,1,"上海"
"4415","风潮","《周报(上海1945)》","Directed",6487,3,"上海"
"4416","风雨","《民主周刊(昆明)》","Directed",6489,1,"昆明"
"4417","风雨飘摇","《时代杂志》","Directed",6490,2,"上海"
"4418","飞行","《国讯》","Directed",6491,1,"上海"
"4419","飞走","《时代杂志》","Directed",6492,1,"上海"
"4420","飞跃","《国讯》","Directed",6493,2,"上海"
"4421","饥寒","《文萃》","Directed",6495,1,"上海"
"4422","饭碗","《民主周刊(昆明)》","Directed",6496,1,"昆明"
"4423","饿饭","《民主周刊(昆明)》","Directed",6497,1,"昆明"
"4424","首先","《民主周刊(昆明)》","Directed",6498,1,"昆明"
"4425","首次","《民主周刊(昆明)》","Directed",6499,1,"昆明"
"4426","首要地位","《国讯》","Directed",6500,1,"上海"
"4427","首页","《中央周刊》","Directed",6501,1,"重庆"
"4428","香烟","《文萃》","Directed",6502,1,"上海"
"4429","马关条约","《民主周刊(昆明)》","Directed",6503,1,"昆明"
"4430","马星野","《国讯》","Directed",6504,1,"上海"
"4431","马来半岛","《中央周刊》","Directed",6505,1,"重庆"
"4432","马歇","《民主(上海)》","Directed",6506,3,"上海"
"4433","马歇尔","《周报(上海1945)》","Directed",6508,8,"上海"
"4434","马歇尔","《国讯》","Directed",6513,7,"上海"
"4435","马歇尔","《文萃》","Directed",6515,13,"上海"
"4436","马歇尔","《民主(上海)》","Directed",6516,2,"上海"
"4437","马歇尔","《民主(重庆)》","Directed",6517,1,"重庆"
"4438","驾机","《时代杂志》","Directed",6518,1,"上海"
"4439","髑髅","《周报(上海1945)》","Directed",6519,1,"上海"
"4440","高利","《中央周刊》","Directed",6520,2,"南京"
"4441","高官","《周报(上海1945)》","Directed",6521,1,"上海"
"4442","高尔基","《文萃》","Directed",6522,3,"上海"
"4443","高氏","《时代杂志》","Directed",6524,2,"上海"
"4444","高涨","《周报(上海1945)》","Directed",6526,1,"上海"
"4445","高涨","《国讯》","Directed",6527,1,"上海"
"4446","高等教育","《周报(上海1945)》","Directed",6528,1,"上海"
"4447","高等教育","《国讯》","Directed",6529,2,"上海"
"4448","高等教育","《文萃》","Directed",6530,1,"上海"
"4449","高调","《再生》","Directed",6531,1,"重庆"
"4450","鬥争","《民主(重庆)》","Directed",6532,2,"重庆"
"4451","魏德迈","《文萃》","Directed",6534,1,"上海"
"4452","魏晋","《中央周刊》","Directed",6535,1,"重庆"
"4453","魔瓶","《时代杂志》","Directed",6536,1,"上海"
"4454","鲁彦","《周报(上海1945)》","Directed",6537,1,"上海"
"4455","鲁斯","《民主(重庆)》","Directed",6538,1,"重庆"
"4456","鲁班","《中央周刊》","Directed",6539,1,"重庆"
"4457","鲁迅","《民主(上海)》","Directed",6549,10,"上海"
"4458","鲁迅","《民主(重庆)》","Directed",6554,1,"重庆"
"4459","鲁迅","《民主周刊(昆明)》","Directed",6555,2,"昆明"
"4460","鳞爪","《国讯》","Directed",6557,1,"上海"
"4461","鹈鹕","《周报(上海1945)》","Directed",6558,1,"上海"
"4462","鹤顶红","《文萃》","Directed",6559,1,"上海"
"4463","鹭树","《文萃》","Directed",6560,1,"上海"
"4464","麻木","《民主(上海)》","Directed",6561,1,"上海"
"4465","黄炎培","《国讯》","Directed",6562,4,"上海"
"4466","黄花","《民主(上海)》","Directed",6563,1,"上海"
"4467","黄金","《周报(上海1945)》","Directed",6564,3,"上海"
"4468","黄金","《国讯》","Directed",6565,2,"上海"
"4469","黄金","《文萃》","Directed",6567,1,"上海"
"4470","黄金","《民主周刊(昆明)》","Directed",6568,2,"昆明"
"4471","黑暗","《周报(上海1945)》","Directed",6570,2,"上海"
"4472","黔北","《中央周刊》","Directed",6571,2,"南京"
"4473","黔桂","《中华论坛》","Directed",6572,1,"重庆"
"4474","黔桂","《民主(重庆)》","Directed",6573,1,"重庆"
"4475","黔桂道","《国讯》","Directed",6574,1,"上海"
"4476","齐家治国平天下","《民主(上海)》","Directed",6575,1,"上海"
"4477","评论","《时代杂志》","Directed",6578,33,"上海"
"4478","巴黎和会","《再生》","Directed",6579,16,"上海"
"4479","内幕","《再生》","Directed",6580,23,"上海"
"4480","东北","《时代杂志》","Directed",6582,21,"上海"
"4481","国外","《再生》","Directed",6584,14,"上海"
"4482","时事","《再生》","Directed",6585,58,"上海"
"4483","风云","《时代杂志》","Directed",6588,14,"上海"
"4484","概况","《时代杂志》","Directed",6589,16,"上海"
"4485","时事","《中央周刊》","Directed",6593,65,"南京"
"4486","时事","《民主(上海)》","Directed",6594,19,"上海"
"4487","每周","《民主(上海)》","Directed",6595,11,"上海"
"4488","舆论","《再生》","Directed",6596,19,"上海"
"4489","中国","《观察》","Directed",6603,92,"上海"
"4490","人民","《正报》","Directed",6604,76,"香港"
"4491","内政","《再生》","Directed",6605,10,"上海"
"4492","子弟兵","《正报》","Directed",6606,9,"香港"
"4493","建築","《中央周刊》","Directed",6607,13,"南京"
"4494","抗战史","《正报》","Directed",6608,9,"香港"
"4495","新世界","《中央周刊》","Directed",6609,14,"南京"
"4496","珠江三角洲","《正报》","Directed",6610,10,"香港"
"4497","共和国","《时代杂志》","Directed",6613,22,"上海"
"4498","周评","《文萃》","Directed",6614,80,"上海"
"4499","待续","《再生》","Directed",6616,16,"上海"
"4500","时事","《文萃》","Directed",6617,81,"上海"
"4501","刑场","《时代杂志》","Directed",6622,7,"上海"
"4502","将来","《观察》","Directed",6626,9,"上海"
"4503","工作","《中建》","Directed",6627,163,"上海"
"4504","康熙帝","《中央周刊》","Directed",6628,19,"南京"
"4505","流动","《时代杂志》","Directed",6631,7,"上海"
"4506","精神","《中建》","Directed",6632,17,"上海"
"4507","上海","《文萃》","Directed",6636,18,"上海"
"4508","五五宪草","《民主周刊(昆明)》","Directed",6637,8,"昆明"
"4509","宪法","《再生》","Directed",6643,31,"上海"
"4510","小传","《文萃》","Directed",6644,7,"上海"
"4511","杂感","《时代杂志》","Directed",6645,10,"上海"
"4512","柯诺华洛夫","《时代杂志》","Directed",6646,7,"上海"
"4513","检查","《中建》","Directed",6647,18,"上海"
"4514","萧红","《文萃》","Directed",6653,7,"上海"
"4515","西班牙","《中央周刊》","Directed",6654,6,"南京"
"4516","过去","《观察》","Directed",6655,6,"上海"
"4517","连载","《中央周刊》","Directed",6656,26,"南京"
"4518","週览","《中央周刊》","Directed",6657,6,"南京"
"4519","中华民国","《再生》","Directed",6660,8,"上海"
"4520","亡友","《民主(上海)》","Directed",6661,6,"上海"
"4521","十讲","《再生》","Directed",6663,11,"上海"
"4522","印象","《民主(上海)》","Directed",6664,5,"上海"
"4523","小事","《观察》","Directed",6668,5,"上海"
"4524","嵊泗","《中建》","Directed",6669,6,"上海"
"4525","戏剧","《观察》","Directed",6672,10,"上海"
"4526","时评","《正报》","Directed",6675,10,"香港"
"4527","未来","《再生》","Directed",6676,5,"上海"
"4528","献给","《正报》","Directed",6677,11,"香港"
"4529","一问一答","《时代杂志》","Directed",6685,4,"上海"
"4530","上吉山典","《中央周刊》","Directed",6686,8,"南京"
"4531","与汇","《观察》","Directed",6689,5,"上海"
"4532","乐记","《中央周刊》","Directed",6693,8,"南京"
"4533","人事","《中央周刊》","Directed",6695,8,"南京"
"4534","人民团体","《正报》","Directed",6697,7,"香港"
"4535","农业","《时代杂志》","Directed",6702,16,"上海"
"4536","凯旋","《民主:桂林版》","Directed",6703,4,"桂林"
"4537","初访","《周报(上海1945)》","Directed",6704,4,"上海"
"4538","古事","《民主(上海)》","Directed",6708,5,"上海"
"4539","周末","《周报(上海1945)》","Directed",6710,4,"上海"
"4540","国民大会","《中央周刊》","Directed",6713,13,"南京"
"4541","大战","《中央周刊》","Directed",6715,4,"南京"
"4542","宪法","《民主(上海)》","Directed",6716,6,"上海"
"4543","文学","《观察》","Directed",6721,27,"上海"
"4544","新谈","《民主(上海)》","Directed",6722,5,"上海"
"4545","时事","《中华论坛》","Directed",6725,4,"重庆"
"4546","时事","《时代杂志》","Directed",6727,31,"上海"
"4547","朋友","《中央周刊》","Directed",6730,6,"南京"
"4548","朝鲜","《时代杂志》","Directed",6731,20,"上海"
"4549","演说","《再生》","Directed",6738,7,"上海"
"4550","物资","《民主(上海)》","Directed",6739,4,"上海"
"4551","现在","《文萃》","Directed",6741,5,"上海"
"4552","生活","《中建》","Directed",6742,85,"上海"
"4553","的信","《中央周刊》","Directed",6744,6,"南京"
"4554","知道","《文萃》","Directed",6745,4,"上海"
"4555","秘密","《再生》","Directed",6751,4,"上海"
"4556","纪行","《中建》","Directed",6753,4,"上海"
"4557","职工","《民主(上海)》","Directed",6759,5,"上海"
"4558","艺术","《观察》","Directed",6760,26,"上海"
"4559","莎士比亚","《观察》","Directed",6764,6,"上海"
"4560","贡献","《时代杂志》","Directed",6765,5,"上海"
"4561","过去","《文萃》","Directed",6766,4,"上海"
"4562","迫害","《民主(上海)》","Directed",6767,4,"上海"
"4563","逸话","《中央周刊》","Directed",6768,4,"南京"
"4564","邱吉尔","《再生》","Directed",6769,5,"上海"
"4565","集体","《时代杂志》","Directed",6773,12,"上海"
"4566","音乐","《观察》","Directed",6775,24,"上海"
"4567","鲁迅","《时代杂志》","Directed",6780,13,"上海"
"4568","一次","《中建》","Directed",6781,14,"上海"
"4569","一首","《再生》","Directed",6783,3,"上海"
"4570","上海","《中央周刊》","Directed",6784,6,"南京"
"4571","两位","《周报(上海1945)》","Directed",6788,4,"上海"
"4572","个人","《中华论坛》","Directed",6789,3,"重庆"
"4573","中国","《正报》","Directed",6795,18,"香港"
"4574","中山","《周报(上海1945)》","Directed",6800,3,"上海"
"4575","之行","《时代杂志》","Directed",6801,4,"上海"
"4576","之间","《时代杂志》","Directed",6802,8,"上海"
"4577","事件","《中央周刊》","Directed",6804,13,"南京"
"4578","人性","《再生》","Directed",6805,4,"上海"
"4579","人民","《民主周刊(北平)》","Directed",6807,9,"北平"
"4580","人民共和国","《时代杂志》","Directed",6808,8,"上海"
"4581","人生","《中建》","Directed",6811,10,"上海"
"4582","今日","《时代杂志》","Directed",6812,27,"上海"
"4583","介绍","《解放》","Directed",6813,3,"北平"
"4584","伊朗","《中央周刊》","Directed",6814,6,"南京"
"4585","伦敦","《再生》","Directed",6818,3,"上海"
"4586","作用","《中华论坛》","Directed",6819,3,"重庆"
"4587","俄国","《再生》","Directed",6820,3,"上海"
"4588","克劳","《时代杂志》","Directed",6822,3,"上海"
"4589","共党","《中央周刊》","Directed",6824,10,"南京"
"4590","内战","《民主:桂林版》","Directed",6827,6,"桂林"
"4591","冒险","《再生》","Directed",6828,3,"上海"
"4592","农业","《观察》","Directed",6829,9,"上海"
"4593","前后","《光明报》","Directed",6830,4,"香港"
"4594","加盟","《时代杂志》","Directed",6831,12,"上海"
"4595","劳动英雄","《民主(上海)》","Directed",6832,3,"上海"
"4596","十六","《时代杂志》","Directed",6833,5,"上海"
"4597","协会","《民主(上海)》","Directed",6834,5,"上海"
"4598","印度","《时代杂志》","Directed",6835,27,"上海"
"4599","周末","《民主:桂林版》","Directed",6838,3,"桂林"
"4600","哲学","《中华论坛》","Directed",6843,3,"重庆"
"4601","四大家族","《正报》","Directed",6844,6,"香港"
"4602","国庆","《中建》","Directed",6845,16,"上海"
"4603","国父","《周报(上海1945)》","Directed",6847,3,"上海"
"4604","地位","《观察》","Directed",6849,8,"上海"
"4605","塞维支","《时代杂志》","Directed",6850,3,"上海"
"4606","复兴","《时代杂志》","Directed",6851,12,"上海"
"4607","外长","《再生》","Directed",6852,7,"上海"
"4608","大学","《中央周刊》","Directed",6854,14,"南京"
"4609","失踪","《民主(上海)》","Directed",6855,3,"上海"
"4610","孔子","《观察》","Directed",6856,3,"上海"
"4611","学说","《时代杂志》","Directed",6858,12,"上海"
"4612","实施","《中建》","Directed",6859,14,"上海"
"4613","寒山","《再生》","Directed",6861,3,"上海"
"4614","山水","《周报(上海1945)》","Directed",6862,3,"上海"
"4615","工潮","《时代杂志》","Directed",6867,3,"上海"
"4616","庐山","《民主:桂林版》","Directed",6868,3,"桂林"
"4617","应该","《时代杂志》","Directed",6869,6,"上海"
"4618","开国元勋","《周报(上海1945)》","Directed",6871,3,"上海"
"4619","异端","《观察》","Directed",6872,3,"上海"
"4620","弗朗哥","《中央周刊》","Directed",6873,4,"南京"
"4621","徐州","《民主(上海)》","Directed",6876,4,"上海"
"4622","思想","《时代杂志》","Directed",6877,7,"上海"
"4623","思想","《观察》","Directed",6878,11,"上海"
"4624","惨案","《光明报》","Directed",6880,5,"香港"
"4625","成钢","《解放》","Directed",6882,3,"北平"
"4626","战斗","《文萃》","Directed",6884,4,"上海"
"4627","报告书","《民主(上海)》","Directed",6886,3,"上海"
"4628","报载","《民主:桂林版》","Directed",6887,3,"桂林"
"4629","拾得","《再生》","Directed",6888,3,"上海"
"4630","指导","《中央周刊》","Directed",6889,5,"南京"
"4631","改造","《观察》","Directed",6890,8,"上海"
"4632","政治","《观察》","Directed",6894,37,"上海"
"4633","政策","《民主:桂林版》","Directed",6897,5,"桂林"
"4634","散记","《周报(上海1945)》","Directed",6898,3,"上海"
"4635","文化","《中建》","Directed",6899,4,"上海"
"4636","文化史","《观察》","Directed",6900,3,"上海"
"4637","旅行","《中建》","Directed",6903,8,"上海"
"4638","时事","《正报》","Directed",6908,6,"香港"
"4639","时局","《中央周刊》","Directed",6909,8,"南京"
"4640","昆明","《光明报》","Directed",6910,5,"香港"
"4641","晋察冀边区","《解放》","Directed",6912,3,"北平"
"4642","机器","《再生》","Directed",6913,3,"上海"
"4643","杂感","《民主:桂林版》","Directed",6915,6,"桂林"
"4644","李闻","《光明报》","Directed",6917,5,"香港"
"4645","波澜","《中央周刊》","Directed",6923,3,"南京"
"4646","浦熙修","《周报(上海1945)》","Directed",6925,3,"上海"
"4647","满洲","《周报(上海1945)》","Directed",6926,3,"上海"
"4648","烟台","《文萃》","Directed",6927,3,"上海"
"4649","片断","《中建》","Directed",6929,52,"上海"
"4650","甚么","《时代杂志》","Directed",6934,3,"上海"
"4651","社会","《时代杂志》","Directed",6940,21,"上海"
"4652","稿篇","《中华论坛》","Directed",6946,3,"重庆"
"4653","章太炎","《周报(上海1945)》","Directed",6947,3,"上海"
"4654","笔下","《民主(上海)》","Directed",6948,3,"上海"
"4655","第二次世界大战","《时代杂志》","Directed",6949,8,"上海"
"4656","纵横谈","《正报》","Directed",6951,5,"香港"
"4657","纽约","《中央周刊》","Directed",6952,7,"南京"
"4658","美国","《民主:桂林版》","Directed",6955,13,"桂林"
"4659","美学观","《时代杂志》","Directed",6957,3,"上海"
"4660","美苏","《中央周刊》","Directed",6958,19,"南京"
"4661","老怕性","《文萃》","Directed",6959,3,"上海"
"4662","联合国","《再生》","Directed",6960,6,"上海"
"4663","联总","《民主(上海)》","Directed",6961,3,"上海"
"4664","苏维埃共和国","《时代杂志》","Directed",6964,3,"上海"
"4665","蒙古","《时代杂志》","Directed",6969,8,"上海"
"4666","解放区","《解放》","Directed",6970,4,"北平"
"4667","评论","《民主周刊(昆明)》","Directed",6971,4,"昆明"
"4668","读报","《时代杂志》","Directed",6972,3,"上海"
"4669","谈判","《中央周刊》","Directed",6973,4,"南京"
"4670","边区","《民主(上海)》","Directed",6975,3,"上海"
"4671","还乡","《周报(上海1945)》","Directed",6976,3,"上海"
"4672","透视","《再生》","Directed",6978,4,"上海"
"4673","铁路","《时代杂志》","Directed",6979,3,"上海"
"4674","长春","《时代杂志》","Directed",6980,3,"上海"
"4675","领袖","《中华论坛》","Directed",6990,3,"重庆"
"4676","黑格尔","《时代杂志》","Directed",6996,3,"上海"
"4677","一九五","《时代杂志》","Directed",6997,3,"上海"
"4678","一二","《文萃》","Directed",6998,3,"上海"
"4679","一二","《正报》","Directed",6999,2,"香港"
"4680","一件","《中建》","Directed",7000,14,"上海"
"4681","一切","《正报》","Directed",7001,3,"香港"
"4682","一段","《中央周刊》","Directed",7002,2,"南京"
"4683","一页","《中建》","Directed",7004,7,"上海"
"4684","三人","《民主(上海)》","Directed",7005,3,"上海"
"4685","上海滩","《民主周刊(昆明)》","Directed",7006,2,"昆明"
"4686","下手","《再生》","Directed",7007,2,"上海"
"4687","不得","《周报(上海1945)》","Directed",7008,3,"上海"
"4688","不得了","《民主(上海)》","Directed",7009,2,"上海"
"4689","世界","《文萃》","Directed",7015,8,"上海"
"4690","东北","《再生》","Directed",7018,8,"上海"
"4691","东北","《解放》","Directed",7024,3,"北平"
"4692","东欧各国","《民主:桂林版》","Directed",7025,2,"桂林"
"4693","严正","《中华论坛》","Directed",7027,2,"重庆"
"4694","中国","《光明报》","Directed",7030,18,"香港"
"4695","中国","《民主:桂林版》","Directed",7042,11,"桂林"
"4696","中国共产党","《正报》","Directed",7044,3,"香港"
"4697","中国民主社会党","《再生》","Directed",7045,7,"上海"
"4698","中建","《中建》","Directed",7046,77,"上海"
"4699","中立","《再生》","Directed",7049,2,"上海"
"4700","中立","《民主(重庆)》","Directed",7050,2,"重庆"
"4701","中苏关系","《周报(上海1945)》","Directed",7051,2,"上海"
"4702","中西","《中央周刊》","Directed",7052,2,"南京"
"4703","主义","《再生》","Directed",7053,7,"上海"
"4704","主角","《民主(上海)》","Directed",7055,2,"上海"
"4705","之游","《时代杂志》","Directed",7056,2,"上海"
"4706","之道","《中央周刊》","Directed",7057,4,"南京"
"4707","乌克兰","《时代杂志》","Directed",7058,4,"上海"
"4708","乌鸦","《民主(上海)》","Directed",7059,2,"上海"
"4709","九年","《中央周刊》","Directed",7060,2,"南京"
"4710","书后","《再生》","Directed",7061,3,"上海"
"4711","事件","《再生》","Directed",7063,6,"上海"
"4712","五个","《时代杂志》","Directed",7064,2,"上海"
"4713","五年计划","《时代杂志》","Directed",7065,20,"上海"
"4714","人们","《民主(上海)》","Directed",7071,2,"上海"
"4715","人力","《时代杂志》","Directed",7072,3,"上海"
"4716","人民军队","《正报》","Directed",7082,3,"香港"
"4717","人物","《正报》","Directed",7083,4,"香港"
"4718","人生观","《正报》","Directed",7086,2,"香港"
"4719","代表","《中央周刊》","Directed",7088,16,"南京"
"4720","代表","《民主(上海)》","Directed",7091,6,"上海"
"4721","伊克昭盟","《中央周刊》","Directed",7095,2,"南京"
"4722","伏士","《时代杂志》","Directed",7098,2,"上海"
"4723","会议","《民主周刊(北平)》","Directed",7104,2,"北平"
"4724","伟大","《正报》","Directed",7105,3,"香港"
"4725","传记","《中央周刊》","Directed",7106,7,"南京"
"4726","传记","《时代杂志》","Directed",7107,4,"上海"
"4727","伦敦","《时代杂志》","Directed",7108,4,"上海"
"4728","作物","《中央周刊》","Directed",7109,2,"南京"
"4729","侨胞","《正报》","Directed",7110,4,"香港"
"4730","保障","《民主周刊(北平)》","Directed",7112,4,"北平"
"4731","修正案","《再生》","Directed",7113,3,"上海"
"4732","停战","《民主(上海)》","Directed",7114,6,"上海"
"4733","偶记","《民主(上海)》","Directed",7115,2,"上海"
"4734","元帅","《中央周刊》","Directed",7116,3,"南京"
"4735","先生","《中华论坛》","Directed",7117,11,"重庆"
"4736","先生","《光明报》","Directed",7119,32,"香港"
"4737","光绪","《民主(上海)》","Directed",7133,2,"上海"
"4738","光荣","《正报》","Directed",7134,5,"香港"
"4739","兜奇","《再生》","Directed",7135,2,"上海"
"4740","全国","《民主(重庆)》","Directed",7136,2,"重庆"
"4741","全文","《再生》","Directed",7137,3,"上海"
"4742","全面","《民主(上海)》","Directed",7138,3,"上海"
"4743","八天","《中央周刊》","Directed",7139,2,"南京"
"4744","八年","《中建》","Directed",7141,7,"上海"
"4745","公仆","《再生》","Directed",7143,2,"上海"
"4746","公平","《民主(重庆)》","Directed",7144,2,"重庆"
"4747","兰州","《国讯》","Directed",7146,2,"上海"
"4748","共产党","《中央周刊》","Directed",7147,7,"南京"
"4749","共同纲领","《民主(重庆)》","Directed",7148,10,"重庆"
"4750","共和国","《中央周刊》","Directed",7153,2,"南京"
"4751","关向应","《正报》","Directed",7154,2,"香港"
"4752","关系","《时代杂志》","Directed",7155,13,"上海"
"4753","内外","《时代杂志》","Directed",7157,2,"上海"
"4754","内战","《正报》","Directed",7159,13,"香港"
"4755","写作","《文萃》","Directed",7163,2,"上海"
"4756","军事","《民主(重庆)》","Directed",7164,3,"重庆"
"4757","军事法庭","《时代杂志》","Directed",7165,5,"上海"
"4758","农村","《中央周刊》","Directed",7169,14,"南京"
"4759","农科","《中央周刊》","Directed",7170,2,"南京"
"4760","冯玉祥","《再生》","Directed",7171,3,"上海"
"4761","冼星海","《文萃》","Directed",7172,2,"上海"
"4762","几个","《民主(重庆)》","Directed",7173,2,"重庆"
"4763","出版","《时代杂志》","Directed",7174,12,"上海"
"4764","刀兵","《民主(上海)》","Directed",7175,2,"上海"
"4765","努力","《民主(上海)》","Directed",7182,2,"上海"
"4766","北碚","《中央周刊》","Directed",7185,2,"南京"
"4767","十五年","《正报》","Directed",7186,2,"香港"
"4768","华北","《民主周刊(北平)》","Directed",7187,3,"北平"
"4769","华莱士","《文萃》","Directed",7188,3,"上海"
"4770","南京","《民主(上海)》","Directed",7193,4,"上海"
"4771","南京","《民主:桂林版》","Directed",7194,2,"桂林"
"4772","南通","《民主(上海)》","Directed",7195,5,"上海"
"4773","南部","《时代杂志》","Directed",7196,3,"上海"
"4774","卢敬珂","《时代杂志》","Directed",7197,4,"上海"
"4775","历史","《观察》","Directed",7199,11,"上海"
"4776","原子","《时代杂志》","Directed",7200,6,"上海"
