"title","author","journal","year","vol","page","place","author_raw","title_raw"
"战后日本的经济结构","李正文","《国讯》",1947,"第412期","6","上海","李正文","战后日本的经济结构"
"一周间时事研究提纲:杜鲁门主义适用于中国","石啸冲","《国讯》",1947,"第420期","9","上海","石啸冲","一周间时事研究提纲:杜鲁门主义适用于中国"
"“独立”分治以后的印度(附图)","高歌","《国讯》",1947,"第427期","8-9","上海","高歌","“独立”分治以后的印度(附图)"
"一周间时事研究提纲:团结的斗争","石啸冲","《国讯》",1947,"第417期","9","上海","石啸冲","一周间时事研究提纲:团结的斗争"
"有价值的县政改革","问渔","《国讯》",1947,"第431期","2","上海","问渔","有价值的县政改革"
"英国地方选举后的政局动向","石仲子","《国讯》",1947,"第440期","10-11","上海","石仲子","英国地方选举后的政局动向"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:洪门民治党在港活动","光祖","《国讯》",1947,"第412期","8","上海","光祖","人民的世纪:报道国内外民主消息，记载全世界解放运动:洪门民治党在港活动"
"说亮话:一篇检查病体的报告","黄炎培","《国讯》",1947,"第428期","封1","上海","黄炎培","说亮话:一篇检查病体的报告"
"琼崖·山水·人物(附照片)","梦飞","《国讯》",1947,"第419期","9","上海","梦飞","琼崖·山水·人物(附照片)"
"亚洲民族的觉醒:关于泛亚洲会议的总结","派拉图夫","《国讯》",1947,"第428期","2-3","上海","派拉图夫 陈时臬","亚洲民族的觉醒:关于泛亚洲会议的总结"
"亚洲民族的觉醒:关于泛亚洲会议的总结","陈时臬","《国讯》",1947,"第428期","2-3","上海","派拉图夫 陈时臬","亚洲民族的觉醒:关于泛亚洲会议的总结"
"魏德迈来华的使命","Rissin，L.","《国讯》",1947,"第424期","4-5","上海","Rissin，L. 文骊","魏德迈来华的使命"
"魏德迈来华的使命","文骊","《国讯》",1947,"第424期","4-5","上海","Rissin，L. 文骊","魏德迈来华的使命"
"为和平尽瘁的邵从恩先生(附照片)","潮声","《国讯》",1947,"第416期","3","上海","潮声","为和平尽瘁的邵从恩先生(附照片)"
"苞桑随笔:自箴语(二)","抱一","《国讯》",1947,"第425期","11","上海","抱一","苞桑随笔:自箴语(二)"
"和平老人邵从恩病渐愈了(附照片)","黄炎培","《国讯》",1947,"第423期","4","上海","黄炎培","和平老人邵从恩病渐愈了(附照片)"
"新闻之窗:缅甸独立与南亚防共阵线","柏舟","《国讯》",1947,"第443期","7","上海","柏舟","新闻之窗:缅甸独立与南亚防共阵线"
"战局一周:最近几天的战局又呈此起彼伏的状态……","潮声","《国讯》",1947,"第442期","2-3","上海","潮声","战局一周:最近几天的战局又呈此起彼伏的状态……"
"时事一周:战争贩子的阴谋","石啸冲","《国讯》",1947,"第434期","10","上海","石啸冲","时事一周:战争贩子的阴谋"
"片山内阁的财政政策","石仲子","《国讯》",1947,"第440期","8","上海","石仲子","片山内阁的财政政策"
"谜一样的越南政局(香港通讯)","学昌","《国讯》",1947,"第432期","6","上海","学昌","谜一样的越南政局(香港通讯)"
"印尼共和国首都日惹之行(附照片)","Briggs，W.","《国讯》",1947,"第441期","7","上海","Briggs，W. 王民","印尼共和国首都日惹之行(附照片)"
"印尼共和国首都日惹之行(附照片)","王民","《国讯》",1947,"第441期","7","上海","Briggs，W. 王民","印尼共和国首都日惹之行(附照片)"
"法币套取物资","贡白","《国讯》",1947,"第412期","3","上海","贡白","法币套取物资"
"美国的黑人问题:美国内幕之三","王章麟","《国讯》",1947,"第427期","10-11","上海","王章麟","美国的黑人问题:美国内幕之三"
"论美国对华贷款","Meng，C.Y.W.","《国讯》",1947,"第421期","5-6","上海","Meng，C.Y.W. 王民","论美国对华贷款"
"论美国对华贷款","王民","《国讯》",1947,"第421期","5-6","上海","Meng，C.Y.W. 王民","论美国对华贷款"
"说亮话:拆穿楼板运动","黄炎培","《国讯》",1947,"第427期","封1","上海","黄炎培","说亮话:拆穿楼板运动"
"十年来我的双十节","黄炎培","《国讯》",1947,"第434期","4-5","上海","黄炎培","十年来我的双十节"
"马歇尔的攻势(一周时事提要)","石啸冲","《国讯》",1947,"第431期","10","上海","石啸冲","马歇尔的攻势(一周时事提要)"
"一周间时事研究提纲:失败的症结","石啸冲","《国讯》",1947,"第421期","10","上海","石啸冲","一周间时事研究提纲:失败的症结"
"一周间时事研究提纲:露骨的反苏","石啸冲","《国讯》",1947,"第419期","6","上海","石啸冲","一周间时事研究提纲:露骨的反苏"
"会考与思想问题","张耀武","《国讯》",1947,"第413期","7","上海","张耀武","会考与思想问题"
"新闻人物偶拾:美日联姻中的来栖父女","方芳","《国讯》",1947,"第428期","3","上海","方芳","新闻人物偶拾:美日联姻中的来栖父女"
"一周间时事研究提纲:葫芦里面的药","石啸冲","《国讯》",1947,"第425期","10","上海","石啸冲","一周间时事研究提纲:葫芦里面的药"
"联合起来:全中国的人民团体!:联合国情报部人民团体联络组向中国人民团体的广播词(一九四七年五月三十日于纽约)","邓钟韶琴","《国讯》",1947,"第419期","2","上海","邓钟韶琴","联合起来:全中国的人民团体!:联合国情报部人民团体联络组向中国人民团体的广播词(一九四七年五月三十日于纽约)"
"死灭的威胁:内战","宗文","《国讯》",1947,"第417期","3","上海","宗文","死灭的威胁:内战"
"新闻人物小志","令狐","《国讯》",1947,"第423期","4-5","上海","令狐","新闻人物小志"
"现在我们必须做些甚么?","华莱士","《国讯》",1947,"第429期","2-4","上海","华莱士 文骊","现在我们必须做些甚么?"
"现在我们必须做些甚么?","文骊","《国讯》",1947,"第429期","2-4","上海","华莱士 文骊","现在我们必须做些甚么?"
"于子三君之死(附照片)","Ling，F.","《国讯》",1947,"第440期","4-5","上海","Ling，F. 王民","于子三君之死(附照片)"
"于子三君之死(附照片)","王民","《国讯》",1947,"第440期","4-5","上海","Ling，F. 王民","于子三君之死(附照片)"
"论美国的新党运动","Masses，M.","《国讯》",1947,"第430期","2-3","上海","Masses，M. 晓笛","论美国的新党运动"
"论美国的新党运动","晓笛","《国讯》",1947,"第430期","2-3","上海","Masses，M. 晓笛","论美国的新党运动"
"一班快车一个插曲:一位老参政员的私人笔记(之三)","方登朋","《国讯》",1947,"第417期","4-5","上海","方登朋","一班快车一个插曲:一位老参政员的私人笔记(之三)"
"旧诗新话:野老歌","补斋","《国讯》",1947,"第424期","12","上海","补斋 张籍","旧诗新话:野老歌"
"旧诗新话:野老歌","张籍","《国讯》",1947,"第424期","12","上海","补斋 张籍","旧诗新话:野老歌"
"时代史诗欣赏小记","丁果","《国讯》",1947,"第422期","9","上海","丁果","时代史诗欣赏小记"
"行矣!魏德迈(附照片)","卫玉","《国讯》",1947,"第427期","4","上海","卫玉","行矣!魏德迈(附照片)"
"苏联职业教育之一面","茅盾","《国讯》",1947,"第427期","6","上海","茅盾","苏联职业教育之一面"
"一周间叶事研究提纲:分裂运动","石啸冲","《国讯》",1947,"第413期","6","上海","石啸冲","一周间叶事研究提纲:分裂运动"
"谁说没有好公务员?","江问渔","《国讯》",1947,"第420期","2","上海","江问渔","谁说没有好公务员?"
"新闻人物:全世界第一个女外长:鲍克夫人(附照片)","方芳","《国讯》",1947,"第440期","12","上海","方芳","新闻人物:全世界第一个女外长:鲍克夫人(附照片)"
"越南民主与反民主势力的对比","扬庶威","《国讯》",1947,"第433期","8","上海","扬庶威","越南民主与反民主势力的对比"
"政治民主与经济民主:答读者投书","黄炎培","《国讯》",1947,"第422期","2","上海","黄炎培","政治民主与经济民主:答读者投书"
"战局一周:石庄撤守以后","潮声","《国讯》",1947,"第440期","2-3","上海","潮声","战局一周:石庄撤守以后"
"旧诗新话:采地黄者","补斋","《国讯》",1947,"第423期","6","上海","补斋 白居易","旧诗新话:采地黄者"
"旧诗新话:采地黄者","白居易","《国讯》",1947,"第423期","6","上海","补斋 白居易","旧诗新话:采地黄者"
"一周间时事研究提纲:“不祥的类似”","石啸冲","《国讯》",1947,"第414期","6","上海","石啸冲","一周间时事研究提纲:“不祥的类似”"
"说亮话:目前可怕的三潮","江问渔","《国讯》",1947,"第413期","封1","上海","江问渔","说亮话:目前可怕的三潮"
"从法律观点论学生运动(附题词)","史良","《国讯》",1947,"第415期","2","上海","史良 柳亚子 鹤如","从法律观点论学生运动(附题词)"
"从法律观点论学生运动(附题词)","柳亚子","《国讯》",1947,"第415期","2","上海","史良 柳亚子 鹤如","从法律观点论学生运动(附题词)"
"从法律观点论学生运动(附题词)","鹤如","《国讯》",1947,"第415期","2","上海","史良 柳亚子 鹤如","从法律观点论学生运动(附题词)"
"书报评介:“真理都在眼前”:序黄着“民主化的机关管理”","郭沫若","《国讯》",1947,"第441期","12","上海","郭沫若","书报评介:“真理都在眼前”:序黄著“民主化的机关管理”"
"为被挤下岗位的教师呼吁","翰飞","《国讯》",1947,"第426期","10","上海","翰飞","为被挤下岗位的教师呼吁"
"一周间时事研究提纲:不能消弭的政治危机","石啸冲","《国讯》",1947,"第415期","7","上海","石啸冲","一周间时事研究提纲:不能消弭的政治危机"
"看你还能闹不闹!:[画图]","米谷","《国讯》",1947,"第414期","2","上海","米谷","看你还能闹不闹!:[画图]"
"由钞票看东北政治内幕(东北通讯)","筠友","《国讯》",1947,"第413期","4","上海","筠友","由钞票看东北政治内幕(东北通讯)"
"一张药方公布了十六年","黄炎培","《国讯》",1947,"第444期","2","上海","黄炎培","一张药方公布了十六年"
"胡适之的直觉","陈行健","《国讯》",1947,"第432期","3","上海","陈行健","胡适之的直觉"
"读者之声:“国讯”读后感","士宏","《国讯》",1947,"第432期","12","上海","士宏","读者之声:“国讯”读后感"
"太少了!太迟了!","华莱士","《国讯》",1947,"第442期","2-3，6","上海","华莱士 王民","太少了!太迟了!"
"太少了!太迟了!","王民","《国讯》",1947,"第442期","2-3，6","上海","华莱士 王民","太少了!太迟了!"
"一周间时事研究提纲:新的转变","石啸冲","《国讯》",1947,"第414期","6","上海","石啸冲","一周间时事研究提纲:新的转变"
"战局一周:榆林鏖兵未已","潮局","《国讯》",1947,"第439期","6","上海","潮局","战局一周:榆林鏖兵未已"
"一周间时事研究提纲:可怕的结局","石啸冲","《国讯》",1947,"第413期","6","上海","石啸冲","一周间时事研究提纲:可怕的结局"
"反对开放对日贸易","马寅初","《国讯》",1947,"第426期","2","上海","马寅初 鹤如","反对开放对日贸易"
"反对开放对日贸易","鹤如","《国讯》",1947,"第426期","2","上海","马寅初 鹤如","反对开放对日贸易"
"战局一周:平保间情况紧张","潮声","《国讯》",1947,"第441期","2","上海","潮声","战局一周:平保间情况紧张"
"河南民谣","张方集","《国讯》",1947,"第425期","12","上海","张方集","河南民谣"
"史考比与魏德迈(附照片)","李惠林","《国讯》",1947,"第424期","2","上海","李惠林","史考比与魏德迈(附照片)"
"寿任之先生七十","江问渔","《国讯》",1947,"第438期","3","上海","江问渔","寿任之先生七十"
"印度与巴基斯坦的外交政策","Shah，H.","《国讯》",1947,"第441期","9","上海","Shah，H. 蒸","印度与巴基斯坦的外交政策"
"一周间时事研究提纲:致命的关头","石啸冲","《国讯》",1947,"第423期","10","上海","石啸冲","一周间时事研究提纲:致命的关头"
"诗:广孝(题宝山朱氏延辉图卷)","黄炎培","《国讯》",1947,"第418期","7","上海","黄炎培","诗:广孝(题宝山朱氏延辉图卷)"
"说亮话:最基本病","黄炎培","《国讯》",1947,"第443期","封1","上海","黄炎培","说亮话:最基本病"
"河内傀儡首脑访问记","Briggs，W.","《国讯》",1947,"第442期","7","上海","Briggs，W. 麦祥","河内傀儡首脑访问记"
"河内傀儡首脑访问记","麦祥","《国讯》",1947,"第442期","7","上海","Briggs，W. 麦祥","河内傀儡首脑访问记"
"战局一周:胶东大战又起","潮声","《国讯》",1947,"第440期","2","上海","潮声","战局一周:胶东大战又起"
"“知我者谓我心忧·不知我者谓我何求.”","江问渔","《国讯》",1947,"第428期","2-3","上海","江问渔","“知我者谓我心忧·不知我者谓我何求.”"
"医生和病人(续)","白薇","《国讯》",1947,"第420期","10","上海","白薇","医生和病人(续)"
"读者之声:希望于国讯者","希元","《国讯》",1947,"第434期","12","上海","希元","读者之声:希望于国讯者"
"饥饿的呐喊:[诗歌]","林木","《国讯》",1947,"第437期","6","上海","林木","饥饿的呐喊:[诗歌]"
"说亮话:满城风雨近重阳","卫玉","《国讯》",1947,"第431期","封1","上海","卫玉","说亮话:满城风雨近重阳"
"世界一周:两个和会问题的尴尬","司马天籁","《国讯》",1947,"第442期","10","上海","司马天籁","世界一周:两个和会问题的尴尬"
"一周间时事研究提纲:杜鲁门主义的再版","石啸冲","《国讯》",1947,"第419期","6","上海","石啸冲","一周间时事研究提纲:杜鲁门主义的再版"
"苞桑随笔:__烂钞","抱一","《国讯》",1947,"第411期","7","上海","抱一","苞桑随笔:__烂钞"
"说亮话:万人注目的特客:魏德迈将军","卫玉","《国讯》",1947,"第424期","封1","上海","卫玉","说亮话:万人注目的特客:魏德迈将军"
"一周间时事研究提纲:缅甸的政治暗杀","石啸冲","《国讯》",1947,"第423期","10","上海","石啸冲","一周间时事研究提纲:缅甸的政治暗杀"
"对“国讯”的期望:读者投书","余克信","《国讯》",1947,"第413期","7","上海","余克信 胡志明 王兰","对“国讯”的期望:读者投书"
"对“国讯”的期望:读者投书","胡志明","《国讯》",1947,"第413期","7","上海","余克信 胡志明 王兰","对“国讯”的期望:读者投书"
"对“国讯”的期望:读者投书","王兰","《国讯》",1947,"第413期","7","上海","余克信 胡志明 王兰","对“国讯”的期望:读者投书"
"团结世界各国，保障和平自由!:今日的联合国(附照片)","扬庶威","《国讯》",1947,"第426期","7-9","上海","扬庶威","团结世界各国，保障和平自由!:今日的联合国(附照片)"
"爱护青年","方东旭","《国讯》",1947,"第440期","3","上海","方东旭","爱护青年"
"漫天风雨中的辟难所:今日的香港(附图、照片)","扬庶威","《国讯》",1947,"第422期","5-6","上海","扬庶威","漫天风雨中的辟难所:今日的香港(附图、照片)"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:中国民主促进会宣言","光祖","《国讯》",1947,"第412期","8","上海","光祖","人民的世纪:报道国内外民主消息，记载全世界解放运动:中国民主促进会宣言"
"美元的活动与英国危机(一周时事提要)","石啸冲","《国讯》",1947,"第428期","11","上海","石啸冲","美元的活动与英国危机(一周时事提要)"
"新闻人物拾遗:最近被刺殉国的朝鲜民族老英雄吕运亨","光祖","《国讯》",1947,"第425期","8-9","上海","光祖","新闻人物拾遗:最近被刺殉国的朝鲜民族老英雄吕运亨"
"经济气象台:在华美国工商界领袖对美国贷款表示意见","流水","《国讯》",1947,"第419期","8","上海","流水","经济气象台:在华美国工商界领袖对美国贷款表示意见"
"新闻人物:杜斌丞其人其事","孤流","《国讯》",1947,"第436期","10-11","上海","孤流","新闻人物:杜斌丞其人其事"
"战局一周:豫鄂皖边战事仍烈","潮声","《国讯》",1947,"第438期","3","上海","潮声","战局一周:豫鄂皖边战事仍烈"
"斥中日工业合作论","林焕平","《国讯》",1947,"第441期","3","上海","林焕平","斥中日工业合作论"
"写赠罗隆基联","黄炎培","《国讯》",1947,"第439期","5","上海","黄炎培","写赠罗隆基联"
"说亮话:中国人会忘掉“九一八”么?","黄炎培","《国讯》",1947,"第430期","封1","上海","黄炎培","说亮话:中国人会忘掉“九一八”么?"
"美苏远东关系的晴雨计:今日的朝鲜(附图)","扬义旗","《国讯》",1947,"第420期","7-8，12","上海","扬义旗","美苏远东关系的晴雨计:今日的朝鲜(附图)"
"说亮话:苏联十月革命纪念有感","黄炎培","《国讯》",1947,"第437期","封1","上海","黄炎培","说亮话:苏联十月革命纪念有感"
"社会主义制度下的财政","Dymshitz，I.","《国讯》",1947,"第430期","4","上海","Dymshitz，I. 闵军","社会主义制度下的财政"
"社会主义制度下的财政","闵军","《国讯》",1947,"第430期","4","上海","Dymshitz，I. 闵军","社会主义制度下的财政"
"说亮话:从此","黄炎培","《国讯》",1947,"第421期","封1","上海","黄炎培","说亮话:从此"
"说亮话","黄炎培","《国讯》",1947,"第411期","2","上海","黄炎培","说亮话"
"战局一周:粤桂南区告警","潮声","《国讯》",1947,"第438期","3","上海","潮声","战局一周:粤桂南区告警"
"天快亮了:[诗歌]","黄炎培","《国讯》",1947,"第412期","4-5","上海","黄炎培","天快亮了:[诗歌]"
"谁是暹罗的统治者?","潘光祖","《国讯》",1947,"第434期","9","上海","潘光祖","谁是暹罗的统治者?"
"新印度的政党与人物","萨哈林","《国讯》",1947,"第433期","4-5","上海","萨哈林 王民","新印度的政党与人物"
"新印度的政党与人物","王民","《国讯》",1947,"第433期","4-5","上海","萨哈林 王民","新印度的政党与人物"
"美国党争在外交上的反映","林焕平","《国讯》",1947,"第443期","4-5","上海","林焕平","美国党争在外交上的反映"
"战局一周:豫鄂皖边锋火又炽","潮声","《国讯》",1947,"第435期","6","上海","潮声","战局一周:豫鄂皖边锋火又炽"
"新闻人物:法国新任总理休曼","方芳","《国讯》",1947,"第442期","3","上海","方芳","新闻人物:法国新任总理休曼"
"世界一周:华盛顿·巴黎·罗马·伦敦","司马天籁","《国讯》",1947,"第443期","10","上海","司马天籁","世界一周:华盛顿·巴黎·罗马·伦敦"
"全世界的大债主:今日的美国(附照片)","扬义旗","《国讯》",1947,"第421期","8-10","上海","扬义旗","全世界的大债主:今日的美国(附照片)"
"颂与讼","黄炎培","《国讯》",1947,"第444期","封1","上海","黄炎培","颂与讼"
"日本货将泛滥世界市场","Kaim，J.R.","《国讯》",1947,"第444期","11","上海","Kaim，J.R. 王民","日本货将泛滥世界市场"
"日本货将泛滥世界市场","王民","《国讯》",1947,"第444期","11","上海","Kaim，J.R. 王民","日本货将泛滥世界市场"
"美国专家所见的外蒙近情(附照片)","拉铁摩尔","《国讯》",1947,"第418期","5","上海","拉铁摩尔 余为群","美国专家所见的外蒙近情(附照片)"
"美国专家所见的外蒙近情(附照片)","余为群","《国讯》",1947,"第418期","5","上海","拉铁摩尔 余为群","美国专家所见的外蒙近情(附照片)"
"复员后的中国电影事业","罗明佑","《国讯》",1947,"第442期","9","上海","罗明佑","复员后的中国电影事业"
"施安娜女士致大美晚报编者函","施安娜","《国讯》",1947,"第423期","9-10","上海","施安娜","施安娜女士致大美晚报编者函"
"战局一周:江南亦非安乐土","潮声","《国讯》",1947,"第438期","3","上海","潮声","战局一周:江南亦非安乐土"
"今年双十节三首:[诗词]","黄炎培","《国讯》",1947,"第434期","3","上海","黄炎培","今年双十节三首:[诗词]"
"诗:韬奋死三年了!","黄炎培","《国讯》",1947,"第420期","2","上海","黄炎培","诗:韬奋死三年了!"
"苏联作家们的权益是有保障的","茅盾","《国讯》",1947,"第415期","4","上海","茅盾","苏联作家们的权益是有保障的"
"一周间时事研究提纲:对外贸易衰落的转捩点","石啸冲","《国讯》",1947,"第425期","10","上海","石啸冲","一周间时事研究提纲:对外贸易衰落的转捩点"
"可畏哉“享受”也","江问渔","《国讯》",1947,"第422期","7-8","上海","江问渔","可畏哉“享受”也"
"日本:远东的大患","林焕平","《国讯》",1947,"第444期","12","上海","林焕平","日本:远东的大患"
"饥饿的银河:[诗歌]","李白凤","《国讯》",1947,"第436期","8","上海","李白凤","饥饿的银河:[诗歌]"
"一周间时事研究提纲:无耻的强辞狡辩","石啸冲","《国讯》",1947,"第424期","11","上海","石啸冲","一周间时事研究提纲:无耻的强辞狡辩"
"时事一周:反对派的阴谋","石啸冲","《国讯》",1947,"第439期","10","上海","石啸冲","时事一周:反对派的阴谋"
"一位老参政员的私人笔记","方登朋","《国讯》",1947,"第415期","3","上海","方登朋","一位老参政员的私人笔记"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:李济深痛切谈国是","光祖","《国讯》",1947,"第412期","8","上海","光祖","人民的世纪:报道国内外民主消息，记载全世界解放运动:李济深痛切谈国是"
"读者投书:异哉，所谓“中共地下斗争路线纲领”!","萧异兹","《国讯》",1947,"第411期","8","上海","萧异兹","读者投书:异哉，所谓“中共地下斗争路线纲领”!"
"天下繁华第一的纽约市:“美国内幕”之二(附照片)","约翰根室","《国讯》",1947,"第425期","8-9","上海","约翰根室 小鱼","天下繁华第一的纽约市:“美国内幕”之二(附照片)"
"天下繁华第一的纽约市:“美国内幕”之二(附照片)","小鱼","《国讯》",1947,"第425期","8-9","上海","约翰根室 小鱼","天下繁华第一的纽约市:“美国内幕”之二(附照片)"
"“一九四八华莱士”!:论美国新党的诞生和民说运动的开展","潘光祖","《国讯》",1947,"第429期","2-4","上海","潘光祖","“一九四八华莱士”!:论美国新党的诞生和民说运动的开展"
"说亮话:似是而非","江问渔","《国讯》",1947,"第441期","封1","上海","江问渔","说亮话:似是而非"
"新闻人物:联合国情报主持人:柯亨(附图)","联沪","《国讯》",1947,"第442期","3","上海","联沪","新闻人物:联合国情报主持人:柯亨(附图)"
"长长地三十年:[诗歌]","黄炎培","《国讯》",1947,"第422期","4","上海","黄炎培","长长地三十年:[诗歌]"
"华莱士传:三代华莱士","Kingdom，F.","《国讯》",1947,"第434期","7","上海","Kingdom，F. 小鱼","华莱士传:三代华莱士"
"华莱士传:三代华莱士","小鱼","《国讯》",1947,"第434期","7","上海","Kingdom，F. 小鱼","华莱士传:三代华莱士"
"从英国现状谈到中英关系","白无垢","《国讯》",1947,"第435期","2-3","上海","白无垢","从英国现状谈到中英关系"
"困苦中的中国近貌","（美）裴斐","《国讯》",1947,"第415期","5-6","上海","(美)裴斐 M.H.","困苦中的中国近貌"
"困苦中的中国近貌","M.H.","《国讯》",1947,"第415期","5-6","上海","(美)裴斐 M.H.","困苦中的中国近貌"
"英国人的奋斗之路","（英）Politt，H.","《国讯》",1947,"第436期","6","上海","(英)Politt，H.","英国人的奋斗之路"
"新闻之窗:“金元荒”","柏舟","《国讯》",1947,"第436期","12","上海","柏舟","新闻之窗:“金元荒”"
"新闻人物:印尼副总统哈达","张演","《国讯》",1947,"第433期","10-11","上海","张演","新闻人物:印尼副总统哈达"
"关于第三次世界大战问题","筠友","《国讯》",1947,"第426期","3","上海","筠友","关于第三次世界大战问题"
"医生和病人","白薇","《国讯》",1947,"第419期","10","上海","白薇","医生和病人"
"今日的大连(附图)","史特朗","《国讯》",1947,"第434期","8-9","上海","(美)史特朗 杨","今日的大连(附图)"
"自力更生之一例:苏联建国三十年","高原","《国讯》",1947,"第437期","2","上海","高原","自力更生之一例:苏联建国三十年"
"越南的慧星:胡志明究竟是谁?","细流","《国讯》",1947,"第417期","10","上海","细流","越南的慧星:胡志明究竟是谁?"
"替美国援华打打算盘","金锋","《国讯》",1947,"第444期","13-16","上海","金锋","替美国援华打打算盘"
"一周间时事研究提纲:我们能受美国的支配吗","石啸冲","《国讯》",1947,"第424期","11","上海","石啸冲","一周间时事研究提纲:我们能受美国的支配吗"
"一周间叶事研究提纲:统治的秘奥","石啸冲","《国讯》",1947,"第413期","6","上海","石啸冲","一周间叶事研究提纲:统治的秘奥"
"暹罗的不流血政变","Chapman，C.","《国讯》",1947,"第443期","6","上海","Chapman，C. 王民","暹罗的不流血政变"
"暹罗的不流血政变","王民","《国讯》",1947,"第443期","6","上海","Chapman，C. 王民","暹罗的不流血政变"
"一周间时事研究提纲:巴黎会议处在僵持的阶段","石啸冲","《国讯》",1947,"第420期","9","上海","石啸冲","一周间时事研究提纲:巴黎会议处在僵持的阶段"
"克利浦斯的支票","陈行健","《国讯》",1947,"第435期","4-5","上海","陈行健","克利浦斯的支票"
"黄炎培先生七十寿辰与诸亲友谈话录","鹤如","《国讯》",1947,"第438期","2-3","上海","鹤如","黄炎培先生七十寿辰与诸亲友谈话录"
"复撰一联:[诗词]","黄炎培","《国讯》",1947,"第439期","9","上海","黄炎培","复撰一联:[诗词]"
"香港:自由的孤岛(香港航讯)","Zee，W.S.","《国讯》",1947,"第438期","7","上海","Zee，W.S. 华","香港:自由的孤岛(香港航讯)"
"昆明官场现形记(昆明航讯)","Shih，H.P.F.","《国讯》",1947,"第438期","8-9","上海","Shih，H.P.F. 王民","昆明官场现形记(昆明航讯)"
"昆明官场现形记(昆明航讯)","王民","《国讯》",1947,"第438期","8-9","上海","Shih，H.P.F. 王民","昆明官场现形记(昆明航讯)"
"美苏在政治上的强点和弱点","林焕平","《国讯》",1947,"第439期","8","上海","林焕平","美苏在政治上的强点和弱点"
"苞桑随笔:内有怨女","抱一","《国讯》",1947,"第419期","12","上海","抱一","苞桑随笔:内有怨女"
"旧诗新话:小车班班……","补斋","《国讯》",1947,"第419期","12","上海","补斋","旧诗新话:小车班班……"
"不会说·不敢说·不必说:在中华工商专科学校演讲","郭沫若","《国讯》",1947,"第421期","2","上海","郭沫若 沈鹤如","不会说·不敢说·不必说:在中华工商专科学校演讲"
"不会说·不敢说·不必说:在中华工商专科学校演讲","沈鹤如","《国讯》",1947,"第421期","2","上海","郭沫若 沈鹤如","不会说·不敢说·不必说:在中华工商专科学校演讲"
"新闻人物拾遗:新任缅甸临时政府总理的牛泰真","光祖","《国讯》",1947,"第425期","9","上海","光祖","新闻人物拾遗:新任缅甸临时政府总理的牛泰真"
"词:感怀(旧调临江仙)","黄炎培","《国讯》",1947,"第420期","6","上海","黄炎培","词:感怀(旧调临江仙)"
"说亮话:我所推测的苏联","黄炎培","《国讯》",1947,"第418期","封1","上海","黄炎培","说亮话:我所推测的苏联"
"两大思潮与“三次大战”","林维仁","《国讯》",1947,"第426期","4-5","上海","林维仁","两大思潮与“三次大战”"
"谋求职业不能不劳而获","何清云","《国讯》",1947,"第414期","4","上海","何清云","谋求职业不能不劳而获"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:华莱士为民主和平呼吁","光祖","《国讯》",1947,"第412期","8","上海","光祖","人民的世纪:报道国内外民主消息，记载全世界解放运动:华莱士为民主和平呼吁"
"法越局势的透视(堤岸航讯)","（越）阮文化","《国讯》",1947,"第437期","7","上海","(越)阮文化","法越局势的透视(堤岸航讯)"
"苏联和英美经济复兴的对照","闵军","《国讯》",1947,"第429期","7","上海","闵军","苏联和英美经济复兴的对照"
"旧把戏的再演与巩固欧洲安全的因素","石啸冲","《国讯》",1947,"第429期","10","上海","石啸冲","旧把戏的再演与巩固欧洲安全的因素"
"旧诗新话:二月卖新丝……","补斋","《国讯》",1947,"第429期","4","上海","补斋","旧诗新话:二月卖新丝……"
"投降两周年·帝国复活了:今日的日本","扬庶威","《国讯》",1947,"第425期","5-6","上海","扬庶威","投降两周年·帝国复活了:今日的日本"
"我们对日应有的基本主张","李正文","《国讯》",1947,"第425期","3-4","上海","李正文","我们对日应有的基本主张"
"说亮话:真在驱使失业吗!","黄炎培","《国讯》",1947,"第423期","封1","上海","黄炎培","说亮话:真在驱使失业吗!"
"一周间时事研究提纲:印荷的局势","石啸冲","《国讯》",1947,"第423期","10","上海","石啸冲","一周间时事研究提纲:印荷的局势"
"野村使美回忆录(下)","罗多夫","《国讯》",1947,"第423期","11","上海","罗多夫 苏新","野村使美回忆录(下)"
"野村使美回忆录(下)","苏新","《国讯》",1947,"第423期","11","上海","罗多夫 苏新","野村使美回忆录(下)"
"从昆明报纸看云南","Shih，H.P.F.","《国讯》",1947,"第429期","8-9","上海","Shih，H.P.F. 王民","从昆明报纸看云南"
"从昆明报纸看云南","王民","《国讯》",1947,"第429期","8-9","上海","Shih，H.P.F. 王民","从昆明报纸看云南"
"从事教育及与问政治(八月八日下午在青年会讲)","张东荪","《国讯》",1947,"第427期","2-3","上海","张东荪 TG","从事教育及与问政治(八月八日下午在青年会讲)"
"从事教育及与问政治(八月八日下午在青年会讲)","TG","《国讯》",1947,"第427期","2-3","上海","张东荪 TG","从事教育及与问政治(八月八日下午在青年会讲)"
"读者投书:南洋华侨的呼声","李文奎","《国讯》",1947,"第425期","12","上海","李文奎","读者投书:南洋华侨的呼声"
"说亮话:看王外长最后主张","黄炎培","《国讯》",1947,"第432期","封1","上海","黄炎培","说亮话:看王外长最后主张"
"读者之声:“春色三分二已空”","放翁句","《国讯》",1947,"第433期","12","上海","放翁句","读者之声:“春色三分二已空”"
