"source","target","year","place","journal","weight"
"吴晗","政治 (n)",1946,"上海","《周报(上海1945)》",1
"吴晗","政治 (n)",1946,"上海","《民主(上海)》",1
"吴晗","政治犯 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","文化 (n)",1946,"上海","《民主(上海)》",1
"吴晗","文化界 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","时局 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","昆明 (n)",1946,"昆明","《民主周刊(昆明)》",1
"吴晗","暗杀 (n)",1946,"上海","《民主(上海)》",1
"吴晗","暴死 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","杀戮 (n)",1946,"上海","《民主(上海)》",1
"吴晗","民主 (n)",1946,"上海","《民主(上海)》",1
"吴晗","浙道 (n)",1946,"上海","《周报(上海1945)》",1
"吴晗","父子 (n)",1946,"上海","《周报(上海1945)》",1
"吴晗","真空 (n)",1946,"上海","《周报(上海1945)》",1
"吴晗","第八 (n)",1946,"上海","《周报(上海1945)》",1
"吴晗","组织 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","绞死 (n)",1946,"上海","《民主(上海)》",1
"吴晗","羊枣 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","解决 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","运动 (n)",1946,"上海","《周报(上海1945)》",1
"吴晗","进一言 (n)",1946,"昆明","《民主周刊(昆明)》",1
"吴晗","释放 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","闻一多 (n)",1946,"上海","《民主(上海)》",1
"吴晗","闻一多 (n)",1946,"北平","《民主周刊(北平)》",1
"吴晗","集中营 (n)",1946,"北平","《民主周刊(北平)》",1
"吴泽","续完 (n)",1946,"重庆","《中华论坛》",1
"吴祖光","事情 (n)",1946,"上海","《周报(上海1945)》",1
"吴祖光","天窗 (n)",1946,"上海","《周报(上海1945)》",1
"吴祖光","必然 (n)",1946,"上海","《周报(上海1945)》",1
"吴祖光","控诉 (n)",1946,"上海","《周报(上海1945)》",1
"吴祖光","贞节牌坊 (n)",1946,"上海","《周报(上海1945)》",1
"吴祖光","重见 (n)",1946,"上海","《周报(上海1945)》",1
"吴禹昌","人民 (n)",1946,"上海","《再生》",1
"吴禹昌","信念 (n)",1946,"上海","《再生》",1
"吴禹昌","共同 (n)",1946,"上海","《再生》",1
"吴耀宗","两个 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","中国 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","光明 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","前瞻 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","力量 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","悲哀 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","时局 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","民主运动 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","统治者 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","转移 (n)",1946,"上海","《民主(上海)》",1
"吴耀宗","黑暗 (n)",1946,"上海","《民主(上海)》",1
"吴靓云","一位 (n)",1946,"上海","《中建》",1
"吴靓云","专题 (n)",1946,"上海","《中建》",1
"吴靓云","会长 (n)",1946,"上海","《中建》",1
"吴靓云","充实 (n)",1946,"上海","《中建》",1
"吴靓云","学习 (n)",1946,"上海","《中建》",1
"吴靓云","学生会 (n)",1946,"上海","《中建》",1
"吴靓云","导师 (n)",1946,"上海","《中建》",1
"吴靓云","工友 (n)",1946,"上海","《中建》",1
"吴靓云","当前 (n)",1946,"上海","《中建》",1
"吴靓云","提出 (n)",1946,"上海","《中建》",1
"吴靓云","最须 (n)",1946,"上海","《中建》",1
"吴靓云","条件 (n)",1946,"上海","《中建》",1
"吴靓云","真正 (n)",1946,"上海","《中建》",1
"吴靓云","自我 (n)",1946,"上海","《中建》",1
"吴靓云","自由 (n)",1946,"上海","《中建》",1
"吴靓云","补习班 (n)",1946,"上海","《中建》",1
"吴靓云","解决 (n)",1946,"上海","《中建》",1
"吴靓云","记录 (n)",1946,"上海","《中建》",1
"吴靓云","讲述 (n)",1946,"上海","《中建》",1
"吴靓云","读书会 (n)",1946,"上海","《中建》",1
"吴靓云","进修 (n)",1946,"上海","《中建》",1
"吴靓云","进步 (n)",1946,"上海","《中建》",1
"呆霞","家庭 (n)",1946,"重庆","《民主(重庆)》",1
"呆霞","短剧 (n)",1946,"重庆","《民主(重庆)》",1
"呆霞","纠纷 (n)",1946,"重庆","《民主(重庆)》",1
"呆霞","通俗 (n)",1946,"重庆","《民主(重庆)》",1
"周东郊","中旬 (n)",1946,"上海","《观察》",1
"周东郊","前记 (n)",1946,"上海","《观察》",1
"周东郊","变乱 (n)",1946,"上海","《观察》",1
"周东郊","新疆 (n)",1946,"上海","《观察》",1
"周东郊","编者 (n)",1946,"上海","《观察》",1
"周东郊","记略 (n)",1946,"上海","《观察》",1
"周予同","十字架 (n)",1946,"上海","《周报(上海1945)》",1
"周予同","周报 (n)",1946,"上海","《周报(上海1945)》",1
"周予同","控诉 (n)",1946,"上海","《周报(上海1945)》",1
"周予同","背着 (n)",1946,"上海","《周报(上海1945)》",1
"周公南","专题 (n)",1946,"上海","《中建》",1
"周公南","中国 (n)",1946,"上海","《中建》",1
"周公南","人民 (n)",1946,"上海","《中建》",1
"周公南","人群 (n)",1946,"上海","《中建》",1
"周公南","假使 (n)",1946,"上海","《中建》",1
"周公南","创造 (n)",1946,"上海","《中建》",1
"周公南","动力 (n)",1946,"上海","《中建》",1
"周公南","勇于 (n)",1946,"上海","《中建》",1
"周公南","化为 (n)",1946,"上海","《中建》",1
"周公南","当前 (n)",1946,"上海","《中建》",1
"周公南","忏悔 (n)",1946,"上海","《中建》",1
"周公南","忧郁 (n)",1946,"上海","《中建》",1
"周公南","我是 (n)",1946,"上海","《中建》",1
"周公南","执政者 (n)",1946,"上海","《中建》",1
"周公南","把握 (n)",1946,"上海","《中建》",1
"周公南","提出 (n)",1946,"上海","《中建》",1
"周公南","教育 (n)",1946,"上海","《中建》",1
"周公南","最须 (n)",1946,"上海","《中建》",1
"周公南","深入 (n)",1946,"上海","《中建》",1
"周公南","理解 (n)",1946,"上海","《中建》",1
"周公南","自由 (n)",1946,"上海","《中建》",1
"周公南","解决 (n)",1946,"上海","《中建》",1
"周公南","记录 (n)",1946,"上海","《中建》",1
"周公南","讲述 (n)",1946,"上海","《中建》",1
"周公南","读书会 (n)",1946,"上海","《中建》",1
"周公南","进修 (n)",1946,"上海","《中建》",1
"周公南","进步 (n)",1946,"上海","《中建》",1
"周哲","交化 (n)",1946,"重庆","《民主(重庆)》",1
"周哲","教育 (n)",1946,"重庆","《民主(重庆)》",1
"周哲","文化教育 (n)",1946,"重庆","《民主(重庆)》",1
"周建人","一党 (n)",1946,"上海","《民主(上海)》",1
"周建人","不要 (n)",1946,"上海","《民主(上海)》",1
"周建人","严重 (n)",1946,"上海","《民主(上海)》",1
"周建人","中美 (n)",1946,"上海","《民主(上海)》",1
"周建人","主权 (n)",1946,"上海","《民主(上海)》",1
"周建人","之类 (n)",1946,"上海","《民主(上海)》",1
"周建人","人民 (n)",1946,"上海","《民主(上海)》",1
"周建人","仍然 (n)",1946,"上海","《民主(上海)》",1
"周建人","以后 (n)",1946,"上海","《民主(上海)》",1
"周建人","传统 (n)",1946,"上海","《民主(上海)》",1
"周建人","侵略者 (n)",1946,"上海","《民主(上海)》",1
"周建人","停止 (n)",1946,"上海","《民主(上海)》",1
"周建人","先生 (n)",1946,"上海","《民主(上海)》",1
"周建人","几句 (n)",1946,"上海","《民主(上海)》",1
"周建人","分子 (n)",1946,"上海","《民主(上海)》",1
"周建人","包办 (n)",1946,"上海","《民主(上海)》",1
"周建人","十五天 (n)",1946,"上海","《周报(上海1945)》",1
"周建人","半殖民地 (n)",1946,"上海","《民主(上海)》",1
"周建人","南通 (n)",1946,"上海","《民主(上海)》",1
"周建人","危机 (n)",1946,"上海","《民主(上海)》",1
"周建人","参议会 (n)",1946,"上海","《民主(上海)》",1
"周建人","名牌 (n)",1946,"上海","《民主(上海)》",1
"周建人","后能 (n)",1946,"上海","《周报(上海1945)》",1
"周建人","和平 (n)",1946,"上海","《周报(上海1945)》",1
"周建人","失败 (n)",1946,"上海","《民主(上海)》",1
"周建人","好像 (n)",1946,"上海","《民主(上海)》",1
"周建人","必然 (n)",1946,"上海","《民主(上海)》",1
"周建人","必须 (n)",1946,"上海","《民主(上海)》",1
"周建人","惨案 (n)",1946,"上海","《民主(上海)》",1
"周建人","户口 (n)",1946,"上海","《民主(上海)》",1
"周建人","抗议 (n)",1946,"上海","《民主(上海)》",1
"周建人","改选 (n)",1946,"上海","《民主(上海)》",1
"周建人","政与 (n)",1946,"上海","《民主(上海)》",1
"周建人","时局 (n)",1946,"上海","《民主(上海)》",1
"周建人","暴徒 (n)",1946,"上海","《民主(上海)》",1
"周建人","检举 (n)",1946,"上海","《民主(上海)》",1
"周建人","欧打 (n)",1946,"上海","《民主(上海)》",1
"周建人","汉奸 (n)",1946,"上海","《民主(上海)》",1
"周建人","浅近 (n)",1946,"上海","《民主(上海)》",1
"周建人","特质 (n)",1946,"上海","《民主(上海)》",1
"周建人","甚么 (n)",1946,"上海","《民主(上海)》",1
"周建人","生活 (n)",1946,"上海","《民主(上海)》",1
"周建人","的话 (n)",1946,"上海","《民主(上海)》",1
"周建人","目前 (n)",1946,"上海","《民主(上海)》",1
"周建人","看法 (n)",1946,"上海","《民主(上海)》",1
"周建人","睦谊 (n)",1946,"上海","《民主(上海)》",1
"周建人","福斯 (n)",1946,"上海","《民主(上海)》",1
"周建人","立即 (n)",1946,"上海","《民主(上海)》",1
"周建人","纪念 (n)",1946,"上海","《民主(上海)》",1
"周建人","结束 (n)",1946,"上海","《民主(上海)》",1
"周建人","统一 (n)",1946,"上海","《民主(上海)》",1
"周建人","编宪 (n)",1946,"上海","《民主(上海)》",1
"周建人","罪行 (n)",1946,"上海","《民主(上海)》",1
"周建人","胜利 (n)",1946,"上海","《民主(上海)》",1
"周建人","脱离 (n)",1946,"上海","《民主(上海)》",1
"周建人","获得 (n)",1946,"上海","《民主(上海)》",1
"周建人","论争 (n)",1946,"上海","《民主(上海)》",1
"周建人","道理 (n)",1946,"上海","《民主(上海)》",1
"周建人","铁蹄 (n)",1946,"上海","《民主(上海)》",1
"周建人","韬奋 (n)",1946,"上海","《民主(上海)》",1
"周建人","饥荒 (n)",1946,"上海","《民主(上海)》",1
"周新民","报告书 (n)",1946,"香港","《光明报》",1
"周新民","政治协商会议 (n)",1946,"昆明","《民主周刊(昆明)》",1
"周新民","期望 (n)",1946,"昆明","《民主周刊(昆明)》",1
"周新民","李闻案 (n)",1946,"香港","《光明报》",1
"周新民","调查 (n)",1946,"香港","《光明报》",1
"周琦","三民主义 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","两个 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","中华民国 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","中外 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","之久 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","会议 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","侨胞 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","刊载 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","十数年 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","南洋 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","同看 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","国大 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","外交 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","大出 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","孟姜女 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","实行 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","寻夫 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","当地 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","当夜 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","当局 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","意外 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","所演 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","报纸 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","政府 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","无锡 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","旧戏 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","最使 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","本市 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","机会 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","某大学 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","第五次 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","纽约 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","美国 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","胡子 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","胡闹 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","蒋主席 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","觉得 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","言行 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","讨论 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","议员 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","讲演 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","详细 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","诸公 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","足足 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","这次 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","避寿时 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","钟头 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","陈喜庚 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","领袖 (n)",1946,"桂林","《民主:桂林版》",1
"周琦","马歇尔 (n)",1946,"桂林","《民主:桂林版》",1
"周绶章","提得起 (n)",1946,"上海","《观察》",1
"周而复","开原 (n)",1946,"上海","《周报(上海1945)》",1
"周荣","无题 (n)",1946,"上海","《周报(上海1945)》",1
"味橄","东京 (n)",1946,"上海","《观察》",1
"味橄","战败 (n)",1946,"上海","《观察》",1
"味橄","日本 (n)",1946,"上海","《观察》",1
"哈哈","资格 (n)",1946,"桂林","《民主:桂林版》",1
"哈里逊·福门","中国 (n)",1946,"上海","《民主(上海)》",1
"哈里逊·福门","内争 (n)",1946,"上海","《民主(上海)》",1
"哈里逊·福门","干涉 (n)",1946,"上海","《民主(上海)》",1
"哈里逊·福门","美国 (n)",1946,"上海","《民主(上海)》",1
"哲圣","互让 (n)",1946,"上海","《周报(上海1945)》",1
"哲圣","容忍 (n)",1946,"上海","《周报(上海1945)》",1
"唐弢","富春江 (n)",1946,"上海","《周报(上海1945)》",1
"唐弢","富阳 (n)",1946,"上海","《周报(上海1945)》",1
"唐弢","张苍水 (n)",1946,"上海","《民主(上海)》",1
"唐弢","故居 (n)",1946,"上海","《周报(上海1945)》",1
"唐弢","暂别 (n)",1946,"上海","《周报(上海1945)》",1
"唐弢","读者 (n)",1946,"上海","《周报(上海1945)》",1
"唐弢","郁达夫 (n)",1946,"上海","《周报(上海1945)》",1
"唐思礼","一件 (n)",1946,"上海","《中建》",1
"唐思礼","一声 (n)",1946,"上海","《中建》",1
"唐思礼","中建 (n)",1946,"上海","《中建》",1
"唐思礼","任务 (n)",1946,"上海","《中建》",1
"唐思礼","学习团 (n)",1946,"上海","《中建》",1
"唐思礼","尖兵 (n)",1946,"上海","《中建》",1
"唐思礼","干部 (n)",1946,"上海","《中建》",1
"唐思礼","建设 (n)",1946,"上海","《中建》",1
"唐思礼","弥补 (n)",1946,"上海","《中建》",1
"唐思礼","归来 (n)",1946,"上海","《中建》",1
"唐思礼","意趣 (n)",1946,"上海","《中建》",1
"唐思礼","把握 (n)",1946,"上海","《中建》",1
"唐思礼","教育 (n)",1946,"上海","《中建》",1
"唐思礼","松懈 (n)",1946,"上海","《中建》",1
"唐思礼","桥梁 (n)",1946,"上海","《中建》",1
"唐思礼","泗礁 (n)",1946,"上海","《中建》",1
"唐思礼","片断 (n)",1946,"上海","《中建》",1
"唐思礼","紧张 (n)",1946,"上海","《中建》",1
"唐思礼","轮廓 (n)",1946,"上海","《中建》",1
"唐旻","停战 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐旻","出路 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐旻","国民党 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐旻","改组 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐旻","政府 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐旻","永久 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐旻","阻难 (n)",1946,"昆明","《民主周刊(昆明)》",1
"唐现之","先生 (n)",1946,"桂林","《民主:桂林版》",1
"唐现之","陶行知 (n)",1946,"桂林","《民主:桂林版》",1
"唐祥__","一次 (n)",1946,"上海","《中建》",1
"唐祥__","实施 (n)",1946,"上海","《中建》",1
"唐祥__","工作 (n)",1946,"上海","《中建》",1
"唐祥__","检查 (n)",1946,"上海","《中建》",1
"唐祥__","浦建 (n)",1946,"上海","《中建》",1
"唐祥__","财务 (n)",1946,"上海","《中建》",1
"唐言","合作 (n)",1946,"重庆","《中华论坛》",1
"唐言","美国 (n)",1946,"重庆","《中华论坛》",1
"唐言","苏联 (n)",1946,"重庆","《中华论坛》",1
"唐言","需要 (n)",1946,"重庆","《中华论坛》",1
"国新","灾难 (n)",1946,"北平","《民主周刊(北平)》",1
"国新","灾难 (n)",1946,"昆明","《民主周刊(昆明)》",1
"国新","西安 (n)",1946,"北平","《民主周刊(北平)》",1
"国新","青年 (n)",1946,"昆明","《民主周刊(昆明)》",1
"国新","青年人 (n)",1946,"北平","《民主周刊(北平)》",1
"国超","一切 (n)",1946,"上海","《再生》",1
"国超","上次 (n)",1946,"上海","《再生》",1
"国超","争霸 (n)",1946,"上海","《再生》",1
"国超","事件 (n)",1946,"上海","《再生》",1
"国超","人性化 (n)",1946,"上海","《再生》",1
"国超","人教 (n)",1946,"上海","《再生》",1
"国超","人物志 (n)",1946,"上海","《再生》",1
"国超","介绍 (n)",1946,"上海","《再生》",1
"国超","依归 (n)",1946,"上海","《再生》",1
"国超","博士 (n)",1946,"上海","《再生》",1
"国超","呼籲 (n)",1946,"上海","《再生》",1
"国超","哈里曼 (n)",1946,"上海","《再生》",1
"国超","商业部长 (n)",1946,"上海","《再生》",1
"国超","四国 (n)",1946,"上海","《再生》",1
"国超","地中海 (n)",1946,"上海","《再生》",1
"国超","复兴 (n)",1946,"上海","《再生》",1
"国超","多瑙河 (n)",1946,"上海","《再生》",1
"国超","大使 (n)",1946,"上海","《再生》",1
"国超","尔海峡 (n)",1946,"上海","《再生》",1
"国超","广播 (n)",1946,"上海","《再生》",1
"国超","建议 (n)",1946,"上海","《再生》",1
"国超","建议书 (n)",1946,"上海","《再生》",1
"国超","总统 (n)",1946,"上海","《再生》",1
"国超","惊魄 (n)",1946,"上海","《再生》",1
"国超","意义 (n)",1946,"上海","《再生》",1
"国超","报告 (n)",1946,"上海","《再生》",1
"国超","撤退 (n)",1946,"上海","《再生》",1
"国超","政策 (n)",1946,"上海","《再生》",1
"国超","斯特 (n)",1946,"上海","《再生》",1
"国超","期待 (n)",1946,"上海","《再生》",1
"国超","未完待续 (n)",1946,"上海","《再生》",1
"国超","杜鲁门 (n)",1946,"上海","《再生》",1
"国超","法国共产党 (n)",1946,"上海","《再生》",1
"国超","流域 (n)",1946,"上海","《再生》",1
"国超","海陆空 (n)",1946,"上海","《再生》",1
"国超","特里 (n)",1946,"上海","《再生》",1
"国超","狠话 (n)",1946,"上海","《再生》",1
"国超","看法 (n)",1946,"上海","《再生》",1
"国超","研究院 (n)",1946,"上海","《再生》",1
"国超","科学 (n)",1946,"上海","《再生》",1
"国超","经过 (n)",1946,"上海","《再生》",1
"国超","统一 (n)",1946,"上海","《再生》",1
"国超","续完 (n)",1946,"上海","《再生》",1
"国超","美南 (n)",1946,"上海","《再生》",1
"国超","联合国 (n)",1946,"上海","《再生》",1
"国超","自由 (n)",1946,"上海","《再生》",1
"国超","英苏 (n)",1946,"上海","《再生》",1
"国超","莫斯科 (n)",1946,"上海","《再生》",1
"国超","莫洛托夫 (n)",1946,"上海","《再生》",1
"国超","设立 (n)",1946,"上海","《再生》",1
"国超","贝尔纳斯 (n)",1946,"上海","《再生》",1
"国超","达林 (n)",1946,"上海","《再生》",1
"国超","问题 (n)",1946,"上海","《再生》",1
"国超","革命 (n)",1946,"上海","《再生》",1
"国超","鞑靼 (n)",1946,"上海","《再生》",1
"国超","驻军 (n)",1946,"上海","《再生》",1
"国超","驻英 (n)",1946,"上海","《再生》",1
"国超","麦克 (n)",1946,"上海","《再生》",1
"圣徒","沁园春 (n)",1946,"重庆","《民主(重庆)》",1
"圣徒","诗词 (n)",1946,"重庆","《民主(重庆)》",1
"在灼","延安 (n)",1946,"上海","《再生》",1
"在灼","归来 (n)",1946,"上海","《再生》",1
"坚夫","中国 (n)",1946,"香港","《光明报》",1
"坚夫","大会 (n)",1946,"香港","《光明报》",1
"坚夫","旧金山 (n)",1946,"香港","《光明报》",1
"坚夫","记实 (n)",1946,"香港","《光明报》",1
"坚夫","远东 (n)",1946,"香港","《光明报》",1
"培仁","埃及 (n)",1946,"上海","《再生》",1
"培仁","感言 (n)",1946,"上海","《再生》",1
"培仁","撤退 (n)",1946,"上海","《再生》",1
"培仁","英军 (n)",1946,"上海","《再生》",1
"墨君","反串 (n)",1946,"桂林","《民主:桂林版》",1
"墨君","新闻 (n)",1946,"桂林","《民主:桂林版》",1
"士刚","当前 (n)",1946,"重庆","《中华论坛》",1
"士刚","略谈 (n)",1946,"重庆","《中华论坛》",1
"士刚","经济危机 (n)",1946,"重庆","《中华论坛》",1
"复生","一种 (n)",1946,"上海","《再生》",1
"复生","两个 (n)",1946,"上海","《再生》",1
"复生","两重 (n)",1946,"上海","《再生》",1
"复生","国外 (n)",1946,"上海","《再生》",1
"复生","外交 (n)",1946,"上海","《再生》",1
"复生","战争 (n)",1946,"上海","《再生》",1
"复生","时事 (n)",1946,"上海","《再生》",1
"复生","物资 (n)",1946,"上海","《再生》",1
"复生","石油 (n)",1946,"上海","《再生》",1
"复生","观点 (n)",1946,"上海","《再生》",1
"夏孟辉","以后 (n)",1946,"上海","《国讯》",1
"夏孟辉","公布 (n)",1946,"上海","《国讯》",1
"夏孟辉","圆满 (n)",1946,"上海","《国讯》",1
"夏孟辉","基本 (n)",1946,"上海","《国讯》",1
"夏孟辉","建国 (n)",1946,"上海","《国讯》",1
"夏孟辉","建成 (n)",1946,"上海","《国讯》",1
"夏孟辉","必需 (n)",1946,"上海","《国讯》",1
"夏孟辉","整军 (n)",1946,"上海","《国讯》",1
"夏孟辉","方案 (n)",1946,"上海","《国讯》",1
"夏孟辉","联合国 (n)",1946,"上海","《国讯》",1
"夏孟辉","问题 (n)",1946,"上海","《国讯》",1
"夏康农","五四 (n)",1946,"昆明","《民主周刊(昆明)》",1
"夏康农","分子 (n)",1946,"昆明","《民主周刊(昆明)》",1
"夏康农","展望 (n)",1946,"昆明","《民主周刊(昆明)》",1
"夏康农","弥天 (n)",1946,"重庆","《中华论坛》",1
"夏康农","战火 (n)",1946,"重庆","《中华论坛》",1
"夏康农","政局 (n)",1946,"昆明","《民主周刊(昆明)》",1
"夏康农","棒喝 (n)",1946,"重庆","《中华论坛》",1
"夏康农","正视 (n)",1946,"重庆","《中华论坛》",1
"夏康农","第三方面 (n)",1946,"重庆","《中华论坛》",1
"夏康农","美商 (n)",1946,"重庆","《中华论坛》",1
"夏康农","说不完 (n)",1946,"昆明","《民主周刊(昆明)》",1
"夏康农","顽固 (n)",1946,"昆明","《民主周刊(昆明)》",1
"夏敏","一位 (n)",1946,"上海","《周报(上海1945)》",1
"夏敏","东北 (n)",1946,"上海","《周报(上海1945)》",1
"夏敏","之战 (n)",1946,"上海","《周报(上海1945)》",1
"夏敏","亲历 (n)",1946,"上海","《周报(上海1945)》",1
"夏敏","战局 (n)",1946,"上海","《周报(上海1945)》",1
"夏敏","秘记 (n)",1946,"上海","《周报(上海1945)》",1
"夏敏","谈片 (n)",1946,"上海","《周报(上海1945)》",1
"夏晨","先生 (n)",1946,"上海","《民主(上海)》",1
"夏晨","李公朴 (n)",1946,"上海","《民主(上海)》",1
"夏若愚","六大 (n)",1946,"香港","《光明报》",1
"夏若愚","联合国大会 (n)",1946,"香港","《光明报》",1
"夏若愚","问题 (n)",1946,"香港","《光明报》",1
"夏衍","想起 (n)",1946,"上海","《周报(上海1945)》",1
"夏衍","杨潮 (n)",1946,"北平","《民主周刊(北平)》",1
"夏衍","节所 (n)",1946,"上海","《周报(上海1945)》",1
"夏衍","苏联红军 (n)",1946,"上海","《周报(上海1945)》",1
"夏迪蒙","知识青年 (n)",1946,"重庆","《民主(重庆)》",1
"多鲁","复旦 (n)",1946,"上海","《观察》",1
"多鲁","秋天 (n)",1946,"上海","《观察》",1
"大希","中山 (n)",1946,"昆明","《民主周刊(昆明)》",1
"大希","先生 (n)",1946,"昆明","《民主周刊(昆明)》",1
"大希","唯物论 (n)",1946,"昆明","《民主周刊(昆明)》",1
"大白","美国 (n)",1946,"桂林","《民主:桂林版》",1
"大白","顶好 (n)",1946,"桂林","《民主:桂林版》",1
"大羊","丑表功 (n)",1946,"上海","《周报(上海1945)》",1
"天顽","争取 (n)",1946,"上海","《民主(上海)》",1
"天顽","民主 (n)",1946,"上海","《民主(上海)》",1
"天顽","言论自由 (n)",1946,"上海","《民主(上海)》",1
"奔原","所见 (n)",1946,"香港","《光明报》",1
"奔原","陆丰 (n)",1946,"香港","《光明报》",1
"奥凯","三百 (n)",1946,"重庆","《民主(重庆)》",1
"奥凯","代表团 (n)",1946,"重庆","《民主(重庆)》",1
"奥凯","国府 (n)",1946,"重庆","《民主(重庆)》",1
"奥凯","民主同盟 (n)",1946,"重庆","《民主(重庆)》",1
"奥凯","连写 (n)",1946,"重庆","《民主(重庆)》",1
"奥凯","陪都 (n)",1946,"重庆","《民主(重庆)》",1
"姚又馀","一封 (n)",1946,"上海","《民主(上海)》",1
"姚又馀","迟误 (n)",1946,"上海","《民主(上海)》",1
"姚澄波","几点 (n)",1946,"上海","《中建》",1
"姚澄波","学习 (n)",1946,"上海","《中建》",1
"姚澄波","心得 (n)",1946,"上海","《中建》",1
"姚澄波","时事 (n)",1946,"上海","《中建》",1
"姚澄波","经验 (n)",1946,"上海","《中建》",1
"姜庆湘","失业 (n)",1946,"上海","《国讯》",1
"姜庆湘","当前 (n)",1946,"上海","《国讯》",1
"姜庆湘","罢工 (n)",1946,"上海","《国讯》",1
"姜庆湘","美国 (n)",1946,"上海","《国讯》",1
"威尔斯","美苏关系 (n)",1946,"上海","《再生》",1
"威尔斯","蜕变 (n)",1946,"上海","《再生》",1
"威德","掮客 (n)",1946,"上海","《再生》",1
"威德","政治 (n)",1946,"上海","《再生》",1
"威德","政治家 (n)",1946,"上海","《再生》",1
"娄立齐","执法 (n)",1946,"上海","《民主(上海)》",1
"娄立齐","玩法 (n)",1946,"上海","《民主(上海)》",1
"子冈","北平 (n)",1946,"北平","《民主周刊(北平)》",1
"子冈","如是我闻 (n)",1946,"北平","《民主周刊(北平)》",1
"子冈","张家口 (n)",1946,"上海","《周报(上海1945)》",1
"子冈","聂荣臻 (n)",1946,"上海","《周报(上海1945)》",1
"子冈","见闻录 (n)",1946,"北平","《民主周刊(北平)》",1
"子午","不利 (n)",1946,"上海","《民主(上海)》",1
