"source","target","year","place","journal","weight"
"于毅夫(1946)","九一八 (n)",1946,"香港","《正报》",1
"于毅夫(1946)","回忆 (n)",1946,"香港","《正报》",1
"于毅夫(1946)","悲惨 (n)",1946,"香港","《正报》",1
"于毅夫(1946)","纪念 (n)",1946,"香港","《正报》",1
"于毅夫(1946)","而作 (n)",1946,"香港","《正报》",1
"于汎(1946)","人民 (n)",1946,"上海","《文萃》",1
"于汎(1946)","起来 (n)",1946,"上海","《文萃》",1
"于汎(1946)","陕西 (n)",1946,"上海","《文萃》",1
"于潮(1946)","剩余物资 (n)",1946,"上海","《民主(上海)》",1
"于潮(1946)","始末 (n)",1946,"上海","《民主(上海)》",1
"于潮(1946)","成功 (n)",1946,"上海","《民主(上海)》",1
"于陵(1946)","事变 (n)",1946,"上海","《周报(上海1945)》",1
"于陵(1946)","伊宁 (n)",1946,"上海","《周报(上海1945)》",1
"于陵(1946)","新疆 (n)",1946,"上海","《周报(上海1945)》",1
"于陵(1946)","经过 (n)",1946,"上海","《周报(上海1945)》",1
"于鹤年(1946)","一次 (n)",1946,"上海","《观察》",1
"于鹤年(1946)","五四运动 (n)",1946,"上海","《观察》",1
"于鹤年(1946)","再来 (n)",1946,"上海","《观察》",1
"于鹤年(1946)","需要 (n)",1946,"上海","《观察》",1
"云中(1946)","八年 (n)",1946,"南京","《中央周刊》",1
"云中(1946)","参加 (n)",1946,"南京","《中央周刊》",1
"云中(1946)","抗战 (n)",1946,"南京","《中央周刊》",1
"云中(1946)","来的我 (n)",1946,"南京","《中央周刊》",1
"云中(1946)","祖国 (n)",1946,"南京","《中央周刊》",1
"云志坚(1946)","耕者有其田 (n)",1946,"香港","《正报》",1
"云志坚(1946)","解放区 (n)",1946,"香港","《正报》",1
"云志坚(1946)","走向 (n)",1946,"香港","《正报》",1
"云林(1946)","伟大 (n)",1946,"上海","《时代杂志》",1
"云林(1946)","列宁 (n)",1946,"上海","《时代杂志》",1
"云林(1946)","史大林 (n)",1946,"上海","《时代杂志》",1
"云林(1946)","社会主义 (n)",1946,"上海","《时代杂志》",1
"云林(1946)","革命 (n)",1946,"上海","《时代杂志》",1
"云林(1946)","领袖 (n)",1946,"上海","《时代杂志》",1
"云涛(1946)","一次 (n)",1946,"上海","《中建》",1
"云涛(1946)","争取 (n)",1946,"上海","《中建》",1
"云涛(1946)","今日 (n)",1946,"上海","《中建》",1
"云涛(1946)","出版 (n)",1946,"上海","《中建》",1
"云涛(1946)","出版业 (n)",1946,"上海","《中建》",1
"云涛(1946)","前途 (n)",1946,"上海","《中建》",1
"云涛(1946)","发行 (n)",1946,"上海","《中建》",1
"云涛(1946)","困难 (n)",1946,"上海","《中建》",1
"云涛(1946)","奇迹 (n)",1946,"上海","《中建》",1
"云涛(1946)","实施 (n)",1946,"上海","《中建》",1
"云涛(1946)","技术 (n)",1946,"上海","《中建》",1
"云涛(1946)","推广 (n)",1946,"上海","《中建》",1
"云涛(1946)","检查 (n)",1946,"上海","《中建》",1
"云涛(1946)","繁荣 (n)",1946,"上海","《中建》",1
"云涛(1946)","经验 (n)",1946,"上海","《中建》",1
"云涛(1946)","编辑 (n)",1946,"上海","《中建》",1
"云涛(1946)","走上 (n)",1946,"上海","《中建》",1
"云涛(1946)","轨道 (n)",1946,"上海","《中建》",1
"云涛(1946)","这么 (n)",1946,"上海","《中建》",1
"云野(1946)","见闻 (n)",1946,"上海","《观察》",1
"亚丹(1946)","墨水 (n)",1946,"上海","《文萃》",1
"亦戎(1946)","小学 (n)",1946,"南京","《中央周刊》",1
"亦戎(1946)","师节 (n)",1946,"南京","《中央周刊》",1
"什之(1946)","一呼 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","一应 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","一致 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","七次 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","三个 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","三国 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","世界 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","主义者 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","主张 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","之路 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","五一节 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","伊朗 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","倒阁 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","倾向 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","停战 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","内战 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","冲突 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","十月革命 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","华莱士 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","协和 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","双十节 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","反动 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","发扬 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","发言 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","嚣张 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","四项 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","回到 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","复兴 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","外力 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","大罢工 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","大选 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","安理会 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","形成 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","往事 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","待续 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","思乡 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","悲观 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","愈见 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","成功 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","托管 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","扩军 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","指示 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","撤军 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","改变 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","政治 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","政治协商会议 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","政潮 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","敌国 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","文化 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","斗争 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","暂时 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","机构 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","民主 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","民主潮流 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","民族 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","气氛 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","矛盾 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","矿工 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","研究 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","祖国 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","空气 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","答覆 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","组阁 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","经济危机 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","经济恐慌 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","经验 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","缩军 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","美军 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","美政府 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","美英 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","联合国 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","联合国大会 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","自己 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","裁军 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","解决 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","诺言 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","谈话 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","贝尔纳斯 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","走向 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","选举 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","通过 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","邱吉尔 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","问题 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","领土 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","驻外 (n)",1946,"上海","《时代杂志》",1
"什之(1946)","黩式 (n)",1946,"上海","《时代杂志》",1
"什这(1946)","国际 (n)",1946,"上海","《时代杂志》",1
"什这(1946)","西班牙 (n)",1946,"上海","《时代杂志》",1
"什这(1946)","逍遥法外 (n)",1946,"上海","《时代杂志》",1
"仁柳(1946)","解剖 (n)",1946,"上海","《民主(上海)》",1
"令澳(1946)","北海道 (n)",1946,"南京","《中央周刊》",1
"令澳(1946)","山光水色 (n)",1946,"南京","《中央周刊》",1
"令狐畏(1946)","复去 (n)",1946,"上海","《周报(上海1945)》",1
"令狐畏(1946)","机来 (n)",1946,"上海","《周报(上海1945)》",1
"令狐畏(1946)","美灵 (n)",1946,"上海","《周报(上海1945)》",1
"以中(1946)","待遇 (n)",1946,"上海","《民主(上海)》",1
"以中(1946)","忆费巩 (n)",1946,"上海","《民主(上海)》",1
"以中(1946)","提高 (n)",1946,"上海","《民主(上海)》",1
"以中(1946)","教授 (n)",1946,"上海","《民主(上海)》",1
"以中(1946)","教职员 (n)",1946,"上海","《民主(上海)》",1
"以平(1946)","不能 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","代劳 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","何独 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","佛朗哥 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","外人 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","桂林 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","海关 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","管理权 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","米价 (n)",1946,"桂林","《民主:桂林版》",1
"以平(1946)","纵容 (n)",1946,"桂林","《民主:桂林版》",1
"仰之(1946)","一年 (n)",1946,"南京","《中央周刊》",1
"仰之(1946)","业务 (n)",1946,"南京","《中央周刊》",1
"仰之(1946)","周年纪念 (n)",1946,"南京","《中央周刊》",1
"仰之(1946)","复刊 (n)",1946,"南京","《中央周刊》",1
"仰山(1946)","国家 (n)",1946,"北平","《民主周刊(北平)》",1
"任叔谨(1946)","南洋 (n)",1946,"上海","《民主(上海)》",1
"任四维(1946)","义愤 (n)",1946,"上海","《民主(上海)》",1
"任四维(1946)","何在 (n)",1946,"上海","《民主(上海)》",1
"任四维(1946)","言论自由 (n)",1946,"上海","《民主(上海)》",1
"任四维(1946)","读者 (n)",1946,"上海","《民主(上海)》",1
"任民(1946)","天津 (n)",1946,"北平","《民主周刊(北平)》",1
"任民(1946)","学生 (n)",1946,"北平","《民主周刊(北平)》",1
"任民(1946)","游行 (n)",1946,"北平","《民主周刊(北平)》",1
"任民(1946)","第二次 (n)",1946,"北平","《民主周刊(北平)》",1
"任民(1946)","请愿 (n)",1946,"北平","《民主周刊(北平)》",1
"任舒平(1946)","军训 (n)",1946,"南京","《中央周刊》",1
"任舒平(1946)","生活 (n)",1946,"南京","《中央周刊》",1
"任舒平(1946)","译员 (n)",1946,"南京","《中央周刊》",1
"任远(1946)","民主 (n)",1946,"上海","《民主(上海)》",1
"任远(1946)","浪潮 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","一章 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","三片 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","下面 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","打算 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","政策 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","新解 (n)",1946,"上海","《文萃》",1
"任钧(1946)","水鸟 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","申诉 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","素描 (n)",1946,"上海","《周报(上海1945)》",1
"任钧(1946)","老人 (n)",1946,"上海","《周报(上海1945)》",1
"任钧(1946)","自由民主 (n)",1946,"上海","《文萃》",1
"任钧(1946)","重压 (n)",1946,"上海","《民主(上海)》",1
"任钧(1946)","铺子 (n)",1946,"上海","《民主(上海)》",1
"任鸿隽(1946)","作者 (n)",1946,"上海","《观察》",1
"任鸿隽(1946)","先生 (n)",1946,"上海","《观察》",1
"任鸿隽(1946)","创刊号 (n)",1946,"上海","《观察》",1
"任鸿隽(1946)","安平 (n)",1946,"上海","《观察》",1
"任鸿隽(1946)","编者 (n)",1946,"上海","《观察》",1
"任鸿隽(1946)","观察 (n)",1946,"上海","《观察》",1
"任鸿隽(1946)","读者 (n)",1946,"上海","《观察》",1
"伊人(1946)","一把 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","七七 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","停运 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","八则 (n)",1946,"重庆","《民主(重庆)》",1
"伊人(1946)","剑剌进 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","好像 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","对华政策 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","悲剧 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","来华 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","满江红 (n)",1946,"重庆","《民主(重庆)》",1
"伊人(1946)","物资 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","笑里藏刀 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","美国 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","联总 (n)",1946,"桂林","《民主:桂林版》",1
"伊人(1946)","诗词 (n)",1946,"重庆","《民主(重庆)》",1
"伊仲羊(1946)","五四 (n)",1946,"上海","《民主(上海)》",1
"伊仲羊(1946)","北平 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","一号 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","半月刊 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","压林 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","尼铭康 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","展望 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","战门 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","牧合译 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","纽约 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","而是 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","自夸 (n)",1946,"上海","《民主(上海)》",1
"伊利奥特·罗斯福(1946)","邱吉 (n)",1946,"上海","《民主(上海)》",1
"伊戈斯(1946)","中国 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","原子 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","土耳其 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","坐在 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","对着 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","开始 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","惊人 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","新纪元 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","曲子 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","水族 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","演奏 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","煞有介事 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","码头 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","秘密 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","箱子 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","美国军舰 (n)",1946,"上海","《文萃》",1
"伊戈斯(1946)","苏联 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","装满 (n)",1946,"上海","《时代杂志》",1
"伊戈斯(1946)","黄浦江 (n)",1946,"上海","《文萃》",1
"伊民(1946)","内幕 (n)",1946,"重庆","《中华论坛》",1
"伊民(1946)","安徽省 (n)",1946,"重庆","《中华论坛》",1
"伊萨珂夫(1946)","复活 (n)",1946,"上海","《时代杂志》",1
"伊萨珂夫(1946)","干涉 (n)",1946,"上海","《时代杂志》",1
"伊萨珂夫(1946)","政策 (n)",1946,"上海","《时代杂志》",1
"伊萨珂夫(1946)","西班牙 (n)",1946,"上海","《时代杂志》",1
"伍丁(1946)","长沙 (n)",1946,"桂林","《民主:桂林版》",1
"伍丹戈(1946)","国大代表 (n)",1946,"上海","《文萃》",1
"伍丹戈(1946)","必须 (n)",1946,"上海","《文萃》",1
"伍丹戈(1946)","重选 (n)",1946,"上海","《文萃》",1
"伍启元(1946)","主要 (n)",1946,"上海","《文萃》",1
"伍启元(1946)","建设 (n)",1946,"上海","《文萃》",1
"伍启元(1946)","技术 (n)",1946,"上海","《文萃》",1
"伍启元(1946)","目标 (n)",1946,"上海","《文萃》",1
"伍启元(1946)","经济 (n)",1946,"上海","《文萃》",1
"伍启元(1946)","革命 (n)",1946,"上海","《文萃》",1
"伍啓元(1946)","中国 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","人员 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","人文科学 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","内战 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","当前 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","待遇 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","得到 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","怎样才能 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","情势 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","改善 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","观点 (n)",1946,"上海","《观察》",1
"伍啓元(1946)","问题 (n)",1946,"上海","《观察》",1
"伍宪子(1946)","中国 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","事业 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","京沪 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","停止 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","内战 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","基础 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","复兴 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","建国 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","文化 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","纲领 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","蒋主席 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","观感 (n)",1946,"上海","《再生》",1
"伍宪子(1946)","问题 (n)",1946,"上海","《再生》",1
"伍德昌(1946)","公主岭 (n)",1946,"上海","《文萃》",1
"伍德昌(1946)","公主岭 (n)",1946,"上海","《时代杂志》",1
"伍德昌(1946)","和平 (n)",1946,"上海","《时代杂志》",1
"伍德昌(1946)","四平 (n)",1946,"上海","《文萃》",1
"伍德昌(1946)","美国 (n)",1946,"上海","《时代杂志》",1
"伏士聂辛斯基(1946)","共和国 (n)",1946,"上海","《时代杂志》",1
"伏士聂辛斯基(1946)","加盟 (n)",1946,"上海","《时代杂志》",1
"伏士聂辛斯基(1946)","计划 (n)",1946,"上海","《时代杂志》",1
"伏尔金(1946)","七十六岁 (n)",1946,"上海","《时代杂志》",1
"伏尔金(1946)","八七 (n)",1946,"上海","《时代杂志》",1
"伏尔金(1946)","科学 (n)",1946,"上海","《时代杂志》",1
"伏尔金(1946)","纪念 (n)",1946,"上海","《时代杂志》",1
"伏尔金(1946)","诞辰 (n)",1946,"上海","《时代杂志》",1
"伏龙斯基(1946)","所谓 (n)",1946,"上海","《时代杂志》",1
"伏龙斯基(1946)","报纸 (n)",1946,"上海","《时代杂志》",1
"伏龙斯基(1946)","新闻自由 (n)",1946,"上海","《时代杂志》",1
"伏龙斯基(1946)","衰落 (n)",1946,"上海","《时代杂志》",1
"伏龙斯基(1946)","记者 (n)",1946,"上海","《时代杂志》",1
"伏龙斯基(1946)","魏劳德 (n)",1946,"上海","《时代杂志》",1
"伟方(1946)","再度 (n)",1946,"香港","《正报》",1
"伟方(1946)","失学 (n)",1946,"香港","《正报》",1
"伯侨(1946)","之役 (n)",1946,"南京","《中央周刊》",1
"伯侨(1946)","二九 (n)",1946,"南京","《中央周刊》",1
"伯侨(1946)","信号 (n)",1946,"南京","《中央周刊》",1
"伯侨(1946)","广州 (n)",1946,"南京","《中央周刊》",1
"伯侨(1946)","故事 (n)",1946,"南京","《中央周刊》",1
"伯侨(1946)","革命 (n)",1946,"南京","《中央周刊》",1
"伯奇(1946)","中国 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","人民 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","市场 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","平时 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","必定 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","战后 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","抉择 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","政府 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","经济 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","美国 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","苏联 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","英国 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","英国工党 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","要变 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","迷梦 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","问题 (n)",1946,"重庆","《中华论坛》",1
"伯奇(1946)","骗局 (n)",1946,"重庆","《中华论坛》",1
"伯涛(1946)","中共 (n)",1946,"昆明","《民主周刊(昆明)》",1
"伯涛(1946)","军队 (n)",1946,"昆明","《民主周刊(昆明)》",1
"伯涛(1946)","喜欢 (n)",1946,"昆明","《民主周刊(昆明)》",1
"伯涛(1946)","士兵 (n)",1946,"昆明","《民主周刊(昆明)》",1
"伯涛(1946)","张家口 (n)",1946,"昆明","《民主周刊(昆明)》",1
"伯涛(1946)","民主选举 (n)",1946,"昆明","《民主周刊(昆明)》",1
"伯涛(1946)","生活 (n)",1946,"昆明","《民主周刊(昆明)》",1
"佐临(1946)","演出 (n)",1946,"上海","《时代杂志》",1
"佐临(1946)","经过 (n)",1946,"上海","《时代杂志》",1
"佐临(1946)","苦干 (n)",1946,"上海","《时代杂志》",1
"佐临(1946)","高尔基 (n)",1946,"上海","《时代杂志》",1
"何为(1946)","县长 (n)",1946,"上海","《周报(上海1945)》",1
"何为(1946)","国民大会 (n)",1946,"重庆","《民主(重庆)》",1
"何为(1946)","太湖 (n)",1946,"上海","《周报(上海1945)》",1
"何为(1946)","官儿 (n)",1946,"上海","《周报(上海1945)》",1
"何为(1946)","法统 (n)",1946,"重庆","《民主(重庆)》",1
"何为(1946)","湖匪 (n)",1946,"上海","《周报(上海1945)》",1
"何之(1946)","严重 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","中国 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","中美合作 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","之后 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","事件 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","人民 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","仍然 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","以后 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","全面 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","关键 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","军事 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","决定 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","力量 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","历史 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","和平 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","安平 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","展开 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","张家口 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","形势 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","战役 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","政策 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","文告 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","方向 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","时局 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","美国 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","记者 (n)",1946,"上海","《周报(上海1945)》",1
"何之(1946)","迷雾 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","透视 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","闲话 (n)",1946,"上海","《周报(上海1945)》",1
"何之(1946)","难产 (n)",1946,"桂林","《民主:桂林版》",1
"何之(1946)","风向 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","以后 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","同学 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","坚定 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","开学 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","方针 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","朋友 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","服务 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","照顾 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","确定 (n)",1946,"桂林","《民主:桂林版》",1
"何兆坤(1946)","自己 (n)",1946,"桂林","《民主:桂林版》",1
"何其芳(1946)","先生 (n)",1946,"上海","《周报(上海1945)》",1
"何其芳(1946)","星海 (n)",1946,"上海","《周报(上海1945)》",1
"何其芳(1946)","记洗 (n)",1946,"上海","《周报(上海1945)》",1
"何名(1946)","偶语 (n)",1946,"上海","《文萃》",1
"何天(1946)","和平 (n)",1946,"上海","《民主(上海)》",1
"何天(1946)","统一 (n)",1946,"上海","《民主(上海)》",1
"何家槐(1946)","名画 (n)",1946,"上海","《民主(上海)》",1
