"source","target","year","place","weight"
"客尔纳(1946)","《再生》",1946,"上海",3
"尊闻(1946)","《民主(上海)》",1946,"上海",3
"尚铖(1946)","《民主周刊(昆明)》",1946,"昆明",3
"张云川(1946)","《中华论坛》",1946,"重庆",3
"张志和(1946)","《民主:桂林版》",1946,"桂林",3
"慧年(1946)","《民主(上海)》",1946,"上海",3
"文琴(1946)","《民主(上海)》",1946,"上海",3
"方治平(1946)","《民主(重庆)》",1946,"重庆",3
"晨曦(1946)","《光明报》",1946,"香港",3
"曾昭抡(1946)","《民主周刊(北平)》",1946,"北平",3
"李健吾(1946)","《周报(上海1945)》",1946,"上海",3
"林汉达(1946)","《周报(上海1945)》",1946,"上海",3
"梁秋水(1946)","《再生》",1946,"上海",3
"毅夫(1946)","《周报(上海1945)》",1946,"上海",3
"沈定一(1946)","《中建》",1946,"上海",3
"沈志远(1946)","《光明报》",1946,"香港",3
"洪涛(1946)","《民主:桂林版》",1946,"桂林",3
"潘光旦(1946)","《民主周刊(昆明)》",1946,"昆明",3
"王之枚(1946)","《民主:桂林版》",1946,"桂林",3
"王向凡(1946)","《民主:桂林版》",1946,"桂林",3
"罗稷南(1946)","《民主(上海)》",1946,"上海",3
"耶戈(1946)","《周报(上海1945)》",1946,"上海",3
"胡冈(1946)","《民主周刊(北平)》",1946,"北平",3
"胡冈(1946)","《民主周刊(昆明)》",1946,"昆明",3
"范登堡(1946)","《再生》",1946,"上海",3
"茅盾(1946)","《周报(上海1945)》",1946,"上海",3
"萧扬(1946)","《民主(上海)》",1946,"上海",3
"萧明(1946)","《民主(重庆)》",1946,"重庆",3
"萧曙(1946)","《民主周刊(昆明)》",1946,"昆明",3
"萧秋(1946)","《周报(上海1945)》",1946,"上海",3
"蒋匀田(1946)","《再生》",1946,"上海",3
"蔡尚思(1946)","《周报(上海1945)》",1946,"上海",3
"裴仁(1946)","《周报(上海1945)》",1946,"上海",3
"许寿裳(1946)","《周报(上海1945)》",1946,"上海",3
"费青(1946)","《再生》",1946,"上海",3
"赤峰(1946)","《国讯》",1946,"上海",3
"邹云涛(1946)","《中建》",1946,"上海",3
"郭冠杰(1946)","《中华论坛》",1946,"重庆",3
"郭沫若(1946)","《民主(上海)》",1946,"上海",3
"野笋(1946)","《民主:桂林版》",1946,"桂林",3
"金华(1946)","《民主:桂林版》",1946,"桂林",3
"陈原(1946)","《中华论坛》",1946,"重庆",3
"陈瘦竹(1946)","《观察》",1946,"上海",3
"雾城(1946)","《民主(上海)》",1946,"上海",3
"黄炎培(1946)","《国讯》",1946,"上海",3
"丁易(1946)","《中华论坛》",1946,"重庆",2
"严景耀(1946)","《周报(上海1945)》",1946,"上海",2
"乔峯(1946)","《民主(上海)》",1946,"上海",2
"于仲(1946)","《民主周刊(昆明)》",1946,"昆明",2
"于潮(1946)","《民主(上海)》",1946,"上海",2
"以中(1946)","《民主(上海)》",1946,"上海",2
"伯涛(1946)","《民主周刊(昆明)》",1946,"昆明",2
"何为(1946)","《周报(上海1945)》",1946,"上海",2
"何家槐(1946)","《民主(上海)》",1946,"上海",2
"作周(1946)","《民主:桂林版》",1946,"桂林",2
"兆均(1946)","《民主(上海)》",1946,"上海",2
"光未然(1946)","《民主周刊(北平)》",1946,"北平",2
"冯友兰(1946)","《观察》",1946,"上海",2
"刘文茵(1946)","《民主(重庆)》",1946,"重庆",2
"刘西渭(1946)","《周报(上海1945)》",1946,"上海",2
"力扬(1946)","《周报(上海1945)》",1946,"上海",2
"勾适生(1946)","《中华论坛》",1946,"重庆",2
"卞之琳(1946)","《观察》",1946,"上海",2
"史国衡(1946)","《周报(上海1945)》",1946,"上海",2
"叶圣陶(1946)","《周报(上海1945)》",1946,"上海",2
"叶圣陶(1946)","《民主(上海)》",1946,"上海",2
"叶笃义(1946)","《再生》",1946,"上海",2
"周哲(1946)","《民主(重庆)》",1946,"重庆",2
"唐弢(1946)","《周报(上海1945)》",1946,"上海",2
"夏康农(1946)","《中华论坛》",1946,"重庆",2
"夏衍(1946)","《周报(上海1945)》",1946,"上海",2
"子午(1946)","《周报(上海1945)》",1946,"上海",2
"孙起孟(1946)","《民主(上海)》",1946,"上海",2
"孟浪(1946)","《民主:桂林版》",1946,"桂林",2
"安娥(1946)","《周报(上海1945)》",1946,"上海",2
"少之(1946)","《国讯》",1946,"上海",2
"尚钺(1946)","《民主周刊(昆明)》",1946,"昆明",2
"巴金(1946)","《周报(上海1945)》",1946,"上海",2
"希苓(1946)","《民主(上海)》",1946,"上海",2
"平心(1946)","《周报(上海1945)》",1946,"上海",2
"平心(1946)","《民主(上海)》",1946,"上海",2
"建人(1946)","《民主(上海)》",1946,"上海",2
"张东荪(1946)","《再生》",1946,"上海",2
"张中府(1946)","《民主(上海)》",1946,"上海",2
"张印堂(1946)","《观察》",1946,"上海",2
"张君劢(1946)","《民主(上海)》",1946,"上海",2
"张大雷(1946)","《民主(上海)》",1946,"上海",2
"张学良(1946)","《周报(上海1945)》",1946,"上海",2
"张文元(1946)","《中华论坛》",1946,"重庆",2
"张文元(1946)","《周报(上海1945)》",1946,"上海",2
"张絅伯(1946)","《民主(上海)》",1946,"上海",2
"张若达(1946)","《周报(上海1945)》",1946,"上海",2
"张西超(1946)","《民主:桂林版》",1946,"桂林",2
"张铁生(1946)","《光明报》",1946,"香港",2
"张锡昌(1946)","《民主:桂林版》",1946,"桂林",2
"彭泽民(1946)","《中华论坛》",1946,"重庆",2
"徐寅初(1946)","《民主:桂林版》",1946,"桂林",2
"徐调孚(1946)","《周报(上海1945)》",1946,"上海",2
"怀瑾(1946)","《民主周刊(昆明)》",1946,"昆明",2
"思粤(1946)","《观察》",1946,"上海",2
"戴镏龄(1946)","《观察》",1946,"上海",2
"拉斯基(1946)","《再生》",1946,"上海",2
"拾风(1946)","《周报(上海1945)》",1946,"上海",2
"方治平(1946)","《民主(上海)》",1946,"上海",2
"普森(1946)","《民主(上海)》",1946,"上海",2
"木天(1946)","《民主:桂林版》",1946,"桂林",2
"李俞(1946)","《周报(上海1945)》",1946,"上海",2
"李广田(1946)","《观察》",1946,"上海",2
"李普(1946)","《中华论坛》",1946,"重庆",2
"李浩培(1946)","《观察》",1946,"上海",2
"杜守素(1946)","《中华论坛》",1946,"重庆",2
"杜律斯(1946)","《再生》",1946,"上海",2
"杨增福(1946)","《民主周刊(昆明)》",1946,"昆明",2
"杨宁(1946)","《民主周刊(昆明)》",1946,"昆明",2
"杨弘(1946)","《民主:桂林版》",1946,"桂林",2
"杨毓滋(1946)","《再生》",1946,"上海",2
"林慧(1946)","《民主周刊(北平)》",1946,"北平",2
"林焕平(1946)","《中华论坛》",1946,"重庆",2
"林砺儒(1946)","《民主:桂林版》",1946,"桂林",2
"林莽(1946)","《周报(上海1945)》",1946,"上海",2
"林萼(1946)","《中华论坛》",1946,"重庆",2
"柯灵(1946)","《周报(上海1945)》",1946,"上海",2
"梅湜(1946)","《民主(上海)》",1946,"上海",2
"武子(1946)","《民主:桂林版》",1946,"桂林",2
"毛以亨(1946)","《再生》",1946,"上海",2
"求思诀(1946)","《民主(上海)》",1946,"上海",2
"江峰(1946)","《中建》",1946,"上海",2
"沈燕谋(1946)","《民主(上海)》",1946,"上海",2
"波浪(1946)","《民主:桂林版》",1946,"桂林",2
"洛如(1946)","《民主:桂林版》",1946,"桂林",2
"洪深(1946)","《周报(上海1945)》",1946,"上海",2
"浮天(1946)","《民主:桂林版》",1946,"桂林",2
"湘文(1946)","《国讯》",1946,"上海",2
"潘大逵(1946)","《民主周刊(北平)》",1946,"北平",2
"潘星照(1946)","《中建》",1946,"上海",2
"狄超白(1946)","《光明报》",1946,"香港",2
"珂田(1946)","《周报(上海1945)》",1946,"上海",2
"甘杜(1946)","《民主周刊(昆明)》",1946,"昆明",2
"田水(1946)","《民主(重庆)》",1946,"重庆",2
"田汝康(1946)","《再生》",1946,"上海",2
"石仁(1946)","《民主周刊(昆明)》",1946,"昆明",2
"石挥(1946)","《周报(上海1945)》",1946,"上海",2
"祝唯一(1946)","《中建》",1946,"上海",2
"秦柳方(1946)","《国讯》",1946,"上海",2
"秦牧(1946)","《中华论坛》",1946,"重庆",2
"程梯云(1946)","《中建》",1946,"上海",2
"紫槿(1946)","《民主(上海)》",1946,"上海",2
"编者(1946)","《中建》",1946,"上海",2
"翁逸之(1946)","《周报(上海1945)》",1946,"上海",2
"胡愈之(1946)","《周报(上海1945)》",1946,"上海",2
"胡曲园(1946)","《周报(上海1945)》",1946,"上海",2
"胡绳(1946)","《民主(上海)》",1946,"上海",2
"胡钊(1946)","《民主周刊(昆明)》",1946,"昆明",2
"胡风(1946)","《周报(上海1945)》",1946,"上海",2
"茅盾(1946)","《民主(上海)》",1946,"上海",2
"莊智焕(1946)","《观察》",1946,"上海",2
"萧冰(1946)","《中建》",1946,"上海",2
"蒋天佐(1946)","《民主(上海)》",1946,"上海",2
"许傑(1946)","《民主(上海)》",1946,"上海",2
"诺斯(1946)","《民主:桂林版》",1946,"桂林",2
"赵元浩(1946)","《光明报》",1946,"香港",2
"达史(1946)","《光明报》",1946,"香港",2
"邓初民(1946)","《民主:桂林版》",1946,"桂林",2
"邓初民(1946)","《民主周刊(昆明)》",1946,"昆明",2
"邵景康(1946)","《中建》",1946,"上海",2
"郭生(1946)","《周报(上海1945)》",1946,"上海",2
"郭生(1946)","《民主(上海)》",1946,"上海",2
"醒民(1946)","《再生》",1946,"上海",2
"野叟(1946)","《民主(上海)》",1946,"上海",2
"闻一多(1946)","《民主周刊(昆明)》",1946,"昆明",2
"阿杨(1946)","《民主(上海)》",1946,"上海",2
"陈友松(1946)","《观察》",1946,"上海",2
"陈此生(1946)","《光明报》",1946,"香港",2
"陈衡哲(1946)","《观察》",1946,"上海",2
"陈闲(1946)","《民主:桂林版》",1946,"桂林",2
"非昔(1946)","《民主(上海)》",1946,"上海",2
"高名凯(1946)","《观察》",1946,"上海",2
"高觉敷(1946)","《观察》",1946,"上海",2
"黄雨秋(1946)","《民主周刊(昆明)》",1946,"昆明",2
"黎洪(1946)","《光明报》",1946,"香港",2
"默君(1946)","《民主:桂林版》",1946,"桂林",2
"A.K.(1946)","《中建》",1946,"上海",1
"C.L.(1946)","《民主周刊(北平)》",1946,"北平",1
"Grary，W.(1946)","《民主(上海)》",1946,"上海",1
"L·柏罗特(1946)","《民主周刊(昆明)》",1946,"昆明",1
"MK(1946)","《周报(上海1945)》",1946,"上海",1
"Stein，G.(1946)","《中华论坛》",1946,"重庆",1
"Woodward，E.L.(1946)","《再生》",1946,"上海",1
"__波(1946)","《民主:桂林版》",1946,"桂林",1
"一孔(1946)","《民主(上海)》",1946,"上海",1
"一波(1946)","《民主周刊(北平)》",1946,"北平",1
"一知(1946)","《周报(上海1945)》",1946,"上海",1
"一行(1946)","《观察》",1946,"上海",1
"丁丙(1946)","《民主周刊(北平)》",1946,"北平",1
"丁丙莉(1946)","《民主周刊(北平)》",1946,"北平",1
"丁志进(1946)","《民主(上海)》",1946,"上海",1
"万力(1946)","《观察》",1946,"上海",1
"万守义(1946)","《观察》",1946,"上海",1
"万来(1946)","《民主周刊(昆明)》",1946,"昆明",1
"不耳(1946)","《周报(上海1945)》",1946,"上海",1
"丕强(1946)","《民主周刊(北平)》",1946,"北平",1
"丘一中(1946)","《中华论坛》",1946,"重庆",1
"丘哲(1946)","《中华论坛》",1946,"重庆",1
"丘哲(1946)","《光明报》",1946,"香港",1
"东山头人(1946)","《周报(上海1945)》",1946,"上海",1
"东方晦之(1946)","《光明报》",1946,"香港",1
"东郭迪吉(1946)","《民主周刊(昆明)》",1946,"昆明",1
"东风(1946)","《民主(上海)》",1946,"上海",1
"严奇(1946)","《周报(上海1945)》",1946,"上海",1
"丰子恺(1946)","《周报(上海1945)》",1946,"上海",1
"乃__(1946)","《民主(上海)》",1946,"上海",1
"乃鹤(1946)","《民主(上海)》",1946,"上海",1
"之的(1946)","《观察》",1946,"上海",1
"乐水(1946)","《民主周刊(北平)》",1946,"北平",1
"乡下人(1946)","《民主(重庆)》",1946,"重庆",1
"于明(1946)","《民主(重庆)》",1946,"重庆",1
"于陵(1946)","《周报(上海1945)》",1946,"上海",1
"于鹤年(1946)","《观察》",1946,"上海",1
"云野(1946)","《观察》",1946,"上海",1
"仁柳(1946)","《民主(上海)》",1946,"上海",1
"令狐畏(1946)","《周报(上海1945)》",1946,"上海",1
"仰山(1946)","《民主周刊(北平)》",1946,"北平",1
"任叔谨(1946)","《民主(上海)》",1946,"上海",1
"任四维(1946)","《民主(上海)》",1946,"上海",1
"任民(1946)","《民主周刊(北平)》",1946,"北平",1
"任远(1946)","《民主(上海)》",1946,"上海",1
"任钧(1946)","《周报(上海1945)》",1946,"上海",1
"伊人(1946)","《民主(重庆)》",1946,"重庆",1
"伊仲羊(1946)","《民主(上海)》",1946,"上海",1
"伊利奥特·罗斯福(1946)","《民主(上海)》",1946,"上海",1
"伊民(1946)","《中华论坛》",1946,"重庆",1
"伍丁(1946)","《民主:桂林版》",1946,"桂林",1
"何为(1946)","《民主(重庆)》",1946,"重庆",1
"何之(1946)","《周报(上海1945)》",1946,"上海",1
"何其芳(1946)","《周报(上海1945)》",1946,"上海",1
"何天(1946)","《民主(上海)》",1946,"上海",1
"何家槐(1946)","《周报(上海1945)》",1946,"上海",1
"何容(1946)","《周报(上海1945)》",1946,"上海",1
"何康平(1946)","《民主周刊(昆明)》",1946,"昆明",1
"何恕(1946)","《民主(上海)》",1946,"上海",1
"何方(1946)","《民主周刊(北平)》",1946,"北平",1
"何林(1946)","《民主周刊(昆明)》",1946,"昆明",1
"何永佶(1946)","《再生》",1946,"上海",1
"何清(1946)","《民主周刊(昆明)》",1946,"昆明",1
"何满(1946)","《光明报》",1946,"香港",1
"何锦明(1946)","《国讯》",1946,"上海",1
"余伯约(1946)","《周报(上海1945)》",1946,"上海",1
"余信华(1946)","《中建》",1946,"上海",1
"余审之(1946)","《民主(上海)》",1946,"上海",1
"佛利阿特(1946)","《再生》",1946,"上海",1
"俞平清(1946)","《民主(上海)》",1946,"上海",1
"俞湘文(1946)","《国讯》",1946,"上海",1
"俞白克(1946)","《民主(重庆)》",1946,"重庆",1
"倪平(1946)","《再生》",1946,"上海",1
"傅亮(1946)","《中建》",1946,"上海",1
"傅菊人(1946)","《中建》",1946,"上海",1
"傅雷(1946)","《周报(上海1945)》",1946,"上海",1
"傅雷(1946)","《民主(上海)》",1946,"上海",1
"元民(1946)","《中建》",1946,"上海",1
"光旦(1946)","《观察》",1946,"上海",1
"克士(1946)","《周报(上海1945)》",1946,"上海",1
"克汀(1946)","《中华论坛》",1946,"重庆",1
"全慰天(1946)","《观察》",1946,"上海",1
"公南(1946)","《中建》",1946,"上海",1
"公隼(1946)","《周报(上海1945)》",1946,"上海",1
"其善(1946)","《光明报》",1946,"香港",1
"其玉(1946)","《周报(上海1945)》",1946,"上海",1
"农慕之(1946)","《民主(上海)》",1946,"上海",1
"冠英(1946)","《民主周刊(北平)》",1946,"北平",1
"冬予里(1946)","《民主周刊(昆明)》",1946,"昆明",1
"冬池(1946)","《民主(重庆)》",1946,"重庆",1
"冯小山(1946)","《周报(上海1945)》",1946,"上海",1
"冯玉祥(1946)","《周报(上海1945)》",1946,"上海",1
"冯至(1946)","《观察》",1946,"上海",1
"冷欣(1946)","《中建》",1946,"上海",1
"冷铁(1946)","《民主周刊(北平)》",1946,"北平",1
"凌元(1946)","《光明报》",1946,"香港",1
"凌风(1946)","《周报(上海1945)》",1946,"上海",1
"凌飞(1946)","《国讯》",1946,"上海",1
"凤子(1946)","《周报(上海1945)》",1946,"上海",1
"刃锋(1946)","《中华论坛》",1946,"重庆",1
"刍雷(1946)","《民主(上海)》",1946,"上海",1
"刘中育(1946)","《民主周刊(北平)》",1946,"北平",1
"刘友瑾(1946)","《周报(上海1945)》",1946,"上海",1
"刘唯公(1946)","《民主(重庆)》",1946,"重庆",1
"刘威(1946)","《再生》",1946,"上海",1
"刘尊棋(1946)","《中华论坛》",1946,"重庆",1
"刘恢之(1946)","《民主周刊(北平)》",1946,"北平",1
"刘白羽(1946)","《周报(上海1945)》",1946,"上海",1
"刘英(1946)","《再生》",1946,"上海",1
"刘谟(1946)","《周报(上海1945)》",1946,"上海",1
"前进危险”(1946)","《中华论坛》",1946,"重庆",1
"剪伯赞(1946)","《民主(上海)》",1946,"上海",1
"力戈(1946)","《民主:桂林版》",1946,"桂林",1
"力扬(1946)","《民主周刊(北平)》",1946,"北平",1
"力耘(1946)","《民主:桂林版》",1946,"桂林",1
"力衡(1946)","《光明报》",1946,"香港",1
"劳伦斯(1946)","《再生》",1946,"上海",1
"劳德拔哈(1946)","《再生》",1946,"上海",1
"劳荣(1946)","《民主(上海)》",1946,"上海",1
"劳辛(1946)","《中华论坛》",1946,"重庆",1
"勒巩(1946)","《民主(上海)》",1946,"上海",1
"匀田(1946)","《民主:桂林版》",1946,"桂林",1
"千家驹(1946)","《民主周刊(昆明)》",1946,"昆明",1
"午子(1946)","《中华论坛》",1946,"重庆",1
"华伞(1946)","《民主周刊(北平)》",1946,"北平",1
"华又严(1946)","《中华论坛》",1946,"重庆",1
"华庆(1946)","《民主(重庆)》",1946,"重庆",1
"华生(1946)","《周报(上海1945)》",1946,"上海",1
"华臣(1946)","《周报(上海1945)》",1946,"上海",1
"单行(1946)","《民主(上海)》",1946,"上海",1
"南人(1946)","《周报(上海1945)》",1946,"上海",1
"南风(1946)","《民主周刊(北平)》",1946,"北平",1
"卧龙山人(1946)","《民主(上海)》",1946,"上海",1
"厄尔·白劳德(1946)","《中华论坛》",1946,"重庆",1
"叙功(1946)","《民主(上海)》",1946,"上海",1
"古月(1946)","《周报(上海1945)》",1946,"上海",1
"古泉(1946)","《民主:桂林版》",1946,"桂林",1
"古谛(1946)","《民主(上海)》",1946,"上海",1
"史东山(1946)","《周报(上海1945)》",1946,"上海",1
"史国衡(1946)","《再生》",1946,"上海",1
"史枚(1946)","《民主(上海)》",1946,"上海",1
"史永(1946)","《民主(上海)》",1946,"上海",1
"史笃(1946)","《民主(上海)》",1946,"上海",1
"史言(1946)","《周报(上海1945)》",1946,"上海",1
"史逸(1946)","《民主(上海)》",1946,"上海",1
"史鉴(1946)","《民主:桂林版》",1946,"桂林",1
"史靖(1946)","《民主周刊(昆明)》",1946,"昆明",1
"叶正明(1946)","《周报(上海1945)》",1946,"上海",1
"叶浅予(1946)","《周报(上海1945)》",1946,"上海",1
"司马文森(1946)","《周报(上海1945)》",1946,"上海",1
"向师程(1946)","《民主(上海)》",1946,"上海",1
"向春(1946)","《民主:桂林版》",1946,"桂林",1
"向豁(1946)","《民主(重庆)》",1946,"重庆",1
"向达(1946)","《民主周刊(昆明)》",1946,"昆明",1
"吕牛(1946)","《周报(上海1945)》",1946,"上海",1
"吕阳(1946)","《周报(上海1945)》",1946,"上海",1
"君羊(1946)","《民主(上海)》",1946,"上海",1
"吴世昌(1946)","《周报(上海1945)》",1946,"上海",1
"吴大琨(1946)","《民主(上海)》",1946,"上海",1
"吴奔星(1946)","《民主(重庆)》",1946,"重庆",1
"吴恩裕(1946)","《观察》",1946,"上海",1
"吴晗(1946)","《中华论坛》",1946,"重庆",1
"吴禹昌(1946)","《再生》",1946,"上海",1
"呆霞(1946)","《民主(重庆)》",1946,"重庆",1
"周东郊(1946)","《观察》",1946,"上海",1
"周予同(1946)","《周报(上海1945)》",1946,"上海",1
"周建人(1946)","《周报(上海1945)》",1946,"上海",1
"周新民(1946)","《光明报》",1946,"香港",1
"周新民(1946)","《民主周刊(昆明)》",1946,"昆明",1
"周绶章(1946)","《观察》",1946,"上海",1
"周荣(1946)","《周报(上海1945)》",1946,"上海",1
"味橄(1946)","《观察》",1946,"上海",1
"哈哈(1946)","《民主:桂林版》",1946,"桂林",1
"哈里逊·福门(1946)","《民主(上海)》",1946,"上海",1
"哲圣(1946)","《周报(上海1945)》",1946,"上海",1
"唐弢(1946)","《民主(上海)》",1946,"上海",1
"唐现之(1946)","《民主:桂林版》",1946,"桂林",1
"唐祥__(1946)","《中建》",1946,"上海",1
"唐言(1946)","《中华论坛》",1946,"重庆",1
"国新(1946)","《民主周刊(北平)》",1946,"北平",1
"国新(1946)","《民主周刊(昆明)》",1946,"昆明",1
"圣徒(1946)","《民主(重庆)》",1946,"重庆",1
"在灼(1946)","《再生》",1946,"上海",1
"坚夫(1946)","《光明报》",1946,"香港",1
"培仁(1946)","《再生》",1946,"上海",1
"墨君(1946)","《民主:桂林版》",1946,"桂林",1
"士刚(1946)","《中华论坛》",1946,"重庆",1
"复生(1946)","《再生》",1946,"上海",1
"夏敏(1946)","《周报(上海1945)》",1946,"上海",1
"夏晨(1946)","《民主(上海)》",1946,"上海",1
"夏若愚(1946)","《光明报》",1946,"香港",1
"夏衍(1946)","《民主周刊(北平)》",1946,"北平",1
"夏迪蒙(1946)","《民主(重庆)》",1946,"重庆",1
"多鲁(1946)","《观察》",1946,"上海",1
"大希(1946)","《民主周刊(昆明)》",1946,"昆明",1
"大白(1946)","《民主:桂林版》",1946,"桂林",1
"大羊(1946)","《周报(上海1945)》",1946,"上海",1
"天顽(1946)","《民主(上海)》",1946,"上海",1
"奔原(1946)","《光明报》",1946,"香港",1
"奥凯(1946)","《民主(重庆)》",1946,"重庆",1
"姚又馀(1946)","《民主(上海)》",1946,"上海",1
"姚澄波(1946)","《中建》",1946,"上海",1
"姜庆湘(1946)","《国讯》",1946,"上海",1
"威尔斯(1946)","《再生》",1946,"上海",1
"威德(1946)","《再生》",1946,"上海",1
"娄立齐(1946)","《民主(上海)》",1946,"上海",1
"子冈(1946)","《周报(上海1945)》",1946,"上海",1
"子冈(1946)","《民主周刊(北平)》",1946,"北平",1
"子起(1946)","《民主(上海)》",1946,"上海",1
"孔庆赓(1946)","《周报(上海1945)》",1946,"上海",1
"孙克宽(1946)","《观察》",1946,"上海",1
"孙凯根(1946)","《中建》",1946,"上海",1
"孙宝刚(1946)","《再生》",1946,"上海",1
"孙懋德(1946)","《民主:桂林版》",1946,"桂林",1
"孙源(1946)","《民主:桂林版》",1946,"桂林",1
"孙肯来(1946)","《周报(上海1945)》",1946,"上海",1
"孟南(1946)","《民主周刊(北平)》",1946,"北平",1
"孟南(1946)","《民主周刊(昆明)》",1946,"昆明",1
"孟宪章(1946)","《中华论坛》",1946,"重庆",1
"孟晖(1946)","《观察》",1946,"上海",1
"孟木(1946)","《周报(上海1945)》",1946,"上海",1
"孟永之(1946)","《中华论坛》",1946,"重庆",1
"季凤(1946)","《周报(上海1945)》",1946,"上海",1
"季季(1946)","《中华论坛》",1946,"重庆",1
"学范(1946)","《民主(上海)》",1946,"上海",1
"安奇(1946)","《民主周刊(北平)》",1946,"北平",1
"安娜·莎克赛(1946)","《民主:桂林版》",1946,"桂林",1
"安得烈·罗斯(1946)","《再生》",1946,"上海",1
"宋云彬(1946)","《民主周刊(北平)》",1946,"北平",1
"宗亿(1946)","《民主(上海)》",1946,"上海",1
"宗白华(1946)","《观察》",1946,"上海",1
"宗石(1946)","《民主(上海)》",1946,"上海",1
"实革(1946)","《民主(上海)》",1946,"上海",1
"宣铁吾(1946)","《周报(上海1945)》",1946,"上海",1
"宦乡(1946)","《周报(上海1945)》",1946,"上海",1
"宾符(1946)","《周报(上海1945)》",1946,"上海",1
"尊闻(1946)","《周报(上海1945)》",1946,"上海",1
"小兵(1946)","《民主:桂林版》",1946,"桂林",1
"小鱼(1946)","《民主周刊(北平)》",1946,"北平",1
"尔东(1946)","《周报(上海1945)》",1946,"上海",1
"尖兵(1946)","《周报(上海1945)》",1946,"上海",1
"尙羣(1946)","《民主(重庆)》",1946,"重庆",1
"尚钺(1946)","《民主周刊(北平)》",1946,"北平",1
"尤鲁(1946)","《民主(上海)》",1946,"上海",1
"屠西(1946)","《民主:桂林版》",1946,"桂林",1
"岳光(1946)","《周报(上海1945)》",1946,"上海",1
"崔嵬(1946)","《再生》",1946,"上海",1
"崔超明(1946)","《周报(上海1945)》",1946,"上海",1
"左垲(1946)","《观察》",1946,"上海",1
"左昂(1946)","《民主(重庆)》",1946,"重庆",1
"师陀(1946)","《周报(上海1945)》",1946,"上海",1
"希孟(1946)","《民主周刊(昆明)》",1946,"昆明",1
"希昭(1946)","《民主:桂林版》",1946,"桂林",1
"平新(1946)","《民主周刊(北平)》",1946,"北平",1
"应卫民(1946)","《周报(上海1945)》",1946,"上海",1
"康纳(1946)","《民主周刊(昆明)》",1946,"昆明",1
"廖世承(1946)","《观察》",1946,"上海",1
"廖冰兄(1946)","《周报(上海1945)》",1946,"上海",1
"廖婴(1946)","《民主:桂林版》",1946,"桂林",1
"弋戈(1946)","《光明报》",1946,"香港",1
"引流(1946)","《国讯》",1946,"上海",1
"弘仁(1946)","《民主周刊(昆明)》",1946,"昆明",1
"张一凡(1946)","《民主:桂林版》",1946,"桂林",1
"张一帆(1946)","《民主(上海)》",1946,"上海",1
"张东前(1946)","《观察》",1946,"上海",1
"张东荪(1946)","《周报(上海1945)》",1946,"上海",1
"张东荪(1946)","《国讯》",1946,"上海",1
"张东荪(1946)","《民主周刊(昆明)》",1946,"昆明",1
"张健(1946)","《民主周刊(昆明)》",1946,"昆明",1
"张光裕(1946)","《民主:桂林版》",1946,"桂林",1
"张凤举(1946)","《民主(上海)》",1946,"上海",1
"张刚父(1946)","《中华论坛》",1946,"重庆",1
"张君励(1946)","《观察》",1946,"上海",1
"张复生(1946)","《民主:桂林版》",1946,"桂林",1
"张宏(1946)","《周报(上海1945)》",1946,"上海",1
"张家壻(1946)","《周报(上海1945)》",1946,"上海",1
"张庆一(1946)","《周报(上海1945)》",1946,"上海",1
"张志龢(1946)","《民主(重庆)》",1946,"重庆",1
"张恒(1946)","《周报(上海1945)》",1946,"上海",1
"张正邦(1946)","《中建》",1946,"上海",1
"张武全(1946)","《周报(上海1945)》",1946,"上海",1
"张永久(1946)","《中建》",1946,"上海",1
"张沈贞清(1946)","《周报(上海1945)》",1946,"上海",1
"张澜(1946)","《民主:桂林版》",1946,"桂林",1
"张琴(1946)","《再生》",1946,"上海",1
"张申府(1946)","《中华论坛》",1946,"重庆",1
"张申府(1946)","《民主周刊(北平)》",1946,"北平",1
"张禹(1946)","《周报(上海1945)》",1946,"上海",1
"张胆(1946)","《国讯》",1946,"上海",1
"张道真(1946)","《观察》",1946,"上海",1
"张铁生(1946)","《民主(上海)》",1946,"上海",1
"张锐(1946)","《观察》",1946,"上海",1
"张鸣春(1946)","《观察》",1946,"上海",1
"彭慧(1946)","《民主:桂林版》",1946,"桂林",1
"彭文应(1946)","《中华论坛》",1946,"重庆",1
"彭迪先(1946)","《中华论坛》",1946,"重庆",1
"彳亍(1946)","《民主(上海)》",1946,"上海",1
"徐仁道(1946)","《中建》",1946,"上海",1
"徐学礼(1946)","《中建》",1946,"上海",1
"徐深(1946)","《民主(上海)》",1946,"上海",1
"徐盈(1946)","《周报(上海1945)》",1946,"上海",1
"徐盈(1946)","《观察》",1946,"上海",1
"徐调孚(1946)","《民主(上海)》",1946,"上海",1
"徐逸(1946)","《中建》",1946,"上海",1
"徐醒(1946)","《民主:桂林版》",1946,"桂林",1
"徐静凡(1946)","《周报(上海1945)》",1946,"上海",1
"怀椒(1946)","《民主(上海)》",1946,"上海",1
"思云(1946)","《周报(上海1945)》",1946,"上海",1
"思聪(1946)","《周报(上海1945)》",1946,"上海",1
"思辽(1946)","《民主(上海)》",1946,"上海",1
"惕庵(1946)","《民主(上海)》",1946,"上海",1
"愚公(1946)","《民主(上海)》",1946,"上海",1
"愿翊羣(1946)","《观察》",1946,"上海",1
"戈扬(1946)","《民主周刊(昆明)》",1946,"昆明",1
"戈风(1946)","《民主:桂林版》",1946,"桂林",1
"戴世光(1946)","《观察》",1946,"上海",1
