"source","target","author","year","place","weight"
"周报","《周报(上海1945)》","周予同",1946,"上海",1
"周报","《周报(上海1945)》","徐调孚",1946,"上海",1
"周报","《周报(上海1945)》","茅盾",1946,"上海",1
"周报","《周报(上海1945)》","适夷",1946,"上海",1
"周报","《周报(上海1945)》","郭沫若",1946,"上海",1
"周报","《周报(上海1945)》","郭绍虞",1946,"上海",1
"周报","《周报(上海1945)》","陆重甲",1946,"上海",1
"周报","《周报(上海1945)》","顾均正",1946,"上海",1
"周报","《周报(上海1945)》","马叙伦",1946,"上海",1
"周报","《民主(上海)》","求思",1946,"上海",1
"周报","《民主(上海)》","马叙伦",1946,"上海",1
"周期性","《时代杂志》","文琴",1946,"上海",1
"周济","《文萃》","申由",1946,"上海",1
"周浦","《中建》","徐仁道",1946,"上海",1
"周评","《文萃》","中",1946,"上海",1
"周评","《文萃》","先",1946,"上海",1
"周评","《文萃》","启",1946,"上海",1
"周评","《文萃》","喜",1946,"上海",1
"周评","《文萃》","嘘",1946,"上海",1
"周评","《文萃》","巳",1946,"上海",1
"周评","《文萃》","希",1946,"上海",1
"周评","《文萃》","心",1946,"上海",1
"周评","《文萃》","戒",1946,"上海",1
"周评","《文萃》","晨",1946,"上海",1
"周评","《文萃》","普",1946,"上海",1
"周评","《文萃》","沉",1946,"上海",1
"周评","《文萃》","深",1946,"上海",1
"周评","《文萃》","然",1946,"上海",1
"周评","《文萃》","真",1946,"上海",1
"周评","《文萃》","约",1946,"上海",1
"周评","《文萃》","耻",1946,"上海",1
"周评","《文萃》","胡",1946,"上海",1
"周评","《文萃》","诚",1946,"上海",1
"周评","《文萃》","起",1946,"上海",1
"周评","《文萃》","远",1946,"上海",1
"周评","《文萃》","郭",1946,"上海",1
"周评","《文萃》","鸿",1946,"上海",1
"呼冤","《民主:桂林版》","漓流",1946,"桂林",1
"呼吁","《周报(上海1945)》","文",1946,"上海",1
"呼吁","《国讯》","谢默衣",1946,"上海",1
"呼吁","《民主(上海)》","俞平清",1946,"上海",1
"呼吁","《民主(上海)》","郑振铎",1946,"上海",1
"呼吁","《民主(上海)》","黎洪",1946,"上海",1
"呼呼","《周报(上海1945)》","沈同衡",1946,"上海",1
"呼声","《中央周刊》","刘光炎",1946,"南京",1
"呼声","《中央周刊》","幼农",1946,"南京",1
"呼声","《周报(上海1945)》","严奇",1946,"上海",1
"呼声","《周报(上海1945)》","严艺英",1946,"上海",1
"呼声","《周报(上海1945)》","罗迪",1946,"上海",1
"呼声","《周报(上海1945)》","马叙伦 严景耀 郑振铎",1946,"上海",1
"呼声","《国讯》","蒋克仁",1946,"上海",1
"呼声","《国讯》","谢默衣",1946,"上海",1
"呼声","《文萃》","沈济远",1946,"上海",1
"呼籲","《再生》","侯北人",1946,"上海",1
"呼籲","《再生》","国超",1946,"上海",1
"呼籲","《民主周刊(北平)》","林慧 刘中育 王兴",1946,"北平",1
"命令","《民主周刊(北平)》","仁",1946,"北平",1
"命令","《民主周刊(北平)》","平新",1946,"北平",1
"命令","《民主周刊(北平)》","郭启蒙",1946,"北平",1
"命运","《中央周刊》","壮",1946,"南京",1
"命运","《中央周刊》","平",1946,"南京",1
"命运","《周报(上海1945)》","小民",1946,"上海",1
"命运","《周报(上海1945)》","张文元",1946,"上海",1
"命运","《周报(上海1945)》","洪深",1946,"上海",1
"命运","《文萃》","夏衍",1946,"上海",1
"命运","《民主(上海)》","念青",1946,"上海",1
"命运","《民主:桂林版》","王榆",1946,"桂林",1
"咀咒","《民主周刊(昆明)》","活火",1946,"昆明",1
"咀嚼","《中建》","金大均 何肫林",1946,"上海",1
"和亲","《民主:桂林版》","何陋之",1946,"桂林",1
"和平","《中华论坛》","刃锋",1946,"重庆",1
"和平","《中华论坛》","彭文应",1946,"重庆",1
"和平","《中华论坛》","陈原",1946,"重庆",1
"和平","《中央周刊》","Emery Reves 彭斐",1946,"南京",1
"和平","《中央周刊》","周缉熙",1946,"南京",1
"和平","《中央周刊》","周辑熙",1946,"南京",1
"和平","《中央周刊》","炎",1946,"南京",1
"和平","《中央周刊》","芮鹤九 蒋",1946,"南京",1
"和平","《中央周刊》","蒋",1946,"南京",1
"和平","《中央周刊》","闻静",1946,"南京",1
"和平","《中央周刊》","（法）皮杜尔 君衡",1946,"南京",1
"和平","《中建》","王昆生",1946,"上海",1
"和平","《光明报》","思慕",1946,"香港",1
"和平","《光明报》","黄__眠",1946,"香港",1
"和平","《再生》","方艾",1946,"上海",1
"和平","《再生》","毅生",1946,"上海",1
"和平","《再生》","田汝康",1946,"上海",1
"和平","《再生》","苏生",1946,"上海",1
"和平","《周报(上海1945)》","力扬",1946,"上海",1
"和平","《周报(上海1945)》","古月",1946,"上海",1
"和平","《周报(上海1945)》","周建人 郭根 安娥",1946,"上海",1
"和平","《周报(上海1945)》","范蕙",1946,"上海",1
"和平","《周报(上海1945)》","通",1946,"上海",1
"和平","《国讯》","胡钊",1946,"上海",1
"和平","《文萃》","为",1946,"上海",1
"和平","《文萃》","公孙求之",1946,"上海",1
"和平","《文萃》","农慕之",1946,"上海",1
"和平","《文萃》","刘移山",1946,"上海",1
"和平","《文萃》","宦乡",1946,"上海",1
"和平","《文萃》","文孚",1946,"上海",1
"和平","《文萃》","方非",1946,"上海",1
"和平","《文萃》","稽古",1946,"上海",1
"和平","《文萃》","萧扬",1946,"上海",1
"和平","《文萃》","邓初民",1946,"上海",1
"和平","《时代杂志》","(苏)莫洛托夫",1946,"上海",1
"和平","《时代杂志》","Vayo，J.A.D. 夏汉",1946,"上海",1
"和平","《时代杂志》","伍德昌",1946,"上海",1
"和平","《时代杂志》","余伯约",1946,"上海",1
"和平","《时代杂志》","史大林",1946,"上海",1
"和平","《时代杂志》","奥洛夫 飞海",1946,"上海",1
"和平","《时代杂志》","张沛",1946,"上海",1
"和平","《时代杂志》","波尔托拉茨基 岳",1946,"上海",1
"和平","《时代杂志》","移山",1946,"上海",1
"和平","《时代杂志》","茅盾",1946,"上海",1
"和平","《时代杂志》","萧扬",1946,"上海",1
"和平","《时代杂志》","郭沫若",1946,"上海",1
"和平","《正报》","崔嵬",1946,"香港",1
"和平","《正报》","谭煜南",1946,"香港",1
"和平","《民主(上海)》","一孔",1946,"上海",1
"和平","《民主(上海)》","丁静",1946,"上海",1
"和平","《民主(上海)》","何天",1946,"上海",1
"和平","《民主(上海)》","史枚",1946,"上海",1
"和平","《民主(上海)》","平心",1946,"上海",1
"和平","《民主(上海)》","慧年",1946,"上海",1
"和平","《民主(上海)》","癀",1946,"上海",1
"和平","《民主(上海)》","胡愈之",1946,"上海",1
"和平","《民主(上海)》","郑振铎",1946,"上海",1
"和平","《民主(上海)》","雾城",1946,"上海",1
"和平","《民主(上海)》","马叙伦",1946,"上海",1
"和平","《民主(重庆)》","曹锡珍",1946,"重庆",1
"和平","《民主:桂林版》","何之",1946,"桂林",1
"和平","《民主:桂林版》","作周",1946,"桂林",1
"和平","《民主:桂林版》","黄春生",1946,"桂林",1
"和平","《民主周刊(北平)》","潘光旦",1946,"北平",1
"和平","《民主周刊(昆明)》","尚铖",1946,"昆明",1
"和平","《民主周刊(昆明)》","潘光旦",1946,"昆明",1
"和平","《观察》","王次通",1946,"上海",1
"和平","《观察》","胡先驌",1946,"上海",1
"和平","《观察》","雷海宗 芝",1946,"上海",1
"和平攻势","《再生》","苏生",1946,"上海",1
"和平攻势","《文萃》","培",1946,"上海",1
"和平攻势","《文萃》","邓初民",1946,"上海",1
"和平攻势","《时代杂志》","马可宁",1946,"上海",1
"和平攻势","《民主周刊(北平)》","胡冈",1946,"北平",1
"和平统一","《再生》","郑源",1946,"上海",1
"和平解决","《再生》","毅生",1946,"上海",1
"和平谈判","《民主周刊(北平)》","一波",1946,"北平",1
"和秀婉","《中华论坛》","蔡仪",1946,"重庆",1
"和约","《再生》","华叔甫",1946,"上海",1
"和而不同","《中建》","傅亮",1946,"上海",1
"和谈","《再生》","孙宝毅",1946,"上海",1
"和谈","《文萃》","王坪",1946,"上海",1
"和谈","《文萃》","真",1946,"上海",1
"和谈","《正报》","崔嵬",1946,"香港",1
"咏雪","《文萃》","锡金",1946,"上海",1
"咖啡","《周报(上海1945)》","黄裳",1946,"上海",1
"哀悼","《文萃》","冯至 赵沨",1946,"上海",1
"哀悼","《解放》","艾芜",1946,"北平",1
"哀愁","《文萃》","申由",1946,"上海",1
"哀求","《再生》","木",1946,"上海",1
"哀词","《民主(上海)》","伦",1946,"上海",1
"哀费筱芝","《文萃》","朝凡",1946,"上海",1
"哀鸣","《周报(上海1945)》","洪钟",1946,"上海",1
"哈尔滨","《正报》","刘白羽",1946,"香港",1
"哈尔滨","《正报》","杨赓",1946,"香港",1
"哈林致","《时代杂志》","哈林",1946,"上海",1
"哈而滨","《民主(上海)》","张大雷",1946,"上海",1
"哈萨克","《中央周刊》","吴语",1946,"南京",1
"哈里曼","《再生》","国超",1946,"上海",1
"响应","《中央周刊》","炳",1946,"南京",1
"响应","《光明报》","遒",1946,"香港",1
"响应","《光明报》","黄药眠",1946,"香港",1
"响应","《再生》","孙宝毅",1946,"上海",1
"响应","《周报(上海1945)》","沈国璋",1946,"上海",1
"响应","《文萃》","嘉翔",1946,"上海",1
"哥哥","《民主:桂林版》","戈风",1946,"桂林",1
"哨兵","《时代杂志》","华西列夫斯基 烈",1946,"上海",1
"哪里","《文萃》","中",1946,"上海",1
"哪里","《文萃》","喜",1946,"上海",1
"哭四弟","《光明报》","闻展民",1946,"香港",1
"哭诉","《民主(重庆)》","曾其途",1946,"重庆",1
"哭闻","《民主(上海)》","绍荃",1946,"上海",1
"哲学","《中央周刊》","司徒凡操",1946,"南京",1
"哲学","《中央周刊》","毛礼锐",1946,"南京",1
"哲学","《民主(上海)》","张中府",1946,"上海",1
"唐吉珂德","《周报(上海1945)》","郭沫若",1946,"上海",1
"唯物","《中华论坛》","杜守素",1946,"重庆",1
"唯物论","《民主周刊(昆明)》","大希",1946,"昆明",1
"啄木鸟","《时代杂志》","施维卓夫 高尔基 林陵",1946,"上海",1
"商业","《正报》","张睦",1946,"香港",1
"商业部长","《再生》","国超",1946,"上海",1
"商人","《中建》","傅亮",1946,"上海",1
"商务","《文萃》","蓝",1946,"上海",1
"商品","《周报(上海1945)》","甘草",1946,"上海",1
"商场","《正报》","达生",1946,"香港",1
"商榷","《中央周刊》","顾七赋",1946,"南京",1
"商榷","《文萃》","董时进",1946,"上海",1
"商港","《时代杂志》","雷洛夫",1946,"上海",1
"商约","《光明报》","千家驹",1946,"香港",1
"商议","《民主(上海)》","郑振铎",1946,"上海",1
"商谈","《国讯》","谢默衣",1946,"上海",1
"商谈","《文萃》","公孙求之",1946,"上海",1
"商谈","《民主(上海)》","念青",1946,"上海",1
"啓示","《中央周刊》","文伯 韦",1946,"南京",1
"啼笑皆非","《解放》","小亚",1946,"北平",1
"善后","《观察》","申芷",1946,"上海",1
"善本","《文萃》","耳",1946,"上海",1
"善爲","《中央周刊》","刘兆吉",1946,"南京",1
"喉咙","《周报(上海1945)》","朱燮",1946,"上海",1
"喜剧","《光明报》","达史",1946,"香港",1
"喜欢","《民主周刊(昆明)》","罗尔鲍伏 伯涛",1946,"昆明",1
"喜赋","《再生》","梁秋水",1946,"上海",1
"喝水","《民主:桂林版》","小芒",1946,"桂林",1
"嘉兴","《周报(上海1945)》","王璞",1946,"上海",1
"嘱望","《文萃》","费孝通",1946,"上海",1
"嘲笑","《民主周刊(北平)》","光未然",1946,"北平",1
"噩梦","《周报(上海1945)》","黎纬北",1946,"上海",1
"嚣张","《时代杂志》","什之",1946,"上海",1
"四七","《时代杂志》","阿勃拉莫夫 岳",1946,"上海",1
"四个","《中建》","张霞飞",1946,"上海",1
"四个","《周报(上海1945)》","范蕙",1946,"上海",1
"四个","《民主(上海)》","湘渔",1946,"上海",1
"四分之三","《再生》","张君劢",1946,"上海",1
"四十万","《时代杂志》","谢妙秋克 宋裕昆",1946,"上海",1
"四十九年","《中建》","记者",1946,"上海",1
"四卖","《文萃》","章回",1946,"上海",1
"四口","《文萃》","山",1946,"上海",1
"四周","《周报(上海1945)》","甘草",1946,"上海",1
"四哥","《文萃》","杨刚",1946,"上海",1
"四国","《中央周刊》","刘光炎",1946,"南京",1
"四国","《再生》","国超",1946,"上海",1
"四国","《再生》","苏生",1946,"上海",1
"四大家族","《正报》","唐河",1946,"香港",1
"四川","《中央周刊》","应理仁",1946,"南京",1
"四川省","《中央周刊》","__门",1946,"南京",1
"四平","《文萃》","伍德昌",1946,"上海",1
"四年","《时代杂志》","波列伏伊 萧白",1946,"上海",1
"四强","《再生》","苏生",1946,"上海",1
"四强间","《国讯》","赤峰",1946,"上海",1
"四海","《文萃》","丁聪",1946,"上海",1
"四百万","《民主(上海)》","黎洪",1946,"上海",1
"四种","《观察》","莊智焕",1946,"上海",1
"四贤","《民主(上海)》","伦",1946,"上海",1
"四问","《中央周刊》","冯泽芳",1946,"南京",1
"四项","《中央周刊》","得之",1946,"南京",1
"四项","《再生》","侯北人",1946,"上海",1
"四项","《周报(上海1945)》","严艺英",1946,"上海",1
"四项","《周报(上海1945)》","堂",1946,"上海",1
"四项","《时代杂志》","什之",1946,"上海",1
"四首","《再生》","梁秋水",1946,"上海",1
"回乡","《正报》","方敏",1946,"香港",1
"回事","《民主(上海)》","马叙伦",1946,"上海",1
"回到","《文萃》","多罗色·汤姆生 朱自清",1946,"上海",1
"回到","《文萃》","荃麟",1946,"上海",1
"回到","《时代杂志》","什之",1946,"上海",1
"回到","《观察》","思粤",1946,"上海",1
"回到","《观察》","陈衡哲",1946,"上海",1
"回去","《文萃》","劝青",1946,"上海",1
"回去","《民主:桂林版》","白苇",1946,"桂林",1
"回头","《中华论坛》","胡绳",1946,"重庆",1
"回头","《文萃》","华慈 小鱼",1946,"上海",1
"回家","《中建》","祝唯一 王慕酝 陈梅卿等",1946,"上海",1
"回忆","《中央周刊》","谭道平",1946,"南京",1
"回忆","《中建》","武文琴",1946,"上海",1
"回忆","《中建》","沈定一",1946,"上海",1
"回忆","《光明报》","萨空了",1946,"香港",1
"回忆","《光明报》","赵渢",1946,"香港",1
"回忆","《正报》","于毅夫",1946,"香港",1
"回忆","《正报》","申伯纯",1946,"香港",1
"回来","《民主:桂林版》","戈风",1946,"桂林",1
"回来","《民主:桂林版》","舒宜",1946,"桂林",1
"回答","《民主:桂林版》","武子",1946,"桂林",1
"回老家","《文萃》","姚璋",1946,"上海",1
"回顾","《中华论坛》","郭冠杰",1946,"重庆",1
"回顾","《中建》","潘星照",1946,"上海",1
"回顾","《光明报》","思慕",1946,"香港",1
"回顾","《再生》","张君劢",1946,"上海",1
"回顾","《周报(上海1945)》","张若达",1946,"上海",1
"回顾","《时代杂志》","波美朗采夫 黄炎",1946,"上海",1
"因于","《周报(上海1945)》","马叙伦",1946,"上海",1
"因何","《周报(上海1945)》","一知",1946,"上海",1
"因果","《再生》","方艾",1946,"上海",1
"因素","《中华论坛》","杜若",1946,"重庆",1
"团体","《正报》","星星",1946,"香港",1
"团沙","《正报》","崔明",1946,"香港",1
"团结","《光明报》","方生",1946,"香港",1
"团结","《周报(上海1945)》","芜",1946,"上海",1
"团结","《时代杂志》","培雷维尔泰洛 思",1946,"上海",1
"团结","《正报》","星星",1946,"香港",1
"团结合作","《文萃》","唐海",1946,"上海",1
"团结合作","《时代杂志》","罗斯",1946,"上海",1
"团结起来","《正报》","祁文英",1946,"香港",1
"园地","《中建》","邵云涛",1946,"上海",1
"困难","《中建》","云涛",1946,"上海",1
"围剿","《文萃》","城",1946,"上海",1
"围绕","《文萃》","陈烟桥",1946,"上海",1
"围绕","《时代杂志》","文琴",1946,"上海",1
"固有","《周报(上海1945)》","韬",1946,"上海",1
"国中","《民主:桂林版》","王祥",1946,"桂林",1
"国事","《光明报》","陈此生",1946,"香港",1
"国会","《中华论坛》","石啸冲",1946,"重庆",1
"国会","《中华论坛》","阿尔卡吉耶夫 雷剑锋",1946,"重庆",1
"国体","《观察》","吴世昌 芝",1946,"上海",1
"国债","《中央周刊》","刘光炎",1946,"南京",1
"国共","《再生》","孙宝毅",1946,"上海",1
"国共","《再生》","毅生",1946,"上海",1
"国共","《再生》","白旭",1946,"上海",1
"国共","《再生》","纲宙",1946,"上海",1
"国共","《国讯》","谢默衣",1946,"上海",1
"国共","《文萃》","唐海",1946,"上海",1
"国共","《正报》","金铃",1946,"香港",1
"国共","《民主(重庆)》","若愚",1946,"重庆",1
"国共两党","《中华论坛》","丘一中",1946,"重庆",1
"国共两党","《民主周刊(北平)》","静远",1946,"北平",1
"国共谈判","《周报(上海1945)》","施复亮",1946,"上海",1
"国内","《中华论坛》","杜若",1946,"重庆",1
"国内","《中建》","萧冰",1946,"上海",1
"国内","《光明报》","胡愈之",1946,"香港",1
"国内","《光明报》","赵元浩",1946,"香港",1
"国内","《周报(上海1945)》","力扬",1946,"上海",1
"国内","《文萃》","丁静",1946,"上海",1
"国内","《时代杂志》","培雷维尔泰洛",1946,"上海",1
"国内","《时代杂志》","移山",1946,"上海",1
"国内","《时代杂志》","罗斯",1946,"上海",1
"国内","《民主:桂林版》","张澜",1946,"桂林",1
"国内","《民主周刊(北平)》","Y",1946,"北平",1
"国内","《民主周刊(昆明)》","罗隆基 胡钊",1946,"昆明",1
"国内外","《中央周刊》","平",1946,"南京",1
"国内外","《时代杂志》","葛罗米柯",1946,"上海",1
"国内形势","《正报》","汉夫",1946,"香港",1
"国军","《中央周刊》","印",1946,"南京",1
"国军","《中央周刊》","陈孝威 印",1946,"南京",1
"国和会","《观察》","蔡维藩",1946,"上海",1
"国外","《再生》","复生",1946,"上海",1
"国外","《观察》","田莊",1946,"上海",1
"国大","《中华论坛》","丘哲",1946,"重庆",1
"国大","《中央周刊》","屈于芝秀",1946,"南京",1
"国大","《中央周刊》","田炯锦 蒋",1946,"南京",1
"国大","《中央周刊》","萧賛育",1946,"南京",1
"国大","《中央周刊》","薛笃弼",1946,"南京",1
"国大","《中央周刊》","陈孝威 印",1946,"南京",1
"国大","《中央周刊》","陈言",1946,"南京",1
"国大","《中央周刊》","黄正清",1946,"南京",1
"国大","《光明报》","丘哲",1946,"香港",1
"国大","《再生》","侯北人",1946,"上海",1
"国大","《再生》","子敬",1946,"上海",1
"国大","《再生》","孙宝毅",1946,"上海",1
"国大","《再生》","张君劢",1946,"上海",1
"国大","《再生》","王之德",1946,"上海",1
"国大","《周报(上海1945)》","施复亮",1946,"上海",1
"国大","《周报(上海1945)》","曹孟君",1946,"上海",1
"国大","《周报(上海1945)》","浮",1946,"上海",1
"国大","《文萃》","公孙求之",1946,"上海",1
"国大","《文萃》","刘移山",1946,"上海",1
"国大","《文萃》","马叙伦",1946,"上海",1
"国大","《正报》","俞同",1946,"香港",1
"国大","《正报》","崔嵬",1946,"香港",1
"国大","《正报》","江风",1946,"香港",1
"国大","《民主(上海)》","丁静",1946,"上海",1
"国大","《民主(上海)》","景宋",1946,"上海",1
"国大","《民主(上海)》","赵飞廉",1946,"上海",1
"国大","《民主:桂林版》","周琦",1946,"桂林",1
"国大","《民主:桂林版》","欧振文",1946,"桂林",1
"国大","《民主周刊(北平)》","泗蒂",1946,"北平",1
"国大","《民主周刊(昆明)》","黎卿",1946,"昆明",1
"国大代表","《中央周刊》","刘光炎",1946,"南京",1
"国大代表","《中央周刊》","曲直生",1946,"南京",1
"国大代表","《中央周刊》","陈剑如",1946,"南京",1
"国大代表","《再生》","孙宝毅",1946,"上海",1
"国大代表","《文萃》","伍丹戈",1946,"上海",1
"国大代表","《民主周刊(北平)》","韩静",1946,"北平",1
"国大代表","《民主周刊(昆明)》","东郭迪吉",1946,"昆明",1
"国大代表","《民主周刊(昆明)》","尚铖",1946,"昆明",1
"国大代表","《民主周刊(昆明)》","沙国",1946,"昆明",1
"国大代表","《民主周刊(昆明)》","范樸齐",1946,"昆明",1
"国定","《再生》","潘光旦",1946,"上海",1
"国定","《民主(上海)》","史永",1946,"上海",1
"国家","《中华论坛》","彭迪先",1946,"重庆",1
"国家","《中央周刊》","罗士培 周子亚",1946,"南京",1
"国家","《再生》","张君劢",1946,"上海",1
"国家","《文萃》","希",1946,"上海",1
"国家","《时代杂志》","史大林",1946,"上海",1
"国家","《时代杂志》","摩托洛夫 小诸",1946,"上海",1
"国家","《时代杂志》","柯华列夫斯基 小诸",1946,"上海",1
"国家","《时代杂志》","阿莫索夫 祖立",1946,"上海",1
"国家","《民主(上海)》","阿杨",1946,"上海",1
"国家","《民主:桂林版》","林砺儒",1946,"桂林",1
"国家","《民主周刊(北平)》","仰山",1946,"北平",1
"国家","《观察》","徐盈",1946,"上海",1
"国家化","《中华论坛》","张云川",1946,"重庆",1
"国家化","《民主周刊(北平)》","吴晗",1946,"北平",1
"国家化","《民主周刊(昆明)》","吴晗",1946,"昆明",1
"国币","《光明报》","一之",1946,"香港",1
"国庆","《中建》","梁文元",1946,"上海",1
"国庆","《中建》","沈定一",1946,"上海",1
"国庆","《中建》","瞿康祖",1946,"上海",1
"国庆","《中建》","练钢",1946,"上海",1
"国庆","《中建》","陈梅卿",1946,"上海",1
"国庆","《中建》","高祖文",1946,"上海",1
"国庆日","《民主(上海)》","蔡尚思",1946,"上海",1
"国府","《中央周刊》","印",1946,"南京",1
"国府","《中央周刊》","知白 印",1946,"南京",1
"国府","《再生》","舟",1946,"上海",1
"国府","《周报(上海1945)》","韬",1946,"上海",1
"国府","《民主(重庆)》","奥凯",1946,"重庆",1
"国教","《民主周刊(北平)》","蟹",1946,"北平",1
"国是","《民主(重庆)》","施复亮",1946,"重庆",1
"国民","《中央周刊》","白崇禧",1946,"南京",1
"国民","《民主周刊(昆明)》","鲁风",1946,"昆明",1
"国民","《民主周刊(昆明)》","黎民子",1946,"昆明",1
"国民会议","《中华论坛》","丘哲",1946,"重庆",1
"国民会议","《中华论坛》","邓演达",1946,"重庆",1
"国民会议","《光明报》","丘哲",1946,"香港",1
"国民党","《中央周刊》","文伯 芝",1946,"南京",1
"国民党","《中央周刊》","萧賛育",1946,"南京",1
"国民党","《中央周刊》","谭辅之 韦",1946,"南京",1
"国民党","《光明报》","达",1946,"香港",1
"国民党","《周报(上海1945)》","琼",1946,"上海",1
"国民党","《周报(上海1945)》","郭生",1946,"上海",1
"国民党","《文萃》","唐旻",1946,"上海",1
"国民党","《文萃》","宦乡",1946,"上海",1
"国民党","《文萃》","张雪岩",1946,"上海",1
"国民党","《文萃》","施复亮",1946,"上海",1
"国民党","《文萃》","黎沛如",1946,"上海",1
"国民党","《时代杂志》","郭生",1946,"上海",1
"国民党","《正报》","平野",1946,"香港",1
"国民党","《正报》","潇湘",1946,"香港",1
"国民党","《正报》","许涤新",1946,"香港",1
"国民党","《民主(上海)》","文琴",1946,"上海",1
"国民党","《民主周刊(北平)》","尚钺",1946,"北平",1
"国民党","《民主周刊(北平)》","霞玲",1946,"北平",1
"国民党","《民主周刊(昆明)》","吴晗",1946,"昆明",1
"国民党","《民主周刊(昆明)》","唐旻",1946,"昆明",1
"国民党","《民主周刊(昆明)》","尚铖",1946,"昆明",1
"国民党","《民主周刊(昆明)》","杨光明",1946,"昆明",1
"国民党二中全会","《周报(上海1945)》","丕强",1946,"上海",1
"国民党二中全会","《周报(上海1945)》","马叙伦",1946,"上海",1
"国民党二中全会","《时代杂志》","文琴",1946,"上海",1
"国民党二中全会","《民主(上海)》","马叙伦",1946,"上海",1
"国民大会","《中央周刊》","屈于芝秀",1946,"南京",1
"国民大会","《中央周刊》","开正怀",1946,"南京",1
"国民大会","《中央周刊》","文伯 印",1946,"南京",1
"国民大会","《中央周刊》","溱",1946,"南京",1
"国民大会","《中央周刊》","萧賛育",1946,"南京",1
"国民大会","《中央周刊》","蒋",1946,"南京",1
"国民大会","《中央周刊》","黄正清",1946,"南京",1
"国民大会","《再生》","孙宝毅",1946,"上海",1
"国民大会","《再生》","张君劢",1946,"上海",1
"国民大会","《周报(上海1945)》","芜",1946,"上海",1
"国民大会","《周报(上海1945)》","香汀",1946,"上海",1
"国民大会","《文萃》","王卓然",1946,"上海",1
"国民大会","《文萃》","黎沛如",1946,"上海",1
"国民大会","《时代杂志》","基雅珂夫 周冬",1946,"上海",1
"国民大会","《民主(上海)》","马叙伦",1946,"上海",1
"国民大会","《民主(重庆)》","何为",1946,"重庆",1
"国民大会","《民主(重庆)》","司马星",1946,"重庆",1
"国民大会","《民主(重庆)》","邓初民",1946,"重庆",1
"国民大会","《民主周刊(北平)》","光未然",1946,"北平",1
"国民大会","《民主周刊(北平)》","孟南",1946,"北平",1
"国民大会","《民主周刊(昆明)》","孟南",1946,"昆明",1
"国民政府","《文萃》","施复亮",1946,"上海",1
"国民政府","《文萃》","王卓然",1946,"上海",1
"国民经济","《时代杂志》","杜洛甫",1946,"上海",1
"国父","《中央周刊》","李宗黄",1946,"南京",1
"国父","《中央周刊》","萧賛育",1946,"南京",1
"国父","《中央周刊》","邹鲁",1946,"南京",1
"国父","《民主周刊(昆明)》","林亨元",1946,"昆明",1
"国社党","《周报(上海1945)》","平",1946,"上海",1
"国立","《中央周刊》","胡炎汉",1946,"南京",1
"国立","《周报(上海1945)》","赛珍珠",1946,"上海",1
"国营","《文萃》","牟 耳 牛",1946,"上海",1
"国见","《中央周刊》","刘光炎",1946,"南京",1
"国运","《民主周刊(昆明)》","贝奋",1946,"昆明",1
"国道","《中央周刊》","盛胜",1946,"南京",1
"国都","《中央周刊》","季",1946,"南京",1
"国防","《中央周刊》","张桐生",1946,"南京",1
"国防","《再生》","斋",1946,"上海",1
"国防","《国讯》","张东荪",1946,"上海",1
"国防","《文萃》","湘渔",1946,"上海",1
"国防","《民主(重庆)》","张志龢",1946,"重庆",1
"国际","《中华论坛》","杜若",1946,"重庆",1
"国际","《中华论坛》","陈正非",1946,"重庆",1
"国际","《中央周刊》","守康",1946,"南京",1
"国际","《中央周刊》","王新命 韦",1946,"南京",1
"国际","《光明报》","高",1946,"香港",1
"国际","《再生》","(美)贝尔纳斯",1946,"上海",1
"国际","《再生》","劳德拔哈 张君劢",1946,"上海",1
"国际","《再生》","孙宝毅",1946,"上海",1
"国际","《再生》","李普曼",1946,"上海",1
"国际","《再生》","毅生",1946,"上海",1
"国际","《再生》","爱文斯",1946,"上海",1
"国际","《周报(上海1945)》","司徒尚德",1946,"上海",1
"国际","《周报(上海1945)》","张若达",1946,"上海",1
"国际","《文萃》","思慕",1946,"上海",1
"国际","《文萃》","李南山",1946,"上海",1
"国际","《文萃》","李启",1946,"上海",1
"国际","《时代杂志》","(苏)莫洛托夫",1946,"上海",1
"国际","《时代杂志》","G.E.",1946,"上海",1
"国际","《时代杂志》","什这",1946,"上海",1
"国际","《时代杂志》","张沛",1946,"上海",1
"国际","《时代杂志》","郭生",1946,"上海",1
"国际","《正报》","乔木",1946,"香港",1
"国际","《民主(上海)》","阿萍",1946,"上海",1
"国际","《民主周刊(昆明)》","费孝通",1946,"昆明",1
"国际","《观察》","陈之迈",1946,"上海",1
"国际共管","《再生》","毅",1946,"上海",1
"国际化","《民主(重庆)》","许寿真",1946,"重庆",1
"国际局势","《中央周刊》","刘光炎",1946,"南京",1
"国际局势","《中央周刊》","平",1946,"南京",1
"国际局势","《周报(上海1945)》","丕强",1946,"上海",1
"国际形势","《中华论坛》","石啸冲",1946,"重庆",1
"国际形势","《中央周刊》","汪叔棣",1946,"南京",1
"国际形势","《光明报》","张铁生",1946,"香港",1
"国际形势","《文萃》","张铁生",1946,"上海",1
"国际舆论","《民主(上海)》","兆均",1946,"上海",1
"国际贸易","《再生》","余园",1946,"上海",1
"国风","《再生》","白旭",1946,"上海",1
"图书","《中建》","何肫林",1946,"上海",1
"图书","《中建》","金大均",1946,"上海",1
"图书馆","《中建》","何肫林",1946,"上海",1
"图书馆","《中建》","高祖文",1946,"上海",1
