"source","target","year","place","journal","weight"
"费孝通","弱点 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","愚蠢 (n)",1946,"上海","《文萃》",1
"费孝通","批判 (n)",1946,"上海","《周报(上海1945)》",1
"费孝通","提审 (n)",1946,"上海","《文萃》",1
"费孝通","政党 (n)",1946,"上海","《文萃》",1
"费孝通","教训 (n)",1946,"上海","《再生》",1
"费孝通","文化 (n)",1946,"上海","《周报(上海1945)》",1
"费孝通","暴力 (n)",1946,"上海","《文萃》",1
"费孝通","暴露 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","有个 (n)",1946,"上海","《文萃》",1
"费孝通","杜鲁门 (n)",1946,"上海","《民主(上海)》",1
"费孝通","杜鲁门 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","民主 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","民生 (n)",1946,"上海","《文萃》",1
"费孝通","法律 (n)",1946,"上海","《文萃》",1
"费孝通","特使 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","特务 (n)",1946,"上海","《文萃》",1
"费孝通","男女之间 (n)",1946,"上海","《周报(上海1945)》",1
"费孝通","磨坊 (n)",1946,"上海","《文萃》",1
"费孝通","社会 (n)",1946,"上海","《周报(上海1945)》",1
"费孝通","第二期 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","续完 (n)",1946,"上海","《再生》",1
"费孝通","美国 (n)",1946,"上海","《民主(上海)》",1
"费孝通","老而不死 (n)",1946,"上海","《周报(上海1945)》",1
"费孝通","考验 (n)",1946,"上海","《民主(上海)》",1
"费孝通","考验 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","背境 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","脱节 (n)",1946,"上海","《周报(上海1945)》",1
"费孝通","自由 (n)",1946,"上海","《再生》",1
"费孝通","英国 (n)",1946,"上海","《文萃》",1
"费孝通","莫斯科 (n)",1946,"北平","《民主周刊(北平)》",1
"费孝通","言论 (n)",1946,"上海","《再生》",1
"费孝通","警管 (n)",1946,"上海","《文萃》",1
"费孝通","诚实 (n)",1946,"上海","《再生》",1
"费孝通","贷疑 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","逮捕 (n)",1946,"上海","《文萃》",1
"费孝通","问题 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","限度 (n)",1946,"上海","《文萃》",1
"费孝通","马歇尔 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费孝通","马茨坦 (n)",1946,"上海","《文萃》",1
"费尔德","党棍 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费尔德","天津 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费尔德","操纵 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费尔德","选举 (n)",1946,"昆明","《民主周刊(昆明)》",1
"费德林","文艺创作 (n)",1946,"上海","《时代杂志》",1
"费德林","风格 (n)",1946,"上海","《时代杂志》",1
"费德林","鲁迅 (n)",1946,"上海","《时代杂志》",1
"费正","两个 (n)",1946,"重庆","《中华论坛》",1
"费正","美国 (n)",1946,"重庆","《中华论坛》",1
"费正","角度看 (n)",1946,"重庆","《中华论坛》",1
"费青","五五宪草 (n)",1946,"上海","《再生》",1
"费青","人民 (n)",1946,"上海","《再生》",1
"费青","宪法 (n)",1946,"上海","《再生》",1
"费青","批评 (n)",1946,"上海","《再生》",1
"费青","知慧 (n)",1946,"上海","《再生》",1
"费青","知识 (n)",1946,"上海","《再生》",1
"费青","立场 (n)",1946,"上海","《再生》",1
"费青","美国 (n)",1946,"上海","《再生》",1
"费青","言论自由 (n)",1946,"上海","《再生》",1
"贺依","低眉 (n)",1946,"上海","《民主(上海)》",1
"贺依","写处 (n)",1946,"上海","《民主(上海)》",1
"贺公符","宋诗 (n)",1946,"南京","《中央周刊》",1
"贺公符","民族 (n)",1946,"南京","《中央周刊》",1
"贺公符","自觉 (n)",1946,"南京","《中央周刊》",1
"贺公符","运动 (n)",1946,"南京","《中央周刊》",1
"贺兰","产生 (n)",1946,"上海","《文萃》",1
"贺兰","建国 (n)",1946,"上海","《文萃》",1
"贺兰","教派 (n)",1946,"上海","《文萃》",1
"贺兰","新政 (n)",1946,"上海","《文萃》",1
"贺兰","民主 (n)",1946,"上海","《文萃》",1
"贺兰","民族 (n)",1946,"上海","《文萃》",1
"贺兰","联盟 (n)",1946,"上海","《文萃》",1
"贺兰","资本家 (n)",1946,"上海","《文萃》",1
"贺绿汀","争取和平 (n)",1946,"上海","《文萃》",1
"贺绿汀","人民 (n)",1946,"上海","《文萃》",1
"贺绿汀","实现 (n)",1946,"上海","《文萃》",1
"贺绿汀","最后 (n)",1946,"上海","《文萃》",1
"贺绿汀","民主 (n)",1946,"上海","《文萃》",1
"贺绿汀","胜利 (n)",1946,"上海","《文萃》",1
"贺青","丑表功 (n)",1946,"上海","《文萃》",1
"贺青","原子 (n)",1946,"上海","《文萃》",1
"贺青","宇宙 (n)",1946,"上海","《文萃》",1
"贺青","家世 (n)",1946,"上海","《文萃》",1
"贺青","工作 (n)",1946,"上海","《文萃》",1
"贺青","影片 (n)",1946,"上海","《文萃》",1
"贺青","珊瑚岛 (n)",1946,"上海","《文萃》",1
"贺青","纪录 (n)",1946,"上海","《文萃》",1
"贺青","课程 (n)",1946,"上海","《文萃》",1
"贺青","造反 (n)",1946,"上海","《文萃》",1
"贺青","陈小姐 (n)",1946,"上海","《文萃》",1
"贺青","陈郁兰 (n)",1946,"上海","《文萃》",1
"贺青","预备 (n)",1946,"上海","《文萃》",1
"贾安娜","中国 (n)",1946,"上海","《文萃》",1
"贾安娜","子夜 (n)",1946,"上海","《文萃》",1
"赛尔格叶夫","伊朗 (n)",1946,"上海","《时代杂志》",1
"赛尔格叶夫","纪游 (n)",1946,"上海","《时代杂志》",1
"赛尔盖叶娃","关系 (n)",1946,"上海","《时代杂志》",1
"赛尔盖叶娃","英美 (n)",1946,"上海","《时代杂志》",1
"赛珍珠","作家 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","北平 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","国立 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","图书馆 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","美国 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","袁同礼 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","读者 (n)",1946,"上海","《周报(上海1945)》",1
"赛珍珠","馆长 (n)",1946,"上海","《周报(上海1945)》",1
"赤峰","伊朗 (n)",1946,"上海","《国讯》",1
"赤峰","关系 (n)",1946,"上海","《国讯》",1
"赤峰","内部 (n)",1946,"上海","《国讯》",1
"赤峰","四强间 (n)",1946,"上海","《国讯》",1
"赤峰","成立 (n)",1946,"上海","《国讯》",1
"赤峰","最近 (n)",1946,"上海","《国讯》",1
"赤峰","紧张 (n)",1946,"上海","《国讯》",1
"赤峰","经过 (n)",1946,"上海","《国讯》",1
"赤峰","试验 (n)",1946,"上海","《国讯》",1
"赤峰","遭逢 (n)",1946,"上海","《国讯》",1
"赤峰","重大 (n)",1946,"上海","《国讯》",1
"赤峰","重要 (n)",1946,"上海","《国讯》",1
"赤峰","问题 (n)",1946,"上海","《国讯》",1
"赫利亚皮奇","伟大 (n)",1946,"上海","《时代杂志》",1
"赫利亚皮奇","社会主义 (n)",1946,"上海","《时代杂志》",1
"赫利亚皮奇","简史 (n)",1946,"上海","《时代杂志》",1
"赫利亚皮奇","革命 (n)",1946,"上海","《时代杂志》",1
"赫里亚比奇","新型 (n)",1946,"上海","《时代杂志》",1
"赫里亚比奇","苏维埃 (n)",1946,"上海","《时代杂志》",1
"走卒","以观 (n)",1946,"香港","《正报》",1
"走卒","其后 (n)",1946,"香港","《正报》",1
"走卒","拭目 (n)",1946,"香港","《正报》",1
"赵元浩","上海 (n)",1946,"上海","《文萃》",1
"赵元浩","何香凝 (n)",1946,"上海","《周报(上海1945)》",1
"赵元浩","先生 (n)",1946,"上海","《周报(上海1945)》",1
"赵元浩","内幕 (n)",1946,"上海","《文萃》",1
"赵元浩","国内 (n)",1946,"香港","《光明报》",1
"赵元浩","夫人 (n)",1946,"上海","《周报(上海1945)》",1
"赵元浩","工商业者 (n)",1946,"香港","《光明报》",1
"赵元浩","提要 (n)",1946,"香港","《光明报》",1
"赵元浩","烦恼 (n)",1946,"香港","《光明报》",1
"赵元浩","研究 (n)",1946,"香港","《光明报》",1
"赵元浩","美商 (n)",1946,"香港","《光明报》",1
"赵元浩","资金 (n)",1946,"上海","《文萃》",1
"赵元浩","逃港 (n)",1946,"上海","《文萃》",1
"赵克文（Jordan，P.）","希腊 (n)",1946,"北平","《民主周刊(北平)》",1
"赵克文（Jordan，P.）","政治 (n)",1946,"北平","《民主周刊(北平)》",1
"赵克文（Jordan，P.）","问题 (n)",1946,"北平","《民主周刊(北平)》",1
"赵则诚","中央社 (n)",1946,"上海","《文萃》",1
"赵则诚","临沂 (n)",1946,"上海","《文萃》",1
"赵则诚","五十天 (n)",1946,"上海","《文萃》",1
"赵则诚","假如 (n)",1946,"上海","《文萃》",1
"赵则诚","先生 (n)",1946,"上海","《文萃》",1
"赵则诚","初到 (n)",1946,"上海","《文萃》",1
"赵则诚","华中 (n)",1946,"上海","《文萃》",1
"赵则诚","大公报 (n)",1946,"上海","《文萃》",1
"赵则诚","民主 (n)",1946,"上海","《文萃》",1
"赵则诚","王芸生 (n)",1946,"上海","《文萃》",1
"赵则诚","联军 (n)",1946,"上海","《文萃》",1
"赵则诚","蒋主席 (n)",1946,"上海","《文萃》",1
"赵则诚","解放区 (n)",1946,"上海","《文萃》",1
"赵天岗","世界 (n)",1946,"南京","《中央周刊》",1
"赵天岗","政策 (n)",1946,"南京","《中央周刊》",1
"赵天岗","美国 (n)",1946,"南京","《中央周刊》",1
"赵子骅","独立 (n)",1946,"上海","《文萃》",1
"赵子骅","美国 (n)",1946,"上海","《文萃》",1
"赵子骅","菲律宾 (n)",1946,"上海","《文萃》",1
"赵希文","中国 (n)",1946,"上海","《再生》",1
"赵希文","动态 (n)",1946,"上海","《再生》",1
"赵希文","时局 (n)",1946,"上海","《再生》",1
"赵心梅","一次 (n)",1946,"上海","《中建》",1
"赵心梅","专题 (n)",1946,"上海","《中建》",1
"赵心梅","作用 (n)",1946,"上海","《中建》",1
"赵心梅","县长 (n)",1946,"上海","《中建》",1
"赵心梅","发挥 (n)",1946,"上海","《中建》",1
"赵心梅","实施 (n)",1946,"上海","《中建》",1
"赵心梅","实验 (n)",1946,"上海","《中建》",1
"赵心梅","工作 (n)",1946,"上海","《中建》",1
"赵心梅","工作站 (n)",1946,"上海","《中建》",1
"赵心梅","检查 (n)",1946,"上海","《中建》",1
"赵心梅","概况 (n)",1946,"上海","《中建》",1
"赵心梅","母体 (n)",1946,"上海","《中建》",1
"赵心梅","活动 (n)",1946,"上海","《中建》",1
"赵心梅","理想 (n)",1946,"上海","《中建》",1
"赵心梅","组织 (n)",1946,"上海","《中建》",1
"赵心梅","自由 (n)",1946,"上海","《中建》",1
"赵心梅","要求 (n)",1946,"上海","《中建》",1
"赵心梅","记录 (n)",1946,"上海","《中建》",1
"赵心梅","讲述 (n)",1946,"上海","《中建》",1
"赵心梅","设站 (n)",1946,"上海","《中建》",1
"赵心梅","读书会 (n)",1946,"上海","《中建》",1
"赵心梅","财务 (n)",1946,"上海","《中建》",1
"赵心梅","进修 (n)",1946,"上海","《中建》",1
"赵志华","一件 (n)",1946,"上海","《中建》",1
"赵志华","傻子 (n)",1946,"上海","《中建》",1
"赵志华","前仆后继 (n)",1946,"上海","《中建》",1
"赵志华","启示 (n)",1946,"上海","《中建》",1
"赵志华","希望 (n)",1946,"上海","《中建》",1
"赵志华","建国 (n)",1946,"上海","《中建》",1
"赵志华","感应 (n)",1946,"上海","《中建》",1
"赵志华","感想 (n)",1946,"上海","《中建》",1
"赵志华","我底 (n)",1946,"上海","《中建》",1
"赵志华","教即 (n)",1946,"上海","《中建》",1
"赵志华","最起码 (n)",1946,"上海","《中建》",1
"赵志华","条件 (n)",1946,"上海","《中建》",1
"赵志华","民生 (n)",1946,"上海","《中建》",1
"赵志华","经验 (n)",1946,"上海","《中建》",1
"赵志华","胜利 (n)",1946,"上海","《中建》",1
"赵志华","自白 (n)",1946,"上海","《中建》",1
"赵志华","读者 (n)",1946,"上海","《中建》",1
"赵志华","贷学金 (n)",1946,"上海","《中建》",1
"赵志华","进步 (n)",1946,"上海","《中建》",1
"赵怀春","信箱 (n)",1946,"重庆","《民主(重庆)》",1
"赵怀春","刊物 (n)",1946,"重庆","《民主(重庆)》",1
"赵怀春","必须 (n)",1946,"重庆","《民主(重庆)》",1
"赵怀春","民主 (n)",1946,"重庆","《民主(重庆)》",1
"赵怀春","调整 (n)",1946,"重庆","《民主(重庆)》",1
"赵捷民","朝山 (n)",1946,"南京","《中央周刊》",1
"赵捷民","苗区 (n)",1946,"南京","《中央周刊》",1
"赵捷民","采风 (n)",1946,"南京","《中央周刊》",1
"赵捷民","黔灵 (n)",1946,"南京","《中央周刊》",1
"赵沨","哀悼 (n)",1946,"上海","《文萃》",1
"赵沨","招魂 (n)",1946,"上海","《文萃》",1
"赵沨","昆明 (n)",1946,"上海","《文萃》",1
"赵沨","烈士 (n)",1946,"上海","《文萃》",1
"赵渢","上海 (n)",1946,"香港","《光明报》",1
"赵渢","先生 (n)",1946,"香港","《光明报》",1
"赵渢","回忆 (n)",1946,"香港","《光明报》",1
"赵渢","杂志 (n)",1946,"香港","《光明报》",1
"赵渢","闻一多 (n)",1946,"香港","《光明报》",1
"赵超构","新闻记者 (n)",1946,"上海","《文萃》",1
"赵超构","眼中 (n)",1946,"上海","《文萃》",1
"赵超构","言论自由 (n)",1946,"上海","《文萃》",1
"赵超构","问题 (n)",1946,"上海","《文萃》",1
"赵铭","党争 (n)",1946,"南京","《中央周刊》",1
"赵铭","北极 (n)",1946,"南京","《中央周刊》",1
"赵铭","外交 (n)",1946,"南京","《中央周刊》",1
"赵铭","徬徨 (n)",1946,"南京","《中央周刊》",1
"赵铭","战略 (n)",1946,"南京","《中央周刊》",1
"赵铭","珍珠港 (n)",1946,"南京","《中央周刊》",1
"赵铭","纽约 (n)",1946,"南京","《中央周刊》",1
"赵铭","航讯 (n)",1946,"南京","《中央周刊》",1
"赵陵","救济 (n)",1946,"北平","《解放》",1
"赵陵","解放区 (n)",1946,"北平","《解放》",1
"赵陵","难胞 (n)",1946,"北平","《解放》",1
"赵飞廉","中华民国 (n)",1946,"上海","《民主(上海)》",1
"赵飞廉","国大 (n)",1946,"上海","《民主(上海)》",1
"越缨","不宜 (n)",1946,"上海","《文萃》",1
"越缨","今日 (n)",1946,"上海","《文萃》",1
"越缨","兵役 (n)",1946,"上海","《文萃》",1
"越缨","兵役制 (n)",1946,"上海","《文萃》",1
"越缨","建国 (n)",1946,"上海","《文萃》",1
"越缨","急务 (n)",1946,"上海","《文萃》",1
"路平","东江纵队 (n)",1946,"香港","《正报》",1
"路平","烟台 (n)",1946,"香港","《正报》",1
"辛弟","快人快语 (n)",1946,"上海","《周报(上海1945)》",1
"辛斤","于金陵 (n)",1946,"香港","《光明报》",1
"辛斤","大学 (n)",1946,"香港","《光明报》",1
"辛斤","宪草 (n)",1946,"香港","《光明报》",1
"辛斤","批评 (n)",1946,"香港","《光明报》",1
"辛斤","演讲 (n)",1946,"香港","《光明报》",1
"辛朴生","先生 (n)",1946,"重庆","《中华论坛》",1
"辛朴生","悼念 (n)",1946,"重庆","《中华论坛》",1
"辛朴生","邓演达 (n)",1946,"重庆","《中华论坛》",1
"辛苹","何处 (n)",1946,"上海","《文萃》",1
"辛苹","新名词 (n)",1946,"上海","《文萃》",1
"辛苹","第三方面 (n)",1946,"上海","《文萃》",1
"辛苹","芗铭 (n)",1946,"上海","《文萃》",1
"辛苹","苏北 (n)",1946,"上海","《文萃》",1
"辛苹","落难 (n)",1946,"上海","《文萃》",1
"辛苹","蒋匀田 (n)",1946,"上海","《文萃》",1
"辛苹","袁世凯 (n)",1946,"上海","《文萃》",1
"辛苹","青年党 (n)",1946,"上海","《文萃》",1
"达卫陀夫","法国 (n)",1946,"上海","《时代杂志》",1
"达卫陀夫","职工 (n)",1946,"上海","《时代杂志》",1
"达卫陀夫","胜利 (n)",1946,"上海","《时代杂志》",1
"达史","喜剧 (n)",1946,"香港","《光明报》",1
"达史","广州 (n)",1946,"香港","《光明报》",1
"达史","滑稽 (n)",1946,"香港","《光明报》",1
"达史","演不完 (n)",1946,"香港","《光明报》",1
"达史","生意 (n)",1946,"香港","《光明报》",1
"达生","侨工 (n)",1946,"香港","《正报》",1
"达生","制止 (n)",1946,"香港","《正报》",1
"达生","商场 (n)",1946,"香港","《正报》",1
"达生","小贩 (n)",1946,"香港","《正报》",1
"达生","形态 (n)",1946,"香港","《正报》",1
"达生","本港 (n)",1946,"香港","《正报》",1
"达生","横行 (n)",1946,"香港","《正报》",1
"达生","特务 (n)",1946,"香港","《正报》",1
"达生","萧条 (n)",1946,"香港","《正报》",1
"达生","香港 (n)",1946,"香港","《正报》",1
"迈之","一解 (n)",1946,"昆明","《民主周刊(昆明)》",1
"迈之","东北 (n)",1946,"昆明","《民主周刊(昆明)》",1
"迈之","侈言 (n)",1946,"重庆","《民主(重庆)》",1
"迈之","妄想 (n)",1946,"重庆","《民主(重庆)》",1
"迈之","进一解 (n)",1946,"重庆","《民主(重庆)》",1
"迈之","问题 (n)",1946,"昆明","《民主周刊(昆明)》",1
"远流","斗争 (n)",1946,"上海","《再生》",1
"迦拉克季奥诺夫","审判 (n)",1946,"上海","《时代杂志》",1
"迦拉克季奥诺夫","战事 (n)",1946,"上海","《时代杂志》",1
"迦拉克季奥诺夫","教训 (n)",1946,"上海","《时代杂志》",1
"迦拉克季奥诺夫","纳粹 (n)",1946,"上海","《时代杂志》",1
"迦拉克季奥诺夫","纽伦堡 (n)",1946,"上海","《时代杂志》",1
"迺新","如此 (n)",1946,"昆明","《民主周刊(昆明)》",1
"迺新","衡阳 (n)",1946,"昆明","《民主周刊(昆明)》",1
"适夷","休刊 (n)",1946,"上海","《周报(上海1945)》",1
"适夷","先生 (n)",1946,"上海","《周报(上海1945)》",1
"适夷","十年 (n)",1946,"上海","《民主(上海)》",1
"适夷","周报 (n)",1946,"上海","《周报(上海1945)》",1
"适夷","夏丐尊 (n)",1946,"上海","《周报(上海1945)》",1
"适夷","控诉 (n)",1946,"上海","《周报(上海1945)》",1
"适夷","政府 (n)",1946,"上海","《文萃》",1
"适夷","政治 (n)",1946,"上海","《文萃》",1
"适夷","新四军 (n)",1946,"上海","《周报(上海1945)》",1
"适夷","朱明 (n)",1946,"上海","《文萃》",1
"适夷","特务 (n)",1946,"上海","《文萃》",1
"适夷","郁达夫 (n)",1946,"上海","《周报(上海1945)》",1
"通人","三人 (n)",1946,"上海","《民主(上海)》",1
"通人","刺刀 (n)",1946,"上海","《民主(上海)》",1
"通人","南通 (n)",1946,"上海","《民主(上海)》",1
"通人","欢迎 (n)",1946,"上海","《民主(上海)》",1
"通人","调处 (n)",1946,"上海","《民主(上海)》",1
"通人","风雨 (n)",1946,"上海","《民主(上海)》",1
"逸文","中原 (n)",1946,"重庆","《民主(重庆)》",1
"逸文","士气 (n)",1946,"重庆","《民主(重庆)》",1
"邑君","先生 (n)",1946,"上海","《民主(上海)》",1
"邑君","葬仪 (n)",1946,"上海","《民主(上海)》",1
"邑君","韬奋 (n)",1946,"上海","《民主(上海)》",1
"邓之诚","是非 (n)",1946,"上海","《文萃》",1
"邓之诚","清议 (n)",1946,"上海","《文萃》",1
"邓之诚","自有 (n)",1946,"上海","《文萃》",1
"邓初民","一切 (n)",1946,"上海","《文萃》",1
"邓初民","一切 (n)",1946,"上海","《民主(上海)》",1
"邓初民","不通 (n)",1946,"上海","《民主(上海)》",1
"邓初民","世界 (n)",1946,"桂林","《民主:桂林版》",1
"邓初民","两个 (n)",1946,"上海","《文萃》",1
"邓初民","严重 (n)",1946,"上海","《周报(上海1945)》",1
"邓初民","严重 (n)",1946,"上海","《民主(上海)》",1
"邓初民","严重 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","为了 (n)",1946,"上海","《文萃》",1
"邓初民","主义 (n)",1946,"上海","《文萃》",1
"邓初民","之流 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","争取 (n)",1946,"上海","《文萃》",1
"邓初民","争取和平 (n)",1946,"上海","《文萃》",1
"邓初民","争取和平 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","人民 (n)",1946,"上海","《文萃》",1
"邓初民","人民 (n)",1946,"上海","《民主(上海)》",1
"邓初民","任何 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","估计 (n)",1946,"上海","《民主(上海)》",1
"邓初民","保卫 (n)",1946,"上海","《文萃》",1
"邓初民","全面 (n)",1946,"上海","《文萃》",1
"邓初民","关头 (n)",1946,"上海","《周报(上海1945)》",1
"邓初民","关头 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","内战 (n)",1946,"上海","《文萃》",1
"邓初民","决定 (n)",1946,"上海","《民主(上海)》",1
"邓初民","决议 (n)",1946,"上海","《文萃》",1
"邓初民","划时代 (n)",1946,"上海","《文萃》",1
"邓初民","力量 (n)",1946,"上海","《民主(上海)》",1
"邓初民","协议 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","只有 (n)",1946,"上海","《文萃》",1
"邓初民","和平 (n)",1946,"上海","《文萃》",1
"邓初民","和平攻势 (n)",1946,"上海","《文萃》",1
"邓初民","国民大会 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","墨索里尼 (n)",1946,"上海","《民主(上海)》",1
"邓初民","外务 (n)",1946,"上海","《民主(上海)》",1
"邓初民","大帽子 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","实现 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","局势 (n)",1946,"上海","《民主(上海)》",1
"邓初民","展开 (n)",1946,"上海","《文萃》",1
"邓初民","希特勒 (n)",1946,"上海","《民主(上海)》",1
"邓初民","干涉 (n)",1946,"上海","《民主(上海)》",1
"邓初民","当前 (n)",1946,"上海","《民主(上海)》",1
"邓初民","成功 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","把戏 (n)",1946,"上海","《文萃》",1
"邓初民","拥护 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","提高 (n)",1946,"上海","《文萃》",1
"邓初民","提高 (n)",1946,"上海","《民主(上海)》",1
"邓初民","揭穿 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","放弃 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","教育 (n)",1946,"桂林","《民主:桂林版》",1
"邓初民","整军 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","新世界 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","新中国 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","新花样 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","时局 (n)",1946,"上海","《民主(上海)》",1
"邓初民","时局 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","机会 (n)",1946,"重庆","《民主(重庆)》",1
"邓初民","水准 (n)",1946,"上海","《文萃》",1
"邓初民","澈底 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","特别 (n)",1946,"上海","《民主(上海)》",1
"邓初民","纵横 (n)",1946,"上海","《民主(上海)》",1
"邓初民","警觉性 (n)",1946,"上海","《民主(上海)》",1
"邓初民","诊断 (n)",1946,"昆明","《民主周刊(昆明)》",1
"邓初民","趋势 (n)",1946,"桂林","《民主:桂林版》",1
"邓初民","运动 (n)",1946,"上海","《文萃》",1
"邓初民","重新 (n)",1946,"上海","《文萃》",1
"邓初民","陶行知 (n)",1946,"上海","《文萃》",1
"邓初民","集会 (n)",1946,"上海","《文萃》",1
"邓学稼","伟人 (n)",1946,"南京","《中央周刊》",1
"邓学稼","初期 (n)",1946,"南京","《中央周刊》",1
"邓学稼","罗马 (n)",1946,"南京","《中央周刊》",1
"邓既夫","广东 (n)",1946,"上海","《文萃》",1
"邓既夫","政治 (n)",1946,"上海","《文萃》",1
"邓既夫","无能 (n)",1946,"上海","《文萃》",1
"邓既夫","标本 (n)",1946,"上海","《文萃》",1
"邓既夫","贪污 (n)",1946,"上海","《文萃》",1
"邓晋和","党务 (n)",1946,"南京","《中央周刊》",1
"邓晋和","展开 (n)",1946,"南京","《中央周刊》",1
"邓晋和","运动 (n)",1946,"南京","《中央周刊》",1
"邓晋和","革新 (n)",1946,"南京","《中央周刊》",1
"邓梅","复活 (n)",1946,"上海","《时代杂志》",1
"邓梅","干涉 (n)",1946,"上海","《时代杂志》",1
"邓梅","政策 (n)",1946,"上海","《时代杂志》",1
"邓梅","西班牙 (n)",1946,"上海","《时代杂志》",1
"邓洛夫","中国 (n)",1946,"上海","《时代杂志》",1
"邓洛夫","内部 (n)",1946,"上海","《时代杂志》",1
"邓洛夫","战争 (n)",1946,"上海","《时代杂志》",1
"邓洛夫","经济 (n)",1946,"上海","《时代杂志》",1
"邓洛夫","胜利 (n)",1946,"上海","《时代杂志》",1
"邓演达","上海 (n)",1946,"重庆","《中华论坛》",1
"邓演达","写于 (n)",1946,"重庆","《中华论坛》",1
"邓演达","十九年 (n)",1946,"重庆","《中华论坛》",1
"邓演达","国民会议 (n)",1946,"重庆","《中华论坛》",1
"邓演达","民国 (n)",1946,"重庆","《中华论坛》",1
"邓颖超","妇女界 (n)",1946,"上海","《时代杂志》",1
"邓颖超","征求意见 (n)",1946,"上海","《时代杂志》",1
"邱去耳","BEAT (n)",1946,"上海","《周报(上海1945)》",1
"邱去耳","所谓 (n)",1946,"上海","《周报(上海1945)》",1
"邱去耳","警管区 (n)",1946,"上海","《周报(上海1945)》",1
"邵云涛","一件 (n)",1946,"上海","《中建》",1
"邵云涛","丰富 (n)",1946,"上海","《中建》",1
"邵云涛","园地 (n)",1946,"上海","《中建》",1
"邵力子","人类 (n)",1946,"上海","《时代杂志》",1
"邵力子","希望 (n)",1946,"上海","《时代杂志》",1
"邵力子","题词 (n)",1946,"上海","《时代杂志》",1
"邵景康","一次 (n)",1946,"上海","《中建》",1
"邵景康","公私 (n)",1946,"上海","《中建》",1
"邵景康","创作 (n)",1946,"上海","《中建》",1
"邵景康","同人 (n)",1946,"上海","《中建》",1
"邵景康","实施 (n)",1946,"上海","《中建》",1
"邵景康","岗位 (n)",1946,"上海","《中建》",1
"邵景康","工作 (n)",1946,"上海","《中建》",1
"邵景康","律务 (n)",1946,"上海","《中建》",1
"邵景康","本位 (n)",1946,"上海","《中建》",1
"邵景康","检查 (n)",1946,"上海","《中建》",1
"邵景康","法人 (n)",1946,"上海","《中建》",1
"邵景康","法定代理 (n)",1946,"上海","《中建》",1
"邵景康","浅释 (n)",1946,"上海","《中建》",1
"邵眉","中国 (n)",1946,"上海","《文萃》",1
"邵眉","退出 (n)",1946,"上海","《文萃》",1
"邵秉铨","勇气 (n)",1946,"上海","《中建》",1
"邵秉铨","变端 (n)",1946,"上海","《中建》",1
"邵秉铨","工作 (n)",1946,"上海","《中建》",1
"邵秉铨","焦虑 (n)",1946,"上海","《中建》",1
"邵秉铨","突兀 (n)",1946,"上海","《中建》",1
"邵秉铨","经验 (n)",1946,"上海","《中建》",1
"邵秉铨","结束任务 (n)",1946,"上海","《中建》",1
"邵秉铨","苦旅 (n)",1946,"上海","《中建》",1
"邵秉铨","长沙 (n)",1946,"上海","《中建》",1
"邵秉铨","青岛 (n)",1946,"上海","《中建》",1
"邵秉铨","韧性 (n)",1946,"上海","《中建》",1
"邵翰齐","党专政 (n)",1946,"上海","《周报(上海1945)》",1
